"","Protein","Total.Fat","Carbohydrate","Alcohol","Water","Caffeine","Theobromine","Sugars..total","Fiber..total.dietary","Calcium","Iron","Magnesium","Phosphorus","Potassium","Sodium","Zinc","Copper","Selenium","Retinol","Carotene..beta","Carotene..alpha","Vitamin.E..alpha.tocopherol.","Vitamin.D..D2...D3.","Cryptoxanthin..beta","Lycopene","Lutein...zeaxanthin","Vitamin.C","Thiamin","Riboflavin","Niacin","Vitamin.B.6","Folate..total","Vitamin.B.12","Choline..total","Vitamin.K..phylloquinone.","Folic.acid","Folate..food","Vitamin.E..added","Vitamin.B.12..added","Cholesterol","Fatty.acids..total.saturated","X4.00","X6.00","X8.00","X10.00","X12.00","X14.00","X16.00","X18.00","X18.01","X18.02","X18.03","X20.04","X22.6.n.3","X16.01","X18.04","X20.01","X20.5.n.3","X22.01","X22.5.n.3","Fatty.acids..total.monounsaturated","Fatty.acids..total.polyunsaturated","min_FPro","max_p","class","Food.code"
"1",3.37,0.97,4.99000000000001,2.06115362243856e-09,89.9199999999999,2.06115362243856e-09,2.06115362243856e-09,5.19999999999999,2.06115362243856e-09,0.124999999999999,3.00000000000006e-05,0.011,0.0949999999999996,0.15,0.0439999999999998,0.00042,1.00000000000003e-05,3.30000000000013e-06,5.79999999999997e-05,2.00000000000006e-06,2.06115362243856e-09,1.00000000000003e-05,1.20000000000002e-06,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.99999999999997e-05,0.000185,9.29999999999999e-05,3.70000000000018e-05,4.99999999999987e-06,4.70000000000003e-07,0.0177000000000001,1.00000000000002e-07,2.06115362243856e-09,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.00499999999999998,0.633,0.024,0.0180000000000001,0.013,0.0269999999999999,0.0290000000000001,0.0909999999999997,0.286999999999999,0.126,0.25,0.0300000000000001,0.00399999999999999,2.06115362243856e-09,2.06115362243856e-09,0.017,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.277,0.0350000000000001,0,"1",0,11112120
"2",3.29999999999999,1.98,4.80000000000002,2.06115362243856e-09,89.2099999999998,2.06115362243856e-09,2.06115362243856e-09,5.05999999999998,2.06115362243856e-09,0.12,1.99999999999997e-05,0.011,0.0919999999999997,0.14,0.0469999999999999,0.000479999999999999,6.00000000000012e-06,2.50000000000005e-06,5.50000000000002e-05,3.99999999368873e-06,2.06115362243856e-09,3.00000000000006e-05,1.20000000000002e-06,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.000199999999999999,3.90000000000011e-05,0.000185,9.20000000000004e-05,3.79999999999995e-05,4.99999999999987e-06,5.30000000000023e-07,0.0164000000000001,1.99999999999995e-07,2.06115362243856e-09,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.00800000000000001,1.257,0.0770000000000002,0.04,0.0199999999999999,0.049,0.0549999999999998,0.175000000000001,0.558,0.243,0.508,0.0619999999999997,0.00800000000000001,2.06115362243856e-09,2.06115362243856e-09,0.0269999999999999,2.06115362243856e-09,0.002,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.56,0.0729999999999997,0,"1",0,11112130
"3",3.32999999999999,3.40000000000002,4.74000000000002,2.06115362243856e-09,87.7299999999998,2.06115362243856e-09,2.06115362243856e-09,4.74000000000002,2.06115362243856e-09,0.128,4.99999999999999e-05,0.013,0.0970000000000004,0.138999999999999,0.0569999999999998,0.00036,1.00000000000003e-05,2.00000000000006e-06,2.00000000000006e-06,2.06115362243856e-09,2.06115362243856e-09,0.00013,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.000900000000000003,3.00000000000006e-05,0.000123,8.7e-05,4.00000000000015e-05,4.99999999999987e-06,3.40000000000002e-07,0.015,7.99999999999987e-07,2.06115362243856e-09,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.002,3.10099999999999,2.06115362243856e-09,2.06115362243856e-09,0.173,0.130000000000001,2.047,0.399,0.190999999999999,0.148,0.0999999999999996,0.00800000000000001,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.0999999999999996,0.01,0.0218055555555556,"1",0,11114000
"4",3.32999999999999,3.40000000000002,4.74000000000002,2.06115362243856e-09,87.7299999999998,2.06115362243856e-09,2.06115362243856e-09,4.74000000000002,2.06115362243856e-09,0.128,4.99999999999999e-05,0.013,0.0970000000000004,0.138999999999999,0.0569999999999998,0.00036,1.00000000000003e-05,2.00000000000006e-06,2.00000000000006e-06,2.06115362243856e-09,2.06115362243856e-09,0.00013,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.000900000000000003,3.00000000000006e-05,0.000123,8.7e-05,4.00000000000015e-05,4.99999999999987e-06,3.40000000000002e-07,0.015,7.99999999999987e-07,2.06115362243856e-09,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.002,3.10099999999999,2.06115362243856e-09,2.06115362243856e-09,0.173,0.130000000000001,2.047,0.399,0.190999999999999,0.148,0.0999999999999996,0.00800000000000001,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.0999999999999996,0.01,0.0218055555555556,"1",0,11114100
"5",3.41000000000002,1.08,4.91,2.06115362243856e-09,89.7700000000003,2.06115362243856e-09,2.06115362243856e-09,4.91,2.06115362243856e-09,0.121,3.00000000000006e-05,0.011,0.0909999999999997,0.169999999999999,0.0529999999999997,0.000380000000000001,1.19999999999997e-05,2.6000000000001e-06,9.99999999999974e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.000599999999999999,3.90000000000011e-05,0.000146,8.99999999999999e-05,3.40000000000004e-05,4.99999999999987e-06,3.79999999999993e-07,0.0159999999999999,2.06115362243856e-09,2.06115362243856e-09,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.002,0.916,0.00299999999999999,0.00700000000000003,0.0759999999999997,0.0619999999999997,0.449,0.177,0.105,0.0359999999999999,0.0739999999999998,0.0199999999999999,0.000999999999999997,2.06115362243856e-09,2.06115362243856e-09,0.002,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.0770000000000002,0.0210000000000001,0.00555555555555555,"1",0,11114200
"6",3.1,3.45999999999999,4.45999999999999,2.06115362243856e-09,88.2000000000004,2.06115362243856e-09,2.06115362243856e-09,4.45999999999999,2.06115362243856e-09,0.101,4.99999999999999e-05,0.00499999999999998,0.086,0.252999999999999,0.00299999999999999,0.000380000000000001,1.00000000000003e-05,2.00000000000006e-06,2.79999999999992e-05,6.99999999999973e-06,2.06115362243856e-09,8.00000000000001e-05,1.29999999999998e-06,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.000900000000000003,1.99999999999997e-05,0.000105,4.30000000000005e-05,3.40000000000004e-05,4.99999999999987e-06,3.59999999999984e-07,0.0159999999999999,3.00000000000003e-07,2.06115362243856e-09,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.014,2.154,0.112,0.0660000000000001,0.039,0.0870000000000003,0.0970000000000004,0.348000000000001,0.91,0.419,0.87,0.0779999999999996,0.0500000000000001,2.06115362243856e-09,2.06115362243856e-09,0.0770000000000002,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.999,0.128,0.0516666666666666,"1",0,11111100
"7",3.14999999999999,3.24000000000001,4.78999999999998,2.06115362243856e-09,88.0799999999999,2.06115362243856e-09,2.06115362243856e-09,5.04999999927465,2.06115362243856e-09,0.118000000015243,3.00000000000006e-05,0.01,0.0840000000000003,0.132,0.0430000000000002,0.000370000000060311,2.49999999999994e-05,3.69999999999998e-06,4.49999999593629e-05,6.99999999999973e-06,2.06115362243856e-09,6.99999999999996e-05,1.29999999999998e-06,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,4.59999999999999e-05,0.000169,8.90000000000003e-05,3.59999999999987e-05,4.99999999999987e-06,4.50000000000021e-07,0.0142999999999999,3.00000000000003e-07,2.06115362243856e-09,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.01,1.8595,0.0749999999999998,0.0749999999999998,0.0749999999999998,0.0749999999999998,0.0770000000000002,0.296499999999999,0.827999999936516,0.364499999999998,0.810999999927106,0.12,0.0749999999999998,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.81,0.194,0.00152777777777777,"1",0,11111150
"8",3.37,0.97,4.99000000000001,2.06115362243856e-09,89.8300000000004,2.06115362243856e-09,2.06115362243856e-09,5.19999999999999,2.06115362243856e-09,0.1255,3.00000000000006e-05,0.011,0.0949999999999996,0.15,0.0439999999999998,0.00042,1.00000000000003e-05,3.30000000000013e-06,5.79999999999997e-05,2.00000000000006e-06,2.06115362243856e-09,1.00000000000003e-05,1.20000000000002e-06,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.99999999999997e-05,0.000185,9.29999999999999e-05,3.70000000000018e-05,4.99999999999987e-06,4.70000000000003e-07,0.0177000000000001,1.00000000000002e-07,2.06115362243856e-09,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.00499999999999998,0.632,0.024,0.0180000000000001,0.013,0.0269999999999999,0.0290000000000001,0.0909999999999997,0.286999999999999,0.126,0.25,0.0300000000000001,0.00399999999999999,2.06115362243856e-09,2.06115362243856e-09,0.017,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.277,0.0350000000000001,0,"1",0,11111160
"9",3.40000000000002,0.179999999999999,4.84999999999999,2.06115362243856e-09,90.8000000000002,2.06115362243856e-09,2.06115362243856e-09,4.84999999999999,2.06115362243856e-09,0.204,4.00000000000015e-05,0.011,0.101,0.166000000000001,0.052,0.000400000000000001,1.1e-05,2.09999999999999e-06,0.000137,2.06115362243856e-09,2.06115362243856e-09,1.00000000000003e-05,1.20000000000002e-06,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.000999999999999997,3.59999999999987e-05,0.00014,8.79999999999998e-05,4.00000000000015e-05,4.99999999999987e-06,3.79999999999993e-07,0.0159999999999999,2.06115362243856e-09,2.06115362243856e-09,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.002,0.117,0.00899999999999998,0.000999999999999997,0.002,0.00399999999999999,0.00299999999999999,0.017,0.0529999999999997,0.0189999999999999,0.0380000000000001,0.00499999999999998,0.002,2.06115362243856e-09,2.06115362243856e-09,0.00700000000000003,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.0469999999999999,0.00700000000000003,0.000277777777777766,"1",0,11111170
"10",3.37,0.97,4.99000000000001,2.06115362243856e-09,89.8300000000004,2.06115362243856e-09,2.06115362243856e-09,5.19999999999999,2.06115362243856e-09,0.218999999999999,3.00000000000006e-05,0.011,0.0949999999999996,0.15,0.0439999999999998,0.00042,1.00000000000003e-05,3.30000000000013e-06,5.79999999999997e-05,2.00000000000006e-06,2.06115362243856e-09,1.00000000000003e-05,1.20000000000002e-06,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.99999999999997e-05,0.000185,9.29999999999999e-05,3.70000000000018e-05,4.99999999999987e-06,4.70000000000003e-07,0.0177000000000001,1.00000000000002e-07,2.06115362243856e-09,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.00499999999999998,0.632,0.024,0.0180000000000001,0.013,0.0269999999999999,0.0290000000000001,0.0909999999999997,0.286999999999999,0.126,0.25,0.0300000000000001,0.00399999999999999,2.06115362243856e-09,2.06115362243856e-09,0.017,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.277,0.0350000000000001,0,"1",0,11114310
