Food class level 1,Food (FoodEx2 description),Finland,France,Germany,Italy,Netherlands,Sweden,United Kingdom
Alcoholic beverages,Herb liqueur,0,0,0,0,0,0,0
Alcoholic beverages,Ice wine,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Alcoholic beverages,Lager beer,0.04,0.048,0.062,0.048,0.04,0.04,0.06
Alcoholic beverages,Low-malt beers,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Alcoholic beverages,Madeira,0.01,0.01,0.01,0.01,,0.01,
Alcoholic beverages,Mixed beer drinks,0.025,0.025,0.025,0.025,0.025,0.025,0.025
Alcoholic beverages,Noble rot wine,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Alcoholic beverages,Port,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Alcoholic beverages,Raisin wine,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Alcoholic beverages,Red or rosé sparkling wine,0.022,0.022,0.022,0.022,0.022,0.022,0.022
Alcoholic beverages,Rum,,,,,,,0.01
Alcoholic beverages,Shandy,0.025,0.02,0.025,0.02,0.006,0.025,0.01
Alcoholic beverages,Sherry,0.01,0.01,0.008,0.02,0.02,0.01,0.02
Alcoholic beverages,Spirits made from stone fruits,,0.001,0.001,,,,0.001
Alcoholic beverages,Stout beer,0.01,0.01,0.01,0.08,0.08,0.01,0.08
Alcoholic beverages,Tequila and similar spirits,0.001,,0.001,,,0.001,0.001
Alcoholic beverages,Vermouth,0.01,0.005,0.008,0.005,,0.01,0.01
Alcoholic beverages,Vodka and vodka-like spirits,,,,,,,0.01
Alcoholic beverages,Wheat beer,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Alcoholic beverages,Whisky,0,0,0,0,0,0,
Alcoholic beverages,"Wine, red",0.06,0.03,0.02,0.03,0.03,0.02,0.03
Alcoholic beverages,"Wine, rosé",,0.024,0.022,0.02,0.02,,0.02
Alcoholic beverages,"Wine, white",0.01,0.03,0.02,0.03,0.02,,0.01
Animal and vegetable fats and oils,Beef tallow (including processed suet),0,0,0,0,0,0,0
Animal and vegetable fats and oils,Blended fat and oils,,0.013,0.013,0.013,0.013,,0.013
Animal and vegetable fats and oils,"Blended fat and oils, QUAL Half fat or medium fat",,0.062,0.062,0.062,0.062,,0.062
Animal and vegetable fats and oils,"Blended fat and oils, QUAL Low fat (naturally or reduced)",0.04,0.08,0.08,0.08,0.08,0.04,0.08
Animal and vegetable fats and oils,"Blended fat and oils, QUAL Low sodium / reduced salt",0.013,0.013,0.013,0.013,0.013,0.013,0.013
Animal and vegetable fats and oils,Blended frying oil/fats,0,0,0,,0,0,0
Animal and vegetable fats and oils,Blended margarine,0.01,,0.012,,,0.01,0.012
Animal and vegetable fats and oils,"Blended margarine, QUAL Half fat or medium fat",0.013,0.003,0.015,0.003,0.015,0.013,0.015
Animal and vegetable fats and oils,"Blended margarine, QUAL Low fat (naturally or reduced)",0.015,0.003,0.015,0.003,0.003,0.015,0.015
Animal and vegetable fats and oils,"Blended margarine, QUAL Low sodium / reduced salt",0.003,0.003,0.003,0.003,0.003,0.003,0.003
Animal and vegetable fats and oils,Butter,,,0.005,,,,
Animal and vegetable fats and oils,"Butter and margarine/oil blends, QUAL Half fat or medium fat",0,0,0,0,0,0,0
Animal and vegetable fats and oils,"Butter and margarine/oil blends, QUAL Low fat (naturally or reduced)",0,0,0,0,0,0,0
Animal and vegetable fats and oils,Butter oil,,0.001,0.001,0.001,0.001,,0.001
Animal and vegetable fats and oils,"Butter, QUAL Half fat or medium fat",,,0.02,,,,
Animal and vegetable fats and oils,"Butter, QUAL Low fat (naturally or reduced)",,,0.02,,,0.02,
Animal and vegetable fats and oils,Cocoa butter,0,0,0,0,0,0,0
Animal and vegetable fats and oils,Coconut oil/fat,0,0,0,0,0,0,0
Animal and vegetable fats and oils,Cod liver oil,0,0,0,0,0,0,0
Animal and vegetable fats and oils,"Cotton seed oil, edible",0,0,0,0,0,0,0
Animal and vegetable fats and oils,Functional vegetable margarines/fats,,0,0,0,0,,0
Animal and vegetable fats and oils,"Functional vegetable margarines/fats, QUAL Half fat or medium fat",0.01,,,,,0.01,
Animal and vegetable fats and oils,Ghee,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Animal and vegetable fats and oils,Grape seed oil,0,0,0,0,0,0,0
Animal and vegetable fats and oils,Herring oil,0,0,0,0,0,0,0
Animal and vegetable fats and oils,Linseed oil,,0,0,0,0,0,0
Animal and vegetable fats and oils,"Maize oil, edible",0,,0,,0,0,
Animal and vegetable fats and oils,"Olive oil, refined",0,0,0,0,0,0,0
Animal and vegetable fats and oils,"Olive oil, virgin or extra-virgin",0,0,0,0,0,0,0
Animal and vegetable fats and oils,"Palm kernel oil, edible",0,0,0,0,0,0,0
Animal and vegetable fats and oils,Palm oil/fat,0,0,0,0,0,0,0
Animal and vegetable fats and oils,"Peanut oil, edible",0,0,0,0,0,0,0
Animal and vegetable fats and oils,Pork lard,,0.02,0.02,0.02,,,
Animal and vegetable fats and oils,"Poultry fats, processed",0,0,0,0,0,0,0
Animal and vegetable fats and oils,Processed fat (blubber) of marine mammals,0,0,0,0,0,0,0
Animal and vegetable fats and oils,Pumpkin seed oil,0,0,0,0,0,0,0
Animal and vegetable fats and oils,"Rape seed oil, edible",0,0,0,0,0,0,0
Animal and vegetable fats and oils,"Safflower seed oil, edible",0,0,0,0,0,0,0
Animal and vegetable fats and oils,"Sesame seed oil, edible",0,0,0,0,0,0,0
Animal and vegetable fats and oils,Shortening and similar baking fats,,,0,,0,,0
Animal and vegetable fats and oils,"Shortening and similar baking fats, QUAL Half fat or medium fat",0,0,0,0,0,0,0
Animal and vegetable fats and oils,"Shortening and similar baking fats, QUAL Low sodium / reduced salt",0,0,0,0,0,0,0
Animal and vegetable fats and oils,"Soya bean oil, refined",0,,0,,0,0,0
Animal and vegetable fats and oils,Spreadable vegetable fat-deprecated,,,0.003,,,,
Animal and vegetable fats and oils,"Spreadable vegetable fat-deprecated, QUAL Half fat or medium fat",0.013,0.003,0.006,0.003,2.5,0.013,2.5
Animal and vegetable fats and oils,"Spreadable vegetable fat-deprecated, QUAL Low fat (naturally or reduced)",0.013,0.006,0.006,0.006,5,0.013,5
Animal and vegetable fats and oils,"Spreadable vegetable fat-deprecated, QUAL Low sodium / reduced salt",0.003,0.003,0.003,0.003,,0.003,
Animal and vegetable fats and oils,"Sunflower seed oil, edible",0,0,0,0,0,0,0
Animal and vegetable fats and oils,Tallow from other animals,0,0,0,0,0,0,0
Animal and vegetable fats and oils,Traditional margarine,,,0.003,,,,
Animal and vegetable fats and oils,"Traditional margarine, QUAL Half fat or medium fat",0.003,0.003,0.006,0.003,2.5,0.003,2.5
Animal and vegetable fats and oils,"Traditional margarine, QUAL Low fat (naturally or reduced)",0.003,0.003,0.006,0.003,5,0.003,5
Animal and vegetable fats and oils,"Traditional margarine, QUAL Low sodium / reduced salt",0.003,0.003,0.003,0.003,,0.003,
Animal and vegetable fats and oils,Walnut oil,0,,0,,0,0,0
Animal and vegetable fats and oils,Wheat germ oil,0,0,0,0,0,0,0
"Coffee, cocoa, tea and infusions",Camomile infusion,0,0,0,0,0,0,0
"Coffee, cocoa, tea and infusions",Chicory coffee infusion,,0.02,,0.02,,,
"Coffee, cocoa, tea and infusions",Chicory coffee ingredient,0.1,0.03,0.1,0.03,0.1,0.1,0.1
"Coffee, cocoa, tea and infusions",Cocoa beans (fermented or dried),0.34,0.34,0.34,0.34,0.34,0.34,0.34
"Coffee, cocoa, tea and infusions",Cocoa beverages,0.03,0.05,0.034,0.05,0.011,0.03,0.05
"Coffee, cocoa, tea and infusions","Cocoa beverages, QUAL Low / Reduced sugar",0.02,0.02,0.02,0.02,0.4,0.02,0.4
"Coffee, cocoa, tea and infusions","Cocoa beverages, QUAL Sugar free",0.02,0.02,0.02,0.02,0.04,0.02,0.04
"Coffee, cocoa, tea and infusions",Cocoa mass,0.34,0.09,0.34,0.09,0.09,0.34,0.34
"Coffee, cocoa, tea and infusions",Cocoa powder,0.07,0.64,0.34,0.64,0.05,0.07,0.07
"Coffee, cocoa, tea and infusions","Cocoa powder, QUAL Low / Reduced sugar",0.34,0.34,0.34,0.34,0.34,0.34,0.34
"Coffee, cocoa, tea and infusions","Cocoa powder, QUAL Sugar free",0.34,0.34,0.34,0.34,0.34,0.34,0.34
"Coffee, cocoa, tea and infusions",Coffee (average strenght) beverage,,0.001,,,,,
"Coffee, cocoa, tea and infusions",Coffee (weak strenght) beverage,0,0,0,,0,0,0
"Coffee, cocoa, tea and infusions","Coffee beans, roasted",0.001,,0.001,,0.001,0.001,0.001
"Coffee, cocoa, tea and infusions",Coffee beverage decaffeinated,,0.001,,,,,
"Coffee, cocoa, tea and infusions","Coffee drink, café macchiato",0.042,0.042,0.042,0.042,0.042,0.042,0.042
"Coffee, cocoa, tea and infusions","Coffee drink, cappuccino",0.02,0.02,0.02,0.02,0.013,0.02,0.013
"Coffee, cocoa, tea and infusions",Coffee espresso (beverage),,0.001,0.002,,,,
"Coffee, cocoa, tea and infusions","Coffee ground, roasted",0.001,0.001,0.001,0.001,0.001,0.001,0.001
"Coffee, cocoa, tea and infusions",Coffee with milk or cream,0.001,0.015,0.001,0.015,,0.001,0.01
"Coffee, cocoa, tea and infusions",Fermented tea infusion,,,0.001,,0.018,,0.01
"Coffee, cocoa, tea and infusions",Flowers used for herbal infusions,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"Coffee, cocoa, tea and infusions",Fruit infusion,0,0,0,0,0,0,0
"Coffee, cocoa, tea and infusions",Herbal infusion materials from leaves and herbs,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"Coffee, cocoa, tea and infusions",Hot chocolate,0.05,0.04,0.034,0.04,0.011,0.05,0.05
"Coffee, cocoa, tea and infusions",Hot chocolate with added ingredients,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"Coffee, cocoa, tea and infusions","Hot chocolate with added ingredients, QUAL Sugar free",0.02,0.02,0.02,0.02,0.02,0.02,0.02
"Coffee, cocoa, tea and infusions","Hot chocolate, QUAL Low / Reduced sugar",0.034,0.034,0.034,0.034,0.4,0.034,0.4
"Coffee, cocoa, tea and infusions","Hot chocolate, QUAL Sugar free",0.02,0.02,0.02,0.02,0.04,0.02,0.04
"Coffee, cocoa, tea and infusions",Instant coffee (beverage),,,,,0.019,,
"Coffee, cocoa, tea and infusions",Instant coffee powder,,0.03,0.03,0.02,0.03,0.03,0.02
"Coffee, cocoa, tea and infusions","Instant coffee powder, decaffeinated",,0.029,0.029,,,,0.029
"Coffee, cocoa, tea and infusions","Instant coffee powder, decaffeinated, QUAL Low / Reduced sugar",,0.029,0.029,0.029,,,0.029
"Coffee, cocoa, tea and infusions","Instant coffee powder, decaffeinated, QUAL Sugar free",,0.029,0.029,0.029,,,0.029
"Coffee, cocoa, tea and infusions","Instant coffee powder, QUAL Low / Reduced sugar",,0.03,0.03,0.03,,,0.03
"Coffee, cocoa, tea and infusions","Instant coffee powder, QUAL Sugar free",,0.03,0.03,0.03,,,0.03
"Coffee, cocoa, tea and infusions",Jasmine infusion,0,0,0,0,0,0,0
"Coffee, cocoa, tea and infusions",Malt coffee infusion,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"Coffee, cocoa, tea and infusions",Mixed coffee imitates,0.1,0.03,0.1,0.03,0.03,0.1,0.1
"Coffee, cocoa, tea and infusions",Non-fermented tea leaves (green or white tea),0.25,0.25,0.25,0.25,0.25,0.25,0.25
"Coffee, cocoa, tea and infusions","Non-fermented tea, infusion",,,0.001,,0.001,,0.001
"Coffee, cocoa, tea and infusions",Rooibos infusion,0,0,0,0,0,0,0
"Coffee, cocoa, tea and infusions",Tea infusion with added flavouring ingredients,0.01,,,,0.01,,
"Coffee, cocoa, tea and infusions",Tea leaves and stalks decaffeinated,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"Coffee, cocoa, tea and infusions",Tea leaves and stalks with fruit and flavours,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"Coffee, cocoa, tea and infusions","Tea leaves and stalks, fermented",0.3,0.25,0.25,0.25,0.3,0.3,0.25
"Coffee, cocoa, tea and infusions",Tea powder ingredients and extracts,0.728,0.728,0.728,0.728,0.728,0.728,0.728
"Coffee, cocoa, tea and infusions","Tea, decaffeinated, infusion",0.001,0.001,0.001,,0.001,0.001,0.001
Composite dishes,Beans and meat meal,0.19,0.091,0.14,0.091,0.19,0.19,0.19
Composite dishes,Beans and vegetables meal,,0.088,0.088,0.088,0.12,0.17,0.12
Composite dishes,Beef loaf,0.39,0.161,0.161,0.161,0.161,0.39,0.161
Composite dishes,Bouillabaisse,,0.127,0.127,0.127,0.127,,0.127
Composite dishes,Ceasar salad,0.21,0.21,0.21,0.21,0.21,0.21,0.21
Composite dishes,Cereal products and grains based soup,0.03,0.103,0.103,0.103,0.103,0.02,0.103
Composite dishes,Cheese omelette,0.12,0.1,0.066,0.1,0.11,0.12,0.11
Composite dishes,Cheese savoury pie,0.09,0.05,0.05,0.05,0.05,0.09,0.25
Composite dishes,Creamed vegetable mix,0.08,0.11,0.106,0.11,0.18,0.08,0.18
Composite dishes,Dairy/egg soup,0.01,0.027,0.027,0.027,0.027,,0.027
Composite dishes,Dolma,0.08,0.072,0.072,0.072,0.072,0.08,0.072
Composite dishes,"Dolma, PROCESS Baking",0.25,0.072,0.072,0.072,0.072,0.25,0.072
Composite dishes,"Dolma, PROCESS Cooking in water",0.11,0.072,0.072,0.072,0.07,0.11,0.13
Composite dishes,"Dolma, PROCESS Steaming",0.11,0.072,0.072,0.072,0.07,0.11,0.13
Composite dishes,Doner kebab,,,0.105,,0.14,0.16,0.14
Composite dishes,Finger food,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Composite dishes,Fish and potatoes meal,0.16,0.233,0.233,0.233,0.25,0.16,0.25
Composite dishes,Fish and rice meal,0.22,0.12,0.099,0.12,0.29,0.24,0.29
Composite dishes,Fish and vegetables meal,0.17,0.164,0.164,0.164,0.164,,0.164
Composite dishes,Fish balls,0.45,0.275,0.275,0.275,0.275,,0.275
Composite dishes,"Fish balls, PROCESS Baking",0.235,0.235,0.235,0.235,0.235,0.235,0.235
Composite dishes,"Fish balls, PROCESS Cooking in water",0.57,0.235,0.235,0.235,0.235,0.57,0.235
Composite dishes,"Fish balls, PROCESS Frying",0.06,0.235,0.235,0.235,0.06,0.06,0.235
Composite dishes,"Fish balls, PROCESS Steaming",0.57,0.235,0.235,0.235,0.235,0.57,0.235
Composite dishes,"Fish fingers, breaded",,0.12,0.267,0.12,0.14,,0.17
Composite dishes,Fish gratin,0.13,0.243,0.243,0.243,0.243,,0.243
Composite dishes,Fish pâté,0.1,0.12,0.117,0.12,0.34,0.1,0.34
Composite dishes,Fish soup,0.19,0.08,0.278,0.08,0.08,0.19,0.278
Composite dishes,"Fish soup, INGRED Tap water",0.098,0.08,0.098,0.08,0.08,0.098,0.098
Composite dishes,Fishcakes,,0.166,0.243,0.166,0.19,,0.19
Composite dishes,Fried eggs,0.14,0.132,0.07,0.132,0.053,0.14,0.14
Composite dishes,Fruit soup,0.01,0.02,0.02,0.02,0.02,0.01,0.02
Composite dishes,Goulash,0.123,0.123,0.123,0.123,0.227,0.123,0.23
Composite dishes,Greek salad,0.05,0.081,0.081,0.081,0.11,0.05,0.11
Composite dishes,Hamburger with bread,0.26,0.1,0.144,0.1,0.18,0.2,0.18
Composite dishes,Hot dog with bread,,0.05,0.103,0.05,0.05,,0.103
Composite dishes,Hummus,,0.3,0.3,0.3,0.3,,0.3
Composite dishes,Lasagna,0.1,0.13,0.074,0.13,0.14,0.1,0.14
Composite dishes,Legume (beans) soup,0.11,0.09,0.098,0.09,0.103,0.18,0.01
Composite dishes,Legumes based dishes,0.12,0.135,0.055,0.135,0.21,0.12,0.21
Composite dishes,Meat and vegetable soup,0.09,0.08,0.045,0.08,0.095,0.09,0.07
Composite dishes,Meat balls,0.36,0.24,0.234,0.24,0.283,0.37,0.21
Composite dishes,Meat burger (no sandwich),0.42,0.234,0.234,0.234,0.212,0.42,0.31
Composite dishes,Meat in aspic,0.344,,0.344,,,0.344,0.344
Composite dishes,Meat loaf,0.4,0.135,0.135,0.135,0.2,,0.2
Composite dishes,"Meat loaf with cheese, vegetables or other",0.33,0.144,0.144,0.144,0.144,0.33,0.144
Composite dishes,Meat soup,0.14,0.011,0.088,0.011,0.095,0.14,0.03
Composite dishes,Meat stew,0.17,0.2,0.083,0.2,0.21,0.17,0.21
Composite dishes,Meat terrine,0.299,0.2,0.299,0.2,0.2,0.299,0.299
Composite dishes,Mixed green salad,0.11,0.095,0.066,0.03,0.057,0.066,0.11
Composite dishes,Mixed vegetable salad,0.06,0.09,0.169,0.03,0.057,0.06,0.11
Composite dishes,Mixed vegetables soup,0.07,0.02,0.126,0.02,0.017,0.07,0.01
Composite dishes,"Mixed vegetables, boiled",0.1,0.08,0.134,0.08,0.083,0.1,0.11
Composite dishes,"Mixed vegetables, braised",0.179,0.11,0.179,0.11,0.11,0.179,0.179
Composite dishes,"Mixed vegetables, fried",0.22,0.12,0.181,0.12,0.25,0.22,0.25
Composite dishes,"Mixed vegetables, grilled",,0.096,0.199,0.096,0.096,,0.199
Composite dishes,Moussaka,0.15,0.09,0.1,0.09,0.12,,0.12
Composite dishes,Mushroom based dishes,0.2,0.078,0.078,0.078,0.16,0.2,0.16
Composite dishes,Mushroom salad,0.16,0.11,0.099,0.11,0.11,0.16,0.099
Composite dishes,Mushroom soup,0.08,0.018,0.067,0.018,0.017,0.03,0.01
Composite dishes,Omelette with bacon,0.128,0.21,0.128,0.21,0.21,0.128,0.128
Composite dishes,Omelette with mushrooms,0.066,0.12,0.066,0.12,0.12,0.066,0.066
Composite dishes,Omelette with vegetables,0.17,0.12,0.078,0.12,0.19,,0.19
Composite dishes,"Omelette, plain",0.13,0.12,0.07,0.12,0.09,0.13,0.09
Composite dishes,Onion soup,0.06,0.02,0.005,0.02,0.017,,0.1
Composite dishes,Paella,0.16,0.128,0.108,0.128,0.128,0.16,0.108
Composite dishes,Pasta based dishes (cooked),0.06,0.059,0.059,0.059,0.059,0.06,0.059
Composite dishes,"Pasta based dishes (cooked), PROCESS Baking",,0.06,0.06,0.06,0.06,,0.06
Composite dishes,"Pasta based dishes (cooked), PROCESS Cooking in water",0.02,0.02,0.02,0.02,0.02,0.02,0.02
Composite dishes,"Pasta based dishes (cooked), PROCESS Steaming",0.02,0.02,0.02,0.02,0.02,0.02,0.02
Composite dishes,"Pasta-based dishes, uncooked",0.14,0.14,0.14,0.14,0.14,0.14,0.14
Composite dishes,"Pasta-based dishes, uncooked, PROCESS Baking",0.036,0.036,0.036,0.036,0.036,0.036,0.036
Composite dishes,"Pasta-based dishes, uncooked, PROCESS Cooking in water",0.05,0.04,0.04,0.04,0.041,0.05,0.02
Composite dishes,"Pasta-based dishes, uncooked, PROCESS Steaming",0.05,0.04,0.04,0.04,0.041,0.05,0.02
Composite dishes,"Pasta, cooked, with cheese/cream",,0.06,0.054,0.06,0.06,0.054,0.054
Composite dishes,"Pasta, cooked, with vegetables",,0.09,0.059,0.09,0.09,,0.059
Composite dishes,"Pasta, cooked, with vegetables and cheese/cream",0.059,0.059,0.059,0.059,0.059,0.059,0.059
Composite dishes,"Pasta, filled with meat mix, cooked",0.14,0.14,0.14,0.14,0.14,0.14,0.14
Composite dishes,"Pasta, filled with meat mix, cooked, PROCESS Baking",0.036,0.036,0.036,0.036,0.036,0.036,0.036
Composite dishes,"Pasta, filled with meat mix, cooked, PROCESS Cooking in water",0.15,0.04,0.04,0.04,0.041,0.08,0.041
Composite dishes,"Pasta, filled with meat mix, cooked, PROCESS Steaming",0.04,0.04,0.04,0.04,0.041,0.04,0.041
Composite dishes,"Pasta, filled with vegetable mix, cooked",0.12,0.12,0.12,0.12,0.12,0.12,0.12
Composite dishes,"Pasta, filled with vegetable mix, cooked, PROCESS Cooking in water",0.09,0.02,0.02,0.02,0.041,,0.02
Composite dishes,"Pasta, filled with vegetable mix, cooked, PROCESS Steaming",0.02,0.02,0.02,0.02,0.041,0.02,0.02
Composite dishes,Pastas and rice (or other cereal) –based dishes,0.027,0.027,0.027,0.027,0.027,0.027,0.027
Composite dishes,"Pastas and rice (or other cereal) –based dishes, PROCESS Baking",0.15,0.15,0.15,,0.15,0.15,0.15
Composite dishes,"Pastas and rice (or other cereal) –based dishes, PROCESS Cooking in water",0.03,0.03,0.03,,0.03,0.03,0.03
Composite dishes,"Pastas and rice (or other cereal) –based dishes, PROCESS Steaming",0.24,0.24,0.24,,0.24,0.24,0.24
Composite dishes,Pizza and similar with cheese topping,,0.15,0.049,0.15,0.072,,0.05
Composite dishes,"Pizza and similar with cheese, and mushrooms",,0.044,0.044,0.044,0.072,,0.072
Composite dishes,"Pizza and similar with cheese, and vegetables",,0.049,0.049,0.049,0.072,,0.05
Composite dishes,"Pizza and similar with cheese, meat, and mushrooms",,,0.06,,0.094,,0.094
Composite dishes,"Pizza and similar with cheese, meat, and vegetables",,0.14,0.077,0.14,0.094,0.09,0.05
Composite dishes,"Pizza and similar with meat, and vegetables",0.09,0.06,0.06,0.06,0.094,0.09,0.094
Composite dishes,Poached eggs,0.062,0.14,0.062,0.14,0.12,0.062,0.12
Composite dishes,Pork meat loaf,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Composite dishes,Potato casserole,0.14,0.099,0.099,0.099,0.18,0.14,0.18
Composite dishes,Potato croquettes,0.16,0.23,0.117,0.23,0.26,0.25,0.22
Composite dishes,Potato soup,0.07,0.01,0.016,0.01,0.18,0.07,0.18
Composite dishes,Potatoes and cheese meal,0.14,0.12,0.106,0.12,0.25,,0.25
Composite dishes,Potatoes and meat meal,0.3,0.08,0.155,0.08,0.2,0.3,0.2
Composite dishes,Potatoes and vegetables meal,0.07,0.085,0.085,0.085,0.15,0.07,0.15
Composite dishes,"Potatoes, meat, and vegetables meal",0.16,0.149,0.149,0.149,0.2,0.25,0.2
Composite dishes,Prepared fish salad,,0.29,0.236,0.29,0.251,,0.251
Composite dishes,Prepared legume (beans) salad,,,0.151,,0.09,,0.09
Composite dishes,Prepared meat salad,0.15,,0.066,,0.138,,0.138
Composite dishes,Prepared mixed egg/meat/fish/vegetable salad,,0.102,0.102,0.102,0.102,,0.102
Composite dishes,Prepared nut salad,0.12,0.096,0.096,0.096,0.17,0.12,0.17
Composite dishes,Prepared pasta salad,0.07,0.12,0.078,0.12,0.12,,0.078
Composite dishes,Prepared potato salad,0.12,0.141,0.125,0.141,0.059,0.12,0.23
Composite dishes,Prepared rice salad,0.2,0.07,0.044,0.07,0.07,0.2,0.044
Composite dishes,Quiche,0.161,0.1,0.161,0.1,0.081,0.161,0.18
Composite dishes,Ratatouille,0.2,0.04,0.105,0.04,0.14,,0.14
Composite dishes,Rice and meat meal,,0.044,0.044,0.044,0.101,,0.15
Composite dishes,Rice and vegetables meal,,0.053,0.053,0.053,0.101,,0.16
Composite dishes,"Rice based dishes cooked, PROCESS Baking",0.21,0.21,0.21,,0.21,0.21,0.21
Composite dishes,"Rice based dishes cooked, PROCESS Cooking in water",,0.07,0.07,0.07,0.07,,0.07
Composite dishes,"Rice based dishes cooked, PROCESS Steaming",,0.085,0.085,0.085,0.085,,0.085
Composite dishes,Rice pudding,0.04,0.043,0.032,0.043,0.01,,0.01
Composite dishes,"Rice, meat, and vegetables meal",,0.085,0.042,0.085,0.101,,0.101
Composite dishes,Risotto,0.05,0.018,0.018,0.018,0.018,0.05,0.018
Composite dishes,Roesti,0.15,0.184,0.13,0.184,0.4,,0.4
Composite dishes,Sandwich and sandwich-like dishes,0.07,0.15,0.07,0.15,0.15,0.07,0.07
Composite dishes,Sandwich with cheese and vegetable topping/filling,0.13,0.069,0.069,0.069,0.069,0.13,0.069
Composite dishes,Sandwich with cheese topping/filling,0.09,0.11,0.086,0.11,0.09,0.19,0.09
Composite dishes,Sandwich with fish and vegetable topping/filling,0.08,0.13,0.268,0.13,0.13,0.08,0.268
Composite dishes,Sandwich with fish topping/filling,,0.13,0.268,0.13,0.2,,0.2
Composite dishes,Sandwich with meat and vegetable topping/filling,0.21,0.13,0.242,0.13,0.15,0.21,0.15
Composite dishes,Sandwich with processed meat topping/filling,0.16,,0.171,,0.19,0.16,0.19
Composite dishes,Sausage roll,0.245,0.245,0.245,0.245,0.245,0.245,0.245
Composite dishes,Seafood salad,0.07,0.104,0.104,0.104,0.251,,0.14
Composite dishes,Seafood-based meals,,0.17,0.247,0.17,0.29,0.03,0.29
Composite dishes,Spring rolls,0.07,0.115,0.111,0.115,0.085,,0.06
Composite dishes,Tomato soup,0.05,0.08,0.034,0.08,0.017,0.04,0.06
Composite dishes,Vegetable casserole,0.07,0.105,0.105,0.105,0.18,0.07,0.18
Composite dishes,Vegetable soufflé,,0.074,0.074,0.074,0.074,0.074,0.074
Composite dishes,"Vegetables, gratinated",0.1,0.11,0.074,0.11,0.15,,0.15
Eggs and egg products,Boiled eggs,0.14,0.12,0.062,0.12,0.114,0.1,0.12
Eggs and egg products,Duck eggs,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Eggs and egg products,"Duck eggs, PROCESS Cooking in water",0.2,0.2,0.2,0.2,0.2,0.2,0.2
Eggs and egg products,Eggs from other eggs producer birds,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Eggs and egg products,"Eggs from other eggs producer birds, PROCESS Cooking in water",0.189,0.189,0.189,0.189,0.189,0.189,0.189
