"","Survey.s.country","Survey.start.year","Survey.name","Population.Group..L2.","Exposure.hierarchy..L1.","Exposure.hierarchy..L2.","Exposure.hierarchy..L3.","Exposure.hierarchy..L4.","Exposure.hierarchy..L5.","Exposure.hierarchy..L6.","Exposure.hierarchy..L7.","Gender","Number.of.subjects","Number.of.consumers","Mean","Standard.Deviation","X5th.percentile","X10th.percentile","Median","X95th.percentile","X97.5th.percentile","X99th.percentile","Comment"
"138911","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Cereal flakes and similar","Processed oat-based flakes","Processed oat-based flakes","Processed oat-based flakes","Male","262","4","0.10",0.97,0,0,"0.00","0.00","0.00","4.35","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138912","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Cereal flakes and similar","Processed rice-based flakes","Processed rice-based flakes","Processed rice-based flakes","Female","247","3","0.11",1.32,0,0,"0.00","0.00","0.00","3.10","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138913","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Cereal flakes and similar","Processed rice-based flakes","Processed rice-based flakes","Processed rice-based flakes","Male","262","2","0.02",0.26,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138914","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Cereal flakes and similar","Processed wheat-based flakes","Processed wheat-based flakes","Processed wheat-based flakes","Female","247","8","0.31",2.01,0,0,"0.00","0.00","4.24","13.95","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138915","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Cereal flakes and similar","Processed wheat-based flakes","Processed wheat-based flakes","Processed wheat-based flakes","Male","262","6","0.80",6.98,0,0,"0.00","0.00","0.00","24.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138916","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Popped cereals","Popcorn (maize, popped)","Popcorn (maize, popped)","Popcorn (maize, popped)","Male","262","1","0.11",1.73,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138917","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal and cereal-like flours","Cereal and cereal-like flours","Cereal and cereal-like flours","Cereal and cereal-like flours","Cereal and cereal-like flours","Female","247","1","0.02",0.26,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138918","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal and cereal-like flours","Maize, milled","Maize flour","Maize flour","Maize flour","Female","247","4","0.75",6.6,0,0,"0.00","0.00","0.00","35.97","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138919","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal and cereal-like flours","Maize, milled","Maize flour","Maize flour","Maize flour","Male","262","3","0.68",6.55,0,0,"0.00","0.00","0.00","43.91","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138920","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal and cereal-like flours","Wheat flour","Wheat flour","Wheat flour","Wheat flour","Female","247","1","0.02",0.31,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138921","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal and cereal-like flours","Wheat flour","Wheat flour","Wheat flour","Wheat flour","Male","262","2","0.02",0.24,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138922","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal and cereal-like flours","Wheat flour","Wheat flour white","Wheat flour white","Wheat flour white","Female","247","35","1.20",4.98,0,0,"0.00","6.63","11.93","27.59","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138923","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal and cereal-like flours","Wheat flour","Wheat flour white","Wheat flour white","Wheat flour white","Male","262","32","2.26",10.45,0,0,"0.00","10.92","26.65","52.05","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138924","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal and cereal-like flours","Wheat flour","Wheat wholemeal flour","Wheat wholemeal flour","Wheat wholemeal flour","Female","247","1","0.03",0.44,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138925","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal and cereal-like flours","Wheat flour","Wheat wholemeal flour","Wheat wholemeal flour","Wheat wholemeal flour","Male","262","1","0.04",0.7,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138926","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal bran","Oat bran","Oat bran","Oat bran","Oat bran","Female","247","1","0.09",1.43,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138927","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal bran","Wheat bran","Wheat bran","Wheat bran","Wheat bran","Female","247","2","0.10",1.14,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138928","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal bran","Wheat bran","Wheat bran","Wheat bran","Wheat bran","Male","262","2","0.57",8.84,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138929","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal germ","Wheat germ","Wheat germ","Wheat germ","Wheat germ","Female","247","1","0.02",0.32,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138930","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Barley and similar-","Barley grains","Barley grain, pearled","Barley grain, pearled","Female","247","1","0.17",2.61,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138931","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Barley and similar-","Barley grains","Barley grain, pearled","Barley grain, pearled","Male","262","1","0.01",0.12,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138932","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Buckwheat and other pseudo-cereals and similar-","Quinoa grain","Quinoa grain","Quinoa grain","Female","247","1","0.01",0.16,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138933","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Cereal grains (and cereal-like grains)","Cereal grains (and cereal-like grains)","Cereal grains (and cereal-like grains)","Cereal grains (and cereal-like grains)","Male","262","1","0.02",0.36,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138934","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Maize and similar-","Maize grain","Maize grain","Maize grain","Female","247","2","0.14",1.54,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138935","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Maize and similar-","Maize grain","Maize grain","Maize grain","Male","262","3","0.19",1.83,0,0,"0.00","0.00","0.00","12.29","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138936","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Rice and similar-","Rice grain","Rice grain","Rice grain","Female","247","42","4.71",13.93,0,0,"0.00","26.51","51.39","71.04","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138937","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Rice and similar-","Rice grain","Rice grain","Rice grain","Male","262","38","6.39",20.73,0,0,"0.00","47.81","74.45","108.28","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138938","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Rice and similar-","Rice grain","Rice grain, brown","Rice grain, brown","Male","262","1","0.09",1.38,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138939","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Rice and similar-","Rice grain","Rice grain, long-grain","Rice grain, long-grain","Female","247","2","0.12",1.4,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138940","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Rice and similar-","Rice grain","Rice grain, long-grain","Rice grain, long-grain","Male","262","3","0.37",3.82,0,0,"0.00","0.00","0.00","18.25","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138941","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Rice and similar-","Rice grain","Rice grain, polished","Rice grain, polished","Female","247","89","10.75",20.36,0,0,"0.00","55.22","69.13","91.01","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138942","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Rice and similar-","Rice grain","Rice grain, polished","Rice grain, polished","Male","262","110","17.27",33.16,0,0,"0.00","73.41","93.24","135.83","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138943","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuit with inclusions, filling or coating","Biscuit with inclusions, filling or coating","Biscuit with inclusions, filling or coating","Biscuit with inclusions, filling or coating","Female","247","5","0.34",2.55,0,0,"0.00","0.00","0.00","15.18","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138944","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuit with inclusions, filling or coating","Biscuit with inclusions, filling or coating","Biscuit with inclusions, filling or coating","Biscuit with inclusions, filling or coating","Male","262","8","0.81",4.87,0,0,"0.00","0.00","17.02","28.83","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138945","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuit with inclusions, filling or coating","Wafers","Wafers","Wafers","Female","247","1","0.02",0.38,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138946","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuit with inclusions, filling or coating","Wafers","Wafers","Wafers","Male","262","5","0.27",2.15,0,0,"0.00","0.00","0.00","12.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138947","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits","Biscuits","Biscuits","Biscuits","Female","247","19","0.93",4.02,0,0,"0.00","10.00","14.15","15.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138948","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits","Biscuits","Biscuits","Biscuits","Male","262","13","0.69",3.41,0,0,"0.00","0.00","13.93","15.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138949","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, chocolate","Biscuits, chocolate","Biscuits, chocolate","Female","247","1","0.02",0.25,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138950","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, chocolate","Biscuits, chocolate","Biscuits, chocolate","Male","262","1","0.09",1.48,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138951","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, oat meal","Biscuits, oat meal","Biscuits, oat meal","Female","247","5","0.24",1.74,0,0,"0.00","0.00","0.00","11.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138952","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, sweet, plain","Biscuits, sweet, plain","Biscuits, sweet, plain","Female","247","65","4.68",10.82,0,0,"0.00","24.92","34.72","50.04","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138953","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, sweet, plain","Biscuits, sweet, plain","Biscuits, sweet, plain","Male","262","48","3.49",9.26,0,0,"0.00","24.50","31.50","42.17","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138954","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, sweet, wheat wholemeal","Biscuits, sweet, wheat wholemeal","Biscuits, sweet, wheat wholemeal","Female","247","5","0.18",1.3,0,0,"0.00","0.00","0.00","10.50","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138955","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, sweet, wheat wholemeal","Biscuits, sweet, wheat wholemeal","Biscuits, sweet, wheat wholemeal","Male","262","7","0.47",3.34,0,0,"0.00","0.00","3.50","20.14","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138956","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Butter biscuits","Butter biscuits","Butter biscuits","Female","247","2","0.09",1.07,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138957","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Sponge biscuits","Sponge biscuits","Sponge biscuits","Female","247","1","0.15",2.29,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138958","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Sponge biscuits","Sponge biscuits","Sponge biscuits","Male","262","1","0.14",2.22,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138959","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Cakes","Cakes","Cakes","Cakes","Female","247","28","5.03",15.95,0,0,"0.00","38.00","50.34","80.95","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138960","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Cakes","Cakes","Cakes","Cakes","Male","262","30","5.98",19.65,0,0,"0.00","50.00","56.68","99.89","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138961","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Chocolate-based cakes","Cake marbled, with chocolate","Cake marbled, with chocolate","Cake marbled, with chocolate","Female","247","2","0.28",3.25,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138962","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Chocolate-based cakes","Chocolate cake","Chocolate cake","Chocolate cake","Female","247","8","1.26",10.31,0,0,"0.00","0.00","7.50","33.45","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138963","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Chocolate-based cakes","Chocolate cake","Chocolate cake","Chocolate cake","Male","262","11","2.18",12.49,0,0,"0.00","0.00","45.05","66.80","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138964","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Cream cake","Cheese cake","Cheese cake","Male","262","1","0.13",2.04,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138965","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Cream cake","Cream cake","Cream cake","Female","247","1","0.14",2.23,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138966","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Cream cake","Cream cake","Cream cake","Male","262","4","0.44",3.98,0,0,"0.00","0.00","0.00","24.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138967","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Fruit cake","Fruit cake","Fruit cake","Female","247","10","1.38",8.03,0,0,"0.00","0.00","19.15","45.78","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138968","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Fruit cake","Fruit cake","Fruit cake","Male","262","10","1.70",10.08,0,0,"0.00","0.00","23.76","53.85","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138969","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Muffins","Muffins","Muffins","Female","247","5","0.85",7.55,0,0,"0.00","0.00","0.00","23.30","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138970","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Muffins","Muffins","Muffins","Male","262","4","0.63",5.53,0,0,"0.00","0.00","0.00","35.50","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138971","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Plain cakes","Plain cakes","Plain cakes","Female","247","4","0.95",7.55,0,0,"0.00","0.00","0.00","51.84","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138972","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Plain cakes","Plain cakes","Plain cakes","Male","262","6","0.99",7.22,0,0,"0.00","0.00","0.00","50.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138973","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Sponge cake","Sponge cake","Sponge cake","Female","247","13","1.50",7.3,0,0,"0.00","12.90","25.00","40.02","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"138974","Portugal",2015,"National Food, Nutrition and Physical Activity Survey of the Portuguese general population","Elderly","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Sponge cake","Sponge cake","Sponge cake","Male","262","10","1.74",11.83,0,0,"0.00","0.00","22.50","56.41","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
