"","Survey.s.country","Survey.start.year","Survey.name","Population.Group..L2.","Exposure.hierarchy..L1.","Exposure.hierarchy..L2.","Exposure.hierarchy..L3.","Exposure.hierarchy..L4.","Exposure.hierarchy..L5.","Exposure.hierarchy..L6.","Exposure.hierarchy..L7.","Gender","Number.of.subjects","Number.of.consumers","Mean","Standard.Deviation","X5th.percentile","X10th.percentile","Median","X95th.percentile","X97.5th.percentile","X99th.percentile","Comment"
"162072","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, orange","Juice, orange","Juice, orange","Juice, orange","Male","47","16","52.69",89.6,0,0,"0.00","213.28","246.61","333.91","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162073","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, peach","Juice, peach","Juice, peach","Juice, peach","Female","39","2","8.12",41.16,0,0,"0.00","71.25","160.63","214.25","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162074","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, peach","Juice, peach","Juice, peach","Juice, peach","Male","47","4","9.93",36.06,0,0,"0.00","100.00","111.88","164.75","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162075","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, pineapple","Juice, pineapple","Juice, pineapple","Juice, pineapple","Female","39","1","19.74",123.3,0,0,"0.00","0.00","770.00","770.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162076","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, pineapple","Juice, pineapple","Juice, pineapple","Juice, pineapple","Male","47","2","12.91",68.13,0,0,"0.00","0.00","279.42","375.77","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162077","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Bread and similar products","Crisp bread","Crisp bread","Crisp bread","Crisp bread","Crisp bread","Female","39","2","0.20",0.88,0,0,"0.00","3.49","3.91","4.16","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162078","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Bread and similar products","Crisp bread","Crisp bread","Crisp bread","Crisp bread","Crisp bread","Male","47","3","1.03",4.98,0,0,"0.00","7.81","14.51","25.30","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162079","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Bread and similar products","Leavened bread and similar","Rye only bread and rolls","Rye only bread and rolls","Rye only bread and rolls","Rye only bread and rolls","Female","39","1","0.77",4.8,0,0,"0.00","0.00","30.00","30.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162080","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Bread and similar products","Leavened bread and similar","Sandwich bread (hamburger roll-type)","Sandwich bread (hamburger roll-type)","Sandwich bread (hamburger roll-type)","Sandwich bread (hamburger roll-type)","Female","39","13","10.96",20.9,0,0,"0.00","54.00","71.75","81.20","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162081","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Bread and similar products","Leavened bread and similar","Sandwich bread (hamburger roll-type)","Sandwich bread (hamburger roll-type)","Sandwich bread (hamburger roll-type)","Sandwich bread (hamburger roll-type)","Male","47","18","13.58",20.09,0,0,"0.00","51.30","54.63","67.51","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162082","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Bread and similar products","Leavened bread and similar","Wheat bread and rolls","Wheat bread and rolls, brown or wholemeal","Wheat bread and rolls, brown or wholemeal","Wheat bread and rolls, brown or wholemeal","Female","39","5","1.62",5.22,0,0,"0.00","10.53","16.63","23.65","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162083","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Bread and similar products","Leavened bread and similar","Wheat bread and rolls","Wheat bread and rolls, brown or wholemeal","Wheat bread and rolls, brown or wholemeal","Wheat bread and rolls, brown or wholemeal","Male","47","5","11.13",63.78,0,0,"0.00","27.47","57.53","285.01","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162084","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Bread and similar products","Leavened bread and similar","Wheat bread and rolls","Wheat bread and rolls, white (refined flour)","Wheat bread and rolls, white (refined flour)","Wheat bread and rolls, white (refined flour)","Female","39","35","59.10",43.86,0,0,"50.86","140.41","143.95","144.92","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162085","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Bread and similar products","Leavened bread and similar","Wheat bread and rolls","Wheat bread and rolls, white (refined flour)","Wheat bread and rolls, white (refined flour)","Wheat bread and rolls, white (refined flour)","Male","47","45","109.85",90.39,2,11,"86.74","271.66","322.52","415.45","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162086","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Breakfast cereals","Cereal bars","Cereal bars","Cereal bars","Cereal bars","Cereal bars","Female","39","1","0.85",5.34,0,0,"0.00","0.00","33.33","33.33","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162087","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Breakfast cereals","Muesli and similar mixed breakfast cereals","Muesli and similar mixed breakfast cereals","Muesli and similar mixed breakfast cereals","Muesli and similar mixed breakfast cereals","Muesli and similar mixed breakfast cereals","Female","39","1","0.34",2.14,0,0,"0.00","0.00","13.33","13.33","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162088","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Cereal flakes and similar","Processed mixed cereal-based flakes","Processed mixed cereal-based flakes","Processed mixed cereal-based flakes","Female","39","14","10.28",17.24,0,0,"0.00","50.63","53.96","57.59","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162089","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Cereal flakes and similar","Processed mixed cereal-based flakes","Processed mixed cereal-based flakes","Processed mixed cereal-based flakes","Male","47","3","0.89",3.51,0,0,"0.00","12.17","15.36","16.14","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162090","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Cereal flakes and similar","Processed oat-based flakes","Processed oat-based flakes","Processed oat-based flakes","Female","39","1","0.34",2.14,0,0,"0.00","0.00","13.33","13.33","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162091","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Cereal flakes and similar","Processed wheat-based flakes","Processed wheat-based flakes","Processed wheat-based flakes","Female","39","1","0.17",1.07,0,0,"0.00","0.00","6.67","6.67","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162092","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Cereal flakes and similar","Processed wheat-based flakes","Processed wheat-based flakes","Processed wheat-based flakes","Male","47","1","0.43",2.92,0,0,"0.00","0.00","0.00","20.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162093","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Popped cereals","Popcorn (maize, popped)","Popcorn (maize, popped)","Popcorn (maize, popped)","Female","39","1","0.26",1.6,0,0,"0.00","0.00","10.00","10.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162094","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Popped cereals","Popcorn (maize, popped)","Popcorn (maize, popped)","Popcorn (maize, popped)","Male","47","1","1.06",7.29,0,0,"0.00","0.00","0.00","50.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162095","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Popped cereals","Rice, popped","Rice, popped","Rice, popped","Male","47","2","0.96",4.85,0,0,"0.00","0.00","21.19","26.48","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162096","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal and cereal-like flours","Wheat flour","Wheat flour","Wheat flour","Wheat flour","Female","39","25","5.60",11.47,0,0,"0.56","25.39","38.70","49.23","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162097","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal and cereal-like flours","Wheat flour","Wheat flour","Wheat flour","Wheat flour","Male","47","31","6.29",9.64,0,0,"1.18","20.70","24.51","38.78","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162098","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Rice and similar-","Rice grain","Rice grain, polished","Rice grain, polished","Female","39","24","18.61",21.15,0,0,"11.11","53.28","75.00","75.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162099","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Cereals and cereal primary derivatives","Cereal grains (and cereal-like grains)","Rice and similar-","Rice grain","Rice grain, polished","Rice grain, polished","Male","47","21","18.11",31.66,0,0,"0.00","60.95","110.80","138.21","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162100","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits","Biscuits","Biscuits","Biscuits","Female","39","2","1.84",10.68,0,0,"0.00","6.54","36.60","54.64","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162101","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, chocolate","Biscuits, chocolate","Biscuits, chocolate","Female","39","1","0.26",1.6,0,0,"0.00","0.00","10.00","10.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162102","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, chocolate","Biscuits, chocolate","Biscuits, chocolate","Male","47","2","2.60",13.29,0,0,"0.00","0.00","57.09","72.84","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162103","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, sweet, plain","Biscuits, sweet, plain","Biscuits, sweet, plain","Female","39","14","9.51",18.35,0,0,"0.00","60.38","62.44","64.98","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162104","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, sweet, plain","Biscuits, sweet, plain","Biscuits, sweet, plain","Male","47","27","17.41",23.8,0,0,"8.00","72.00","74.61","83.21","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162105","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Biscuits","Biscuits, sweet, plain","Biscuits, sweet, wheat wholemeal","Biscuits, sweet, wheat wholemeal","Biscuits, sweet, wheat wholemeal","Female","39","2","0.94",4.25,0,0,"0.00","13.58","18.46","21.38","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162106","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Cakes","Cakes","Cakes","Cakes","Cakes","Female","39","3","2.44",8.78,0,0,"0.00","26.67","31.92","37.77","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162107","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Cakes","Cakes","Cakes","Cakes","Cakes","Male","47","2","1.56",8.25,0,0,"0.00","0.00","33.75","45.50","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162108","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Cakes","Chocolate-based cakes","Chocolate cake","Chocolate cake","Chocolate cake","Female","39","1","2.14",13.34,0,0,"0.00","0.00","83.33","83.33","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162109","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Cakes","Chocolate-based cakes","Chocolate cake","Chocolate cake","Chocolate cake","Male","47","2","1.42",7.64,0,0,"0.00","0.00","30.42","42.17","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162110","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Cream cake","Cream cake","Cream cake","Female","39","1","0.17",1.07,0,0,"0.00","0.00","6.67","6.67","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162111","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Cream cake","Cream cake","Cream cake","Male","47","1","1.33",9.12,0,0,"0.00","0.00","0.00","62.50","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162112","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Fruit cake","Fruit cake","Fruit cake","Male","47","1","0.53",3.65,0,0,"0.00","0.00","0.00","25.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162113","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Muffins","Muffins","Muffins","Female","39","10","7.01",16.9,0,0,"0.00","27.48","37.76","71.10","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162114","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Muffins","Muffins","Muffins","Male","47","13","17.59",38.88,0,0,"0.00","102.46","132.46","160.48","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162115","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Sponge cake","Sponge cake","Sponge cake","Female","39","4","1.92",5.84,0,0,"0.00","19.35","21.67","21.67","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162116","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Cakes","Plain cakes","Sponge cake","Sponge cake","Sponge cake","Male","47","6","3.81",11.54,0,0,"0.00","30.14","33.89","49.56","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162117","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Pastry based on laminated dough","Pastry based on laminated dough","Pastry based on laminated dough","Pastry based on laminated dough","Pastry based on laminated dough","Female","39","1","1.28",8.01,0,0,"0.00","0.00","50.00","50.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162118","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Pastry based on laminated dough","Pastry based on laminated dough","Pastry based on laminated dough","Pastry based on laminated dough","Pastry based on laminated dough","Male","47","1","0.85",5.83,0,0,"0.00","0.00","0.00","40.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162119","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Yeast leavened pastry","Brioche type products","Brioche type products","Brioche type products","Brioche type products","Female","39","1","0.26",1.6,0,0,"0.00","0.00","10.00","10.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162120","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Yeast leavened pastry","Brioche type products","Brioche type products","Brioche type products","Brioche type products","Male","47","1","1.49",10.21,0,0,"0.00","0.00","0.00","70.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162121","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Yeast leavened pastry","Buns","Buns","Buns","Buns","Female","39","9","7.39",14.72,0,0,"0.00","41.78","47.56","51.02","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162122","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Yeast leavened pastry","Buns","Buns","Buns","Buns","Male","47","11","13.58",29.28,0,0,"0.00","90.83","99.55","110.02","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162123","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Yeast leavened pastry","Croissant","Croissant","Croissant","Croissant","Female","39","5","3.63",11.09,0,0,"0.00","36.60","45.00","45.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
"162124","Spain",2009,"Spanish Agency for Food Safety (AESAN) - FIAB Survey","Adolescents","Grains and grain-based products","Fine bakery wares","Yeast leavened pastry","Croissant","Croissant","Croissant","Croissant","Male","47","7","3.51",10.32,0,0,"0.00","29.79","44.89","45.00","'Number of observations lower than 60, the 95th percentile may not be statistically robust'"
