"","Survey.s.country","Survey.start.year","Survey.name","Population.Group..L2.","Exposure.hierarchy..L1.","Exposure.hierarchy..L2.","Exposure.hierarchy..L3.","Exposure.hierarchy..L4.","Exposure.hierarchy..L5.","Exposure.hierarchy..L6.","Exposure.hierarchy..L7.","Gender","Number.of.subjects","Number.of.consumers","Mean","Standard.Deviation","X5th.percentile","X10th.percentile","Median","X95th.percentile","X97.5th.percentile","X99th.percentile","Comment"
"70759","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Butter","Butter","Butter","Butter","Butter","Female","174","154","4.12",4.38,0,0,"2.95","13.36","16.28","18.90","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70760","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Butter","Butter","Butter","Butter","Butter","Male","174","155","4.59",4.56,0,0,"3.41","12.91","16.11","18.99","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70761","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Margarines and similar","Blended margarine","Blended margarine","Blended margarine","Blended margarine","Female","174","12","0.23",1.05,0,0,"0.00","1.57","3.94","6.03","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70762","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Margarines and similar","Blended margarine","Blended margarine","Blended margarine","Blended margarine","Male","174","6","0.09",0.72,0,0,"0.00","0.00","0.70","3.71","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70763","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Margarines and similar","Functional vegetable margarines/fats","Functional vegetable margarines/fats","Functional vegetable margarines/fats","Functional vegetable margarines/fats","Male","174","1","0.01",0.09,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70764","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Margarines and similar","Traditional margarine","Traditional margarine","Traditional margarine","Traditional margarine","Female","174","119","1.54",2.72,0,0,"0.36","8.44","9.55","10.77","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70765","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Margarines and similar","Traditional margarine","Traditional margarine","Traditional margarine","Traditional margarine","Male","174","106","1.52",2.69,0,0,"0.26","7.27","8.87","12.60","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70766","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Coffee imitate beverages","Coffee imitate beverages","Coffee imitate beverages","Coffee imitate beverages","Coffee imitate beverages","Female","174","1","0.11",1.52,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70767","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Coffee imitate beverages","Coffee imitate beverages","Coffee imitate beverages","Coffee imitate beverages","Coffee imitate beverages","Male","174","1","0.03",0.39,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70768","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Camomile infusion","Camomile infusion","Camomile infusion","Camomile infusion","Female","174","6","3.37",23.81,0,0,"0.00","0.00","35.96","122.77","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70769","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Camomile infusion","Camomile infusion","Camomile infusion","Camomile infusion","Male","174","5","1.11",8.14,0,0,"0.00","0.00","17.78","33.68","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70770","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Fruit infusion","Fruit infusion","Fruit infusion","Fruit infusion","Female","174","55","41.03",122.65,0,0,"0.00","209.20","298.75","629.05","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70771","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Fruit infusion","Fruit infusion","Fruit infusion","Fruit infusion","Male","174","56","32.04",81.38,0,0,"0.00","158.89","277.65","381.44","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70772","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Female","174","47","25.59",72.68,0,0,"0.00","123.12","244.55","342.27","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70773","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Male","174","52","37.67",104.47,0,0,"0.00","214.00","320.46","408.69","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70774","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Rooibos infusion","Rooibos infusion","Rooibos infusion","Rooibos infusion","Female","174","10","3.38",19.58,0,0,"0.00","13.60","43.37","89.02","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70775","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Rooibos infusion","Rooibos infusion","Rooibos infusion","Rooibos infusion","Male","174","11","3.13",17.09,0,0,"0.00","24.24","44.44","70.11","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70776","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Non-fermented tea, infusion","Non-fermented tea, infusion","Non-fermented tea, infusion","Non-fermented tea, infusion","Female","174","1","0.04",0.54,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70777","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Non-fermented tea, infusion","Non-fermented tea, infusion","Non-fermented tea, infusion","Non-fermented tea, infusion","Male","174","1","0.04",0.57,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70778","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Tea beverages","Tea beverages","Tea beverages","Tea beverages","Female","174","4","1.94",16.48,0,0,"0.00","0.00","0.00","87.95","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70779","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Tea beverages","Tea beverages","Tea beverages","Tea beverages","Male","174","6","4.43",32.37,0,0,"0.00","0.00","19.17","195.50","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70780","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Ingredients for coffee, cocoa, tea, and herbal infusions","Cocoa ingredients","Cocoa ingredients (RPC derivatives)","Cocoa powder","Cocoa powder","Cocoa powder","Female","174","7","0.12",0.72,0,0,"0.00","0.00","1.69","3.95","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70781","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Ingredients for coffee, cocoa, tea, and herbal infusions","Cocoa ingredients","Cocoa ingredients (RPC derivatives)","Cocoa powder","Cocoa powder","Cocoa powder","Male","174","8","0.13",0.71,0,0,"0.00","0.00","2.19","3.83","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70782","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Ingredients for coffee, cocoa, tea, and herbal infusions","Coffee imitate ingredients","Malt coffee ingredient","Malt coffee ingredient","Malt coffee ingredient","Malt coffee ingredient","Female","174","3","0.01",0.11,0,0,"0.00","0.00","0.00","0.22","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70783","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Ingredients for coffee, cocoa, tea, and herbal infusions","Coffee imitate ingredients","Malt coffee ingredient","Malt coffee ingredient","Malt coffee ingredient","Malt coffee ingredient","Male","174","2","0.04",0.35,0,0,"0.00","0.00","0.00","2.29","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70784","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Ingredients for coffee, cocoa, tea, and herbal infusions","Herbal infusion materials from leaves and herbs","Other Herbal infusion materials from leaves and herbs","Other Herbal infusion materials from leaves and herbs","Other Herbal infusion materials from leaves and herbs","Other Herbal infusion materials from leaves and herbs","Male","174","1","0.00",0,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70785","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Ingredients for coffee, cocoa, tea, and herbal infusions","Hot drinks and infusions composite ingredients","Cocoa beverage-preparation, powder","Cocoa beverage-preparation, powder","Cocoa beverage-preparation, powder","Cocoa beverage-preparation, powder","Female","174","55","1.23",2.99,0,0,"0.00","7.41","8.67","12.29","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70786","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Ingredients for coffee, cocoa, tea, and herbal infusions","Hot drinks and infusions composite ingredients","Cocoa beverage-preparation, powder","Cocoa beverage-preparation, powder","Cocoa beverage-preparation, powder","Cocoa beverage-preparation, powder","Male","174","45","0.95",2.55,0,0,"0.00","6.11","8.87","12.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70787","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Coffee, cocoa, tea and infusions","Ingredients for coffee, cocoa, tea, and herbal infusions","Materials for infusions or hot drinks of miscellaneous origin","Carobs and similar-","Carobs","Carobs","Carobs","Male","174","3","0.00",0,0,0,"0.00","0.00","0.00","0.01","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70788","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Potato based dishes","Fries (finger chips)","Fries (finger chips)","Fries (finger chips)","Female","174","29","2.19",6.07,0,0,"0.00","18.97","23.37","26.81","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70789","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Potato based dishes","Fries (finger chips)","Fries (finger chips)","Fries (finger chips)","Male","174","39","3.09",8.31,0,0,"0.00","20.83","28.17","35.01","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70790","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Potato based dishes","Pan-fried potato","Pan-fried potato","Pan-fried potato","Female","174","27","1.83",5.15,0,0,"0.00","13.69","18.16","22.64","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70791","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Potato based dishes","Pan-fried potato","Pan-fried potato","Pan-fried potato","Male","174","25","3.52",15.64,0,0,"0.00","21.77","32.26","38.96","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70792","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Potato based dishes","Potato based dishes","Potato based dishes","Potato based dishes","Female","174","7","0.14",0.81,0,0,"0.00","0.00","1.87","5.13","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70793","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Potato based dishes","Potato based dishes","Potato based dishes","Potato based dishes","Male","174","6","0.13",0.78,0,0,"0.00","0.00","3.42","4.77","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70794","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Vegetable based dishes","Mixed vegetables","Mixed vegetables","Mixed vegetables","Female","174","13","0.24",1.12,0,0,"0.00","1.18","3.35","6.65","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70795","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Vegetable based dishes","Mixed vegetables","Mixed vegetables","Mixed vegetables","Male","174","9","0.24",1.55,0,0,"0.00","0.58","3.14","6.51","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70796","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Vegetable based dishes","Mixed vegetables","Mixed vegetables, grilled","Mixed vegetables, grilled","Female","174","1","0.00",0,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70797","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Vegetable based dishes","Mixed vegetables","Mixed vegetables, grilled","Mixed vegetables, grilled","Male","174","1","0.00",0.01,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70798","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Sandwiches, pizza and other stuffed bread-like cereal products","Savoury pies and tarts","Cheese savoury pie","Cheese savoury pie","Cheese savoury pie","Female","174","1","0.01",0.08,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70799","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Fried or extruded cereal, seed or root-based products","Chips, crisps, fries and dough-based analogues","Chips/crisps","Potato crisps or sticks","Potato crisps or sticks","Potato crisps or sticks","Female","174","16","0.38",1.48,0,0,"0.00","3.06","4.92","8.76","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70800","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Fried or extruded cereal, seed or root-based products","Chips, crisps, fries and dough-based analogues","Chips/crisps","Potato crisps or sticks","Potato crisps or sticks","Potato crisps or sticks","Male","174","11","0.18",0.95,0,0,"0.00","0.83","2.50","5.99","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70801","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Fried or extruded cereal, seed or root-based products","Chips, crisps, fries and dough-based analogues","Puffs/curls-type extruded snack","Corn curls","Corn curls","Corn curls","Female","174","5","0.06",0.43,0,0,"0.00","0.00","0.51","2.99","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70802","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Fried or extruded cereal, seed or root-based products","Chips, crisps, fries and dough-based analogues","Puffs/curls-type extruded snack","Corn curls","Corn curls","Corn curls","Male","174","8","0.08",0.46,0,0,"0.00","0.00","1.13","3.33","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70803","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Fried or extruded cereal, seed or root-based products","Snacks other than chips and similar","Mixed cereal-based snacks","Mixed cereal-based snacks","Mixed cereal-based snacks","Mixed cereal-based snacks","Male","174","1","0.01",0.07,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70804","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Fried or extruded cereal, seed or root-based products","Snacks other than chips and similar","Snacks other than chips and similar","Snacks other than chips and similar","Snacks other than chips and similar","Snacks other than chips and similar","Female","174","5","0.08",0.61,0,0,"0.00","0.00","1.25","2.97","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70805","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Fried or extruded cereal, seed or root-based products","Snacks other than chips and similar","Snacks other than chips and similar","Snacks other than chips and similar","Snacks other than chips and similar","Snacks other than chips and similar","Male","174","11","0.14",0.81,0,0,"0.00","0.90","1.67","4.15","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70806","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Soups and salads","Salads","Fruit salad","Fruit salad","Fruit salad","Fruit salad","Female","174","6","0.58",4.5,0,0,"0.00","0.00","5.63","16.79","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70807","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Soups and salads","Salads","Fruit salad","Fruit salad","Fruit salad","Fruit salad","Male","174","4","0.25",1.76,0,0,"0.00","0.00","0.00","11.66","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70808","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Soups and salads","Salads","Prepared legume (beans) salad","Prepared legume (beans) salad","Prepared legume (beans) salad","Prepared legume (beans) salad","Female","174","1","0.05",0.63,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70809","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Soups and salads","Salads","Salads","Salads","Salads","Salads","Female","174","1","0.14",1.88,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70810","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Soups and salads","Soups (ready-to-eat)","Meat soup","Meat soup","Meat soup","Meat soup","Female","174","59","4.31",10.34,0,0,"0.00","24.04","32.34","46.79","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70811","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Soups and salads","Soups (ready-to-eat)","Meat soup","Meat soup","Meat soup","Meat soup","Male","174","52","4.11",12.02,0,0,"0.00","30.36","49.33","56.20","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70812","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Soups and salads","Soups (ready-to-eat)","Mixed soups","Mixed vegetables soup","Mixed vegetables soup","Mixed vegetables soup","Male","174","1","0.00",0,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70813","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Spoonable desserts and ice creams (generic)","Other desserts spoonable","Other desserts spoonable","Other desserts spoonable","Other desserts spoonable","Other desserts spoonable","Female","174","3","0.23",1.95,0,0,"0.00","0.00","0.00","12.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70814","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Composite dishes","Spoonable desserts and ice creams (generic)","Other desserts spoonable","Other desserts spoonable","Other desserts spoonable","Other desserts spoonable","Other desserts spoonable","Male","174","3","0.25",1.91,0,0,"0.00","0.00","0.00","13.98","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70815","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Eggs and egg products","Processed eggs","Egg powder","Hen egg mixed whole, dried","Hen egg mixed whole, dried","Hen egg mixed whole, dried","Hen egg mixed whole, dried","Male","174","1","0.00",0,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70816","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Eggs and egg products","Processed eggs","Egg powder","Hen egg white, dried","Hen egg white, dried","Hen egg white, dried","Hen egg white, dried","Female","174","1","0.00",0,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70817","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Eggs and egg products","Processed eggs","Hardened egg products","Fried eggs","Fried eggs","Fried eggs","Fried eggs","Female","174","1","0.03",0.43,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70818","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Eggs and egg products","Unprocessed eggs","Liquid egg products","Egg white","Hen egg white","Hen egg white","Hen egg white","Female","174","19","0.09",0.43,0,0,"0.00","0.47","1.04","1.71","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70819","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Eggs and egg products","Unprocessed eggs","Liquid egg products","Egg white","Hen egg white","Hen egg white","Hen egg white","Male","174","12","0.15",0.96,0,0,"0.00","0.40","0.99","4.32","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70820","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Eggs and egg products","Unprocessed eggs","Liquid egg products","Egg yolk","Hen egg yolk","Hen egg yolk","Hen egg yolk","Female","174","29","0.11",0.38,0,0,"0.00","0.61","1.51","2.26","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70821","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Eggs and egg products","Unprocessed eggs","Liquid egg products","Egg yolk","Hen egg yolk","Hen egg yolk","Hen egg yolk","Male","174","31","0.12",0.34,0,0,"0.00","0.98","1.30","1.46","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70822","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Eggs and egg products","Unprocessed eggs","Whole eggs","Hen eggs","Hen eggs","Hen eggs","Hen eggs","Female","174","140","7.03",8.59,0,0,"3.90","25.76","30.85","33.91","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70823","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Eggs and egg products","Unprocessed eggs","Whole eggs","Hen eggs","Hen eggs","Hen eggs","Hen eggs","Male","174","138","6.50",7.71,0,0,"4.10","20.32","23.65","31.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70824","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Fish and seafood","Crustaceans","Crabs, sea-spiders","Crabs, sea-spiders","Crabs, sea-spiders","Crabs, sea-spiders","Crabs, sea-spiders","Female","174","2","0.06",0.68,0,0,"0.00","0.00","0.00","1.96","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70825","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Fish and seafood","Crustaceans","Crabs, sea-spiders","Crabs, sea-spiders","Crabs, sea-spiders","Crabs, sea-spiders","Crabs, sea-spiders","Male","174","2","0.04",0.4,0,0,"0.00","0.00","0.00","1.85","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70826","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Fish and seafood","Crustaceans","Freshwater crustaceans","Freshwater crayfishes","Freshwater crayfishes","Freshwater crayfishes","Freshwater crayfishes","Female","174","1","0.05",0.63,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70827","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Fish and seafood","Crustaceans","Freshwater crustaceans","Freshwater crayfishes","Freshwater crayfishes","Freshwater crayfishes","Freshwater crayfishes","Male","174","1","0.01",0.09,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70828","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Fish and seafood","Crustaceans","Shrimps and prawns","Shrimps and prawns","Shrimps and prawns","Shrimps and prawns","Shrimps and prawns","Female","174","1","0.01",0.15,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"70829","Germany",2001,"Consumption Survey of Food Intake among Infants and Young Children","Toddlers","Fish and seafood","Crustaceans","Shrimps and prawns","Shrimps and prawns","Shrimps and prawns","Shrimps and prawns","Shrimps and prawns","Male","174","1","0.08",1.09,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
