,Protein,Total Fat,Carbohydrate,Alcohol,Water,Caffeine,Theobromine,"Sugars, total","Fiber, total dietary",Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Selenium,Retinol,"Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,Vitamin C,Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, total",Vitamin B-12,"Choline, total",Vitamin K (phylloquinone),Folic acid,"Folate, food","Vitamin E, added","Vitamin B-12, added",Cholesterol,"Fatty acids, total saturated",4:00,6:00,8:00,10:00,12:00,14:00,16:00,18:00,18:01,18:02,18:03,20:04,22:6 n-3,16:01,18:04,20:01,20:5 n-3,22:01,22:5 n-3,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",classf1,p1f1,p2f1,p3f1,p4f1,FProf1,classf2,p1f2,p2f2,p3f2,p4f2,FProf2,classf3,p1f3,p2f3,p3f3,p4f3,FProf3,classf4,p1f4,p2f4,p3f4,p4f4,FProf4,classf5,p1f5,p2f5,p3f5,p4f5,FProf5,p1,std_p1,p2,std_p2,p3,std_p3,p4,std_p4,FPro,std_FPro,min_FPro,max_p,class,min_in_which_fold,min_fold_id,min_class,p1_minFPro,p2_minFPro,p3_minFPro,p4_minFPro,Food code
10,1.214912744,-0.030459207,1.60743591,-20,4.498920386,-20,-20,1.648658626,-20,-2.079441542,-10.41431318,-4.509860006,-2.353878387,-1.897119985,-3.123565645,-7.775255847,-11.51292546,-12.62158809,-9.755067547,-13.12236338,-20,-11.51292546,-13.633189,-20,-20,-20,-20,-10.81977828,-8.595154733,-9.282911065,-10.20459265,-12.20607265,-14.57053314,-4.034190639,-16.11809565,-20,-12.20607265,-20,-20,-5.298317367,-0.457284857,-3.729701449,-4.017383521,-4.342805922,-3.611918413,-3.540459449,-2.396895772,-1.248273063,-2.071473372,-1.386294361,-3.506557897,-5.521460918,-20,-20,-4.074541935,-20,-20,-20,-20,-20,-1.283737773,-3.352407217,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,p1,0,FProf1,1,0,1,0,0,0,11112210
11,1.214912744,-2.525728644,1.601405741,-20,4.509099717,-20,-20,1.627277831,-20,-2.103734234,-10.41431318,-4.509860006,-2.292634762,-1.857899272,-3.170085661,-7.775255847,-11.2505612,-12.68410845,-9.704636694,-20,-20,-11.51292546,-13.633189,-20,-20,-20,-20,-10.00884807,-8.611503871,-9.272215776,-10.20459265,-12.20607265,-14.50865774,-4.160484365,-20,-20,-12.20607265,-20,-20,-6.214608098,-2.882403588,-5.521460918,-20,-6.907755279,-6.214608098,-6.907755279,-4.828313737,-3.688879454,-4.710530702,-4.017383521,-6.214608098,-6.907755279,-20,-20,-5.80914299,-20,-20,-20,-20,-20,-3.816712826,-5.80914299,0,1,0,0,0,0,0,1,0,0,0,0,0,0.998888888888889,0,0.00111111111111111,0,0.000555555555555531,0,0.999444444444444,0,0,0.000555555555555556,0.000555555555555543,0,0.997222222222222,0,0.00111111111111111,0.00166666666666667,0.00222222222222222,0.999111111111111,0.00115202451962931,0,0,0.000444444444444444,0.000608580619450185,0.000444444444444444,0.000724355822800294,0.000666666666666659,0.000912870929175276,0,p1,0,FProf1,1,0,1,0,0,0,11113000
12,1.214912744,-0.030459207,1.60743591,-20,4.498920386,-20,-20,1.648658626,-20,-2.079441542,-10.41431318,-4.509860006,-2.353878387,-1.897119985,-3.123565645,-7.775255847,-11.51292546,-12.62158809,-9.755067547,-13.12236338,-20,-11.51292546,-13.633189,-20,-20,-20,-20,-10.81977828,-8.595154733,-9.282911065,-10.20459265,-12.20607265,-14.57053314,-4.034190639,-16.11809565,-20,-12.20607265,-20,-20,-5.298317367,-0.457284857,-3.729701449,-4.017383521,-4.342805922,-3.611918413,-3.540459449,-2.396895772,-1.248273063,-2.071473372,-1.386294361,-3.506557897,-5.521460918,-20,-20,-4.074541935,-20,-20,-20,-20,-20,-1.283737773,-3.352407217,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,p1,0,FProf1,1,0,1,0,0,0,11114300
13,1.214912744,-2.525728644,1.601405741,-20,4.509099717,-20,-20,1.627277831,-20,-2.103734234,-10.41431318,-4.509860006,-2.292634762,-1.857899272,-3.170085661,-7.775255847,-11.2505612,-12.68410845,-9.704636694,-20,-20,-11.51292546,-13.633189,-20,-20,-20,-20,-10.00884807,-8.611503871,-9.272215776,-10.20459265,-12.20607265,-14.50865774,-4.160484365,-20,-20,-12.20607265,-20,-20,-6.214608098,-2.882403588,-5.521460918,-20,-6.907755279,-6.214608098,-6.907755279,-4.828313737,-3.688879454,-4.710530702,-4.017383521,-6.214608098,-6.907755279,-20,-20,-5.80914299,-20,-20,-20,-20,-20,-3.816712826,-5.80914299,0,1,0,0,0,0,0,1,0,0,0,0,0,0.998888888888889,0,0.00111111111111111,0,0.000555555555555531,0,0.999444444444444,0,0,0.000555555555555556,0.000555555555555543,0,0.997222222222222,0,0.00111111111111111,0.00166666666666667,0.00222222222222222,0.999111111111111,0.00115202451962931,0,0,0.000444444444444444,0.000608580619450185,0.000444444444444444,0.000724355822800294,0.000666666666666659,0.000912870929175276,0,p1,0,FProf1,1,0,1,0,0,0,11114320
14,1.193922468,0.683096845,1.568615918,-20,4.490993141,-20,-20,1.621366483,-20,-2.120263536,-10.81977828,-4.509860006,-2.385966702,-1.966112856,-3.057607677,-7.641724454,-12.02375109,-12.89921983,-9.808177373,-12.4292162,-20,-10.41431318,-13.633189,-20,-20,-20,-8.517193191,-10.15194891,-8.595154733,-9.293721981,-10.1779244,-12.20607265,-14.45038883,-4.110473944,-15.42494847,-20,-12.20607265,-20,-20,-4.828313737,0.22872793,-2.563949857,-3.218875825,-3.912023005,-3.015934981,-2.900422094,-1.742969305,-0.583396317,-1.414693836,-0.677273831,-2.780620894,-4.828313737,-20,-20,-3.611918413,-20,-6.214608098,-20,-20,-20,-0.579818495,-2.617295838,0,1,0,0,0,0,0,0.999444444444444,0,0,0.000555555555555556,0.000555555555555543,0,0.999444444444444,0.000555555555555556,0,0,0.000277777777777766,0,1,0,0,0,0,0,0.999444444444444,0,0,0.000555555555555556,0.000555555555555543,0.999666666666667,0.000304290309725079,0.000111111111111111,0.000248451997499977,0,0,0.000222222222222222,0.000304290309725092,0.000277777777777771,0.000277777777777772,0,p1,0,FProf1,1,0,1,0,0,0,11114330
15,1.147402453,1.178654996,1.568615918,-20,4.478812997,-20,-20,1.619388243,-20,-2.18036746,-10.41431318,-4.605170186,-2.47693848,-2.024953356,-3.146555163,-7.902007552,-10.59663473,-12.50717774,-10.00884807,-11.86960041,-20,-9.567015316,-13.55314629,-20,-20,-20,-20,-9.986869161,-8.685611843,-9.326874188,-10.23199162,-12.20607265,-14.61401825,-4.247495742,-15.01948336,-20,-12.20607265,-20,-20,-4.605170186,0.623261053,-2.590267165,-2.590267165,-2.590267165,-2.590267165,-2.563949857,-1.21402314,-0.187535124,-1.007857925,-0.208254939,-2.120263536,-2.590267165,-20,-20,-20,-20,-20,-20,-20,-20,-0.208254939,-1.63475572,0,1,0,0,0,0,0,0.996944444444444,0,0,0.00305555555555556,0.00305555555555557,0,1,0,0,0,0,0,0.997777777777778,0,0.000555555555555556,0.00166666666666667,0.00194444444444445,0,0.999444444444444,0,0,0.000555555555555556,0.000555555555555543,0.998833333333333,0.00139443337755681,0,0,0.000111111111111111,0.000248451997499977,0.00105555555555556,0.00130880210993219,0.00111111111111111,0.00134657773817121,0,p1,0,FProf1,1,0,1,0,0,0,11114350
16,1.196948189,-0.127833372,1.566530411,-20,4.501253073,-20,-20,1.566530411,-20,-2.154165088,-9.903487553,-4.509860006,-2.419118909,-1.890475442,-1.660731207,-7.775255847,-11.41761529,-13.12236338,-11.2505612,-13.81551056,-20,-9.903487553,-20,-20,-20,-20,-6.907755279,-10.28915003,-8.778557956,-9.755067547,-10.28915003,-12.20607265,-15.32963829,-4.034190639,-16.11809565,-20,-12.20607265,-20,-20,-5.521460918,-0.601479992,-3.540459449,-4.074541935,-4.605170186,-3.816712826,-3.688879454,-2.419118909,-1.465337568,-2.234926445,-1.509592577,-3.912023005,-4.342805922,-20,-20,-3.912023005,-20,-20,-20,-20,-20,-1.370421012,-3.411247718,0,0.726111111111111,0.00333333333333333,0.0961111111111111,0.174444444444444,0.224166666666667,0,0.717777777777778,0.00555555555555556,0.0972222222222222,0.179444444444444,0.230833333333333,0,0.663333333333333,0.0111111111111111,0.126666666666667,0.198888888888889,0.267777777777778,0,0.718888888888889,0.00777777777777778,0.0775925925925926,0.195740740740741,0.238425925925926,0,0.704444444444444,0.0127777777777778,0.0937037037037037,0.189074074074074,0.242314814814815,0.706111111111111,0.0251599819427206,0.00811111111111111,0.00388094426590511,0.0982592592592593,0.0177520067839095,0.187518518518519,0.0104335049092507,0.240703703703704,0.0166709870943381,0.224166666666667,p1,0,FProf1,1,0,0.726111111111111,0.00333333333333333,0.0961111111111111,0.174444444444444,11115000
17,1.196948189,-0.127833372,1.566530411,-20,4.501253073,-20,-20,1.566530411,-20,-2.154165088,-9.903487553,-4.509860006,-2.419118909,-1.890475442,-1.660731207,-7.775255847,-11.41761529,-13.12236338,-11.2505612,-13.81551056,-20,-9.903487553,-20,-20,-20,-20,-6.907755279,-10.28915003,-8.778557956,-9.755067547,-10.28915003,-12.20607265,-15.32963829,-4.034190639,-16.11809565,-20,-12.20607265,-20,-20,-5.521460918,-0.601479992,-3.540459449,-4.074541935,-4.605170186,-3.816712826,-3.688879454,-2.419118909,-1.465337568,-2.234926445,-1.509592577,-3.912023005,-4.342805922,-20,-20,-3.912023005,-20,-20,-20,-20,-20,-1.370421012,-3.411247718,0,0.726111111111111,0.00333333333333333,0.0961111111111111,0.174444444444444,0.224166666666667,0,0.717777777777778,0.00555555555555556,0.0972222222222222,0.179444444444444,0.230833333333333,0,0.663333333333333,0.0111111111111111,0.126666666666667,0.198888888888889,0.267777777777778,0,0.718888888888889,0.00777777777777778,0.0775925925925926,0.195740740740741,0.238425925925926,0,0.704444444444444,0.0127777777777778,0.0937037037037037,0.189074074074074,0.242314814814815,0.706111111111111,0.0251599819427206,0.00811111111111111,0.00388094426590511,0.0982592592592593,0.0177520067839095,0.187518518518519,0.0104335049092507,0.240703703703704,0.0166709870943381,0.224166666666667,p1,0,FProf1,1,0,0.726111111111111,0.00333333333333333,0.0961111111111111,0.174444444444444,11115100
18,1.410986974,0.693147181,1.667706821,-20,4.473921899,-20,-20,1.667706821,-20,-1.944910649,-9.721165996,-4.342805922,-2.501036032,-1.714798428,-2.253794929,-8.334871635,-11.73606902,-12.98260144,-11.04292184,-12.71689827,-20,-9.115030192,-20,-20,-20,-20,-6.502290171,-9.903487553,-8.468403027,-9.210340372,-10.41431318,-12.02375109,-14.80976283,-4.135166557,-16.11809565,-20,-12.02375109,-20,-20,-4.828313737,0.216722984,-2.796881415,-3.218875825,-3.912023005,-2.975929646,-2.796881415,-1.599487582,-0.644357016,-1.418817553,-0.68319685,-3.218875825,-3.506557897,-20,-20,-3.218875825,-20,-20,-20,-20,-20,-0.551647618,-2.645075402,0,0.986388888888889,0.000555555555555556,0.00222222222222222,0.0108333333333333,0.0122222222222222,0,0.99,0.000555555555555556,0.00222222222222222,0.00722222222222222,0.00861111111111111,0,0.992222222222222,0.000555555555555556,0.000555555555555556,0.00666666666666667,0.00722222222222222,0,0.988888888888889,0.000555555555555556,0.00111111111111111,0.00944444444444444,0.0102777777777778,0,0.957777777777778,0.00222222222222222,0.00388888888888889,0.0361111111111111,0.0391666666666667,0.983055555555556,0.0142859898562487,0.000888888888888889,0.00074535599249993,0.002,0.00127898493702459,0.0140555555555556,0.0124437003745809,0.0155,0.0133613709838437,0.00722222222222222,p1,0,FProf3,3,0,0.992222222222222,0.000555555555555556,0.000555555555555556,0.00666666666666667,11115200
19,1.166270937,1.196948189,1.58514522,-20,4.476313564,-20,-20,1.58514522,-20,-2.162823151,-10.41431318,-4.605170186,-2.465104022,-2.002480501,-2.253794929,-7.875339305,-10.59663473,-12.50717774,-9.986869161,-11.86960041,-20,-9.567015316,-13.55314629,-20,-20,-20,-20,-9.965362956,-8.668016081,-9.315700888,-10.23199162,-12.20607265,-14.59203935,-4.22673375,-15.01948336,-20,-12.20607265,-20,-20,-4.509860006,0.641327432,-2.577021939,-2.577021939,-2.577021939,-2.577021939,-2.551046452,-1.197328262,-0.169602784,-0.991553216,-0.189950584,-2.103734234,-2.577021939,-20,-20,-20,-20,-20,-20,-20,-20,-0.189950584,-1.619488248,0,0.992777777777778,0,0.00166666666666667,0.00555555555555556,0.0063888888888889,0,0.994444444444444,0.000555555555555556,0.000555555555555556,0.00444444444444444,0.00499999999999999,0,0.991666666666667,0,0.00111111111111111,0.00722222222222222,0.00777777777777776,0,0.975,0.000555555555555556,0.0062962962962963,0.0181481481481482,0.0215740740740741,0,0.991111111111111,0.000555555555555556,0.00111111111111111,0.00722222222222222,0.00805555555555553,0.989,0.00792908382919305,0.000333333333333333,0.000304290309725092,0.00214814814814815,0.00235192475827504,0.00851851851851852,0.00551062074680241,0.00975925925925925,0.0067161869652756,0.00499999999999999,p1,0,FProf2,2,0,0.994444444444444,0.000555555555555556,0.000555555555555556,0.00444444444444444,11115300
