Protein,Total Fat,Carbohydrate,Alcohol,Water,Caffeine,Theobromine,"Sugars, total","Fiber, total dietary",Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Selenium,Retinol,"Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,Vitamin C,Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, total",Vitamin B-12,"Choline, total",Vitamin K (phylloquinone),Folic acid,"Folate, food","Vitamin E, added","Vitamin B-12, added",Cholesterol,"Fatty acids, total saturated",4:00,6:00,8:00,10:00,12:00,14:00,16:00,18:00,18:01,18:02,18:03,20:04,22:6 n-3,16:01,18:04,20:01,20:5 n-3,22:01,22:5 n-3,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",Daidzein,Genistein,Glycitein,Cyanidin,Petunidin,Delphinidin,Malvidin,Pelargonidin,Peonidin,(+)-Catechin,(-)-Epigallocatechin,(-)-Epicatechin,(-)-Epicatechin 3-gallate,(-)-Epigallocatechin 3-gallate,Theaflavin,Thearubigins,Eriodictyol,Hesperetin,Naringenin,Apigenin,Luteolin,Isorhamnetin,Kaempferol,Myricetin,Quercetin,"Theaflavin-3,3'-digallate",Theaflavin-3'-gallate,Theaflavin-3-gallate,(+)-Gallocatechin,Total flavonoids,Total anthocyanidins,Total catechins (monomeric flavan-3-ols only),Total flavan-3-ols,Total flavanones,Total flavones,Total flavonols,Total isoflavones,Food_code,Main_food_description,catnumb,catname,novaclass,macroclass,pythonlabel
2.192770227,1.74745921,3.879293181,-20,3.553059731,-20,-20,1.599387577,1.435084525,-3.912023005,-5.888907959,-3.036554268,-1.795767491,-1.838851077,-0.798507696,-6.645391015,-8.668016081,-10.68001634,-20,-20,-20,-7.487573774,-20,-20,-20,-9.688376173,-20,-7.363461604,-8.040959012,-5.536574556,-9.484777218,-9.161550208,-20,-4.390058806,-13.41004545,-10.10193849,-9.656627475,-20,-20,-20,-0.0010005,-20,-20,-20,-20,-5.11599581,-5.11599581,-0.362405619,-1.439695138,0.659590397,0.670901572,-2.312635429,-20,-20,-2.577021939,-20,-4.828313737,-20,-20,-20,0.702106922,0.72947911,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51000400,"Roll, bran, NS as to type of bran",4204,Rolls and buns,4,Other,3
2.302585093,1.576914721,3.745259788,-20,3.714790836,-20,-20,1.948763218,1.458615023,-2.419118909,-5.435283222,-3.352407217,-2.111964733,-2.063568193,-0.832409248,-6.840096631,-8.852665928,-10.38799587,-20,-20,-20,-7.60090246,-20,-20,-20,-10.07784094,-20,-7.883265371,-8.202382452,-5.361683242,-10.05431044,-9.567015316,-20,-4.22673375,-13.55314629,-9.965362956,-10.68001634,-20,-20,-20,-0.427710717,-20,-20,-20,-20,-6.214608098,-5.521460918,-0.750776293,-1.801809805,0.428530381,0.436963775,-2.282782466,-20,-20,-3.442019376,-20,-20,-20,-20,-20,0.448524598,0.501381165,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51000410,"Roll, bran, NS as to type of bran, toasted",4204,Rolls and buns,0,Other,-1
2.213753879,1.160020917,3.893044039,-20,3.592919063,-20,-20,1.623340818,0.993251773,-1.347073648,-5.629603076,-3.688879454,-2.273026291,-2.162823151,-0.711311151,-7.082108666,-8.995228992,-10.7244681,-20,-20,-20,-8.421883012,-20,-20,-20,-10.03132092,-20,-7.536989134,-8.322449115,-5.343314732,-9.349602439,-9.105980357,-20,-4.22673375,-15.42494847,-9.361163262,-10.59663473,-20,-20,-20,-0.359536176,-5.80914299,-20,-5.298317367,-5.298317367,-4.342805922,-4.710530702,-0.869884359,-1.523260216,-0.563874845,0.354171814,-1.795767491,-6.214608098,-20,-4.017383521,-20,-4.605170186,-6.907755279,-20,-20,-0.512493681,0.471252849,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51101000,"Bread, white",4202,Yeast breads,4,Other,3
2.197224577,1.386294361,3.996364154,-20,3.414442608,-20,-20,1.556037136,0.916290732,-2.128631786,-5.704782975,-3.649658741,-2.273026291,-2.032557956,-0.524248644,-7.29341776,-8.888256873,-10.38152335,-20,-20,-20,-8.334871635,-20,-20,-20,-10.03132092,-20,-8.010375589,-7.995427628,-5.540134183,-9.672375832,-9.338173743,-17.72753356,-4.128936007,-12.59173513,-9.625855816,-10.7244681,-20,-20,-6.907755279,-0.54818141,-6.907755279,-20,-20,-20,-6.907755279,-5.298317367,-0.827822084,-2.128631786,-0.28103753,0.62486834,-1.514127733,-20,-20,-3.442019376,-20,-5.298317367,-20,-20,-20,-0.228156093,0.737164066,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51101010,"Bread, white, toasted",4202,Yeast breads,4,Other,3
2.061786606,1.743968805,3.90459549,-20,3.56416621,-20,-20,1.393766376,0.641853886,-2.900422094,-5.878135862,-4.017383521,-2.234926445,-2.047942875,-1.030019497,-7.308232846,-9.251162366,-10.74745762,-10.77098812,-13.12236338,-20,-7.452482454,-14.50865774,-20,-20,-11.51292546,-20,-7.586999554,-7.877974353,-5.61549691,-9.883684925,-9.171119659,-16.02278547,-4.528209145,-12.18627002,-9.656627475,-10.1266311,-20,-20,-5.80914299,0.108854405,-3.816712826,-4.135166557,-4.342805922,-4.017383521,-3.912023005,-2.70306266,-0.381260419,-1.46967597,0.680061941,0.63180355,-1.30933332,-20,-20,-3.218875825,-20,-3.729701449,-20,-20,-20,0.71392972,0.76593285,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51101050,"Bread, white, made from home recipe or purchased at a bakery",4202,Yeast breads,12,Other,-1
2.156402583,1.838961071,3.998934377,-20,3.364187556,-20,-20,1.488399584,0.741937345,-2.796881415,-5.782825682,-3.912023005,-2.145581344,-1.951928221,-0.936493439,-7.208860372,-9.161550208,-10.65426385,-10.68001634,-13.12236338,-20,-7.354042382,-14.50865774,-20,-20,-11.41761529,-20,-7.492945318,-7.784825298,-5.521210949,-9.790158867,-9.07931211,-15.93577409,-4.431216879,-12.09274396,-9.567015316,-10.05431044,-20,-20,-5.80914299,0.202940844,-3.729701449,-4.017383521,-4.268697949,-3.912023005,-3.816712826,-2.603690186,-0.286349627,-1.37436579,0.774266232,0.726098281,-1.21402314,-20,-20,-3.123565645,-20,-3.649658741,-20,-20,-20,0.808259988,0.8603551,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51101060,"Bread, white, made from home recipe or purchased at a bakery, toasted",4202,Yeast breads,12,Other,-1
2.402430428,1.184789985,3.810654511,-20,3.623273697,-20,-20,1.671473303,1.568615918,-1.692819521,-5.8058152,-2.918771232,-1.883874758,-1.703748592,-0.729811165,-6.630123542,-8.29404964,-10.37509246,-20,-13.81551056,-20,-7.875339305,-20,-20,-20,-9.625855816,-20,-7.721940788,-8.381788554,-5.350242439,-8.818298284,-9.433483923,-20,-3.882464203,-12.4292162,-10.05431044,-10.1779244,-20,-20,-20,-0.32573014,-6.214608098,-20,-4.828313737,-6.214608098,-5.11599581,-5.11599581,-0.733969175,-1.671313316,0.066723632,-0.018163971,-2.18036746,-6.907755279,-20,-4.135166557,-20,-4.422848629,-20,-20,-20,0.093490343,0.096218858,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51102010,"Bread, white with whole wheat swirl",4202,Yeast breads,4,Other,3
2.536866389,1.396244692,3.966132331,-20,3.307619035,-20,-20,1.660131027,1.757857918,-2.087473713,-5.763532479,-2.780620894,-1.5945493,-1.47840965,-0.531028331,-6.557098407,-7.81409568,-10.08261422,-20,-13.81551056,-20,-7.728735831,-20,-20,-20,-9.596002853,-20,-7.836624793,-8.07893826,-5.333115872,-8.804875264,-9.458801731,-18.42068074,-3.713172147,-11.99096127,-10.15194891,-10.15194891,-20,-20,-20,-0.287682072,-20,-20,-5.521460918,-20,-20,-5.298317367,-0.763569645,-1.378326191,0.306013029,0.253090628,-2.071473372,-20,-20,-3.816712826,-20,-5.80914299,-20,-20,-20,0.324977857,0.347129531,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51102020,"Bread, white with whole wheat swirl, toasted",4202,Yeast breads,4,Other,3
2.463853241,0.604315967,4.033178127,-20,3.325395668,-20,-20,0.940007258,0.875468737,-3.123565645,-5.618522631,-3.575550769,-2.171556831,-2.055725015,-0.667479434,-6.980325972,-8.902855672,-10.51597683,-20,-20,-20,-8.622553707,-20,-20,-20,-11.33060391,-8.517193191,-7.74477283,-8.156028342,-5.347507611,-9.210340372,-8.818298284,-20,-4.213128098,-14.32633618,-9.053336623,-10.38152335,-20,-20,-20,-0.699165253,-20,-20,-20,-20,-20,-20,-1.117795108,-1.845160246,-1.123930097,-0.301105093,-3.057607677,-20,-20,-4.199705078,-20,-4.828313737,-20,-20,-20,-1.058430499,-0.239527031,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51105010,"Bread, Cuban",4202,Yeast breads,4,Other,3
2.558002205,0.698134722,4.127456914,-20,3.028683374,-20,-20,1.033184483,0.955511445,-3.036554268,-5.523964048,-3.473768074,-2.079441542,-1.958995389,-0.572701027,-6.887952652,-8.811564252,-10.42100216,-20,-20,-20,-8.517193191,-20,-20,-20,-11.2505612,-8.517193191,-7.650092704,-8.062937919,-5.253152815,-9.115030192,-8.721760357,-20,-4.116590171,-14.1721855,-8.955698154,-10.28915003,-20,-20,-20,-0.605136303,-20,-20,-20,-20,-20,-20,-1.02443289,-1.74869998,-1.030019497,-0.207024169,-2.95651156,-20,-20,-4.135166557,-20,-4.710530702,-20,-20,-20,-0.964955904,-0.145025772,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51105040,"Bread, Cuban, toasted",4202,Yeast breads,4,Other,3
2.172476408,1.181727195,3.950859029,-20,3.529590596,-20,-20,0.58221562,0.587786665,-3.688879454,-5.773132553,-3.9633163,-2.501036032,-2.3227878,-0.608806032,-7.143477613,-8.92516143,-10.49047454,-20,-13.81551056,-20,-7.824046011,-20,-20,-20,-9.92369026,-20,-7.639643288,-7.951879382,-5.318724176,-10.319003,-9.200390041,-17.72753356,-4.755993076,-13.72020038,-9.525051117,-10.44821473,-20,-20,-20,-0.345311185,-20,-20,-20,-20,-20,-4.422848629,-0.85566611,-1.347073648,0.266203041,-0.342490309,-3.170085661,-20,-20,-4.422848629,-20,-20,-20,-20,-20,0.275356423,-0.285018955,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51106010,"Bread, Native, water, Puerto Rican style (Pan Criollo)",4202,Yeast breads,0,Other,-1
2.266957915,1.2753628,4.045154318,-20,3.317815773,-20,-20,0.672944473,0.693147181,-3.575550769,-5.681042988,-3.863232841,-2.407945609,-2.234926445,-0.514164525,-7.058578169,-8.831903936,-10.39451055,-20,-13.81551056,-20,-7.728735831,-20,-20,-20,-9.883684925,-20,-7.768138379,-7.857085865,-5.224323687,-10.23199162,-9.272215776,-17.72753356,-4.65646348,-13.633189,-9.596002853,-10.51967369,-20,-20,-20,-0.251028755,-20,-20,-20,-20,-20,-4.342805922,-0.761426021,-1.251763468,0.360467742,-0.248461359,-3.079113882,-20,-20,-4.342805922,-20,-20,-20,-20,-20,0.369492448,-0.191160505,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51106020,"Bread, Native, water, Puerto Rican style, toasted (Pan Criollo)",4202,Yeast breads,0,Other,-1
1.941615225,1.071583616,4.016563185,-20,3.499533282,-20,-20,1.953027617,0.693147181,-4.509860006,-5.822566011,-4.199705078,-2.590267165,-2.551046452,-0.834710745,-7.523941418,-9.210340372,-10.74745762,-20,-20,-20,-9.903487553,-16.11809565,-20,-20,-11.51292546,-20,-7.565535316,-8.028613177,-5.572754212,-10.07784094,-9.142681724,-20,-4.86653495,-15.42494847,-9.596002853,-10.15194891,-20,-20,-6.214608098,-0.020202707,-20,-20,-20,-6.214608098,-5.298317367,-3.540459449,-0.46203546,-1.180907531,-0.007024615,-0.746547957,-3.324236341,-20,-20,-2.465104022,-20,-3.816712826,-20,-20,-20,0.099845335,-0.673344553,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51106200,"Bread, lard, Puerto Rican style (Pan de manteca)",4202,Yeast breads,0,Other,-1
2.046401688,1.178654996,4.121797589,-20,3.245322995,-20,-20,2.05796251,0.78845736,-4.422848629,-5.716867714,-4.074541935,-2.47693848,-2.44184716,-0.729811165,-7.418580903,-9.105980357,-10.6416321,-20,-20,-20,-9.721165996,-16.11809565,-20,-20,-11.41761529,-20,-7.459402897,-7.921107724,-5.46744633,-9.986869161,-9.036387065,-20,-4.755993076,-15.42494847,-9.484777218,-10.05431044,-20,-20,-6.214608098,0.085259844,-20,-20,-20,-6.214608098,-5.11599581,-3.442019376,-0.356674944,-1.075872802,0.09803374,-0.642454066,-3.218875825,-20,-20,-2.353878387,-20,-3.688879454,-20,-20,-20,0.20538683,-0.569161201,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51106210,"Bread, lard, Puerto Rican style, toasted (Pan de manteca)",4202,Yeast breads,0,Other,-1
2.048982334,1.517322624,3.897924081,-20,3.599228232,-20,-20,1.291983682,0.587786665,-2.645075402,-5.856933654,-4.074541935,-2.63108916,-2.488914671,-0.64055473,-7.03558865,-9.011489513,-10.59264271,-20,-13.81551056,-20,-7.684284068,-20,-20,-20,-10.03132092,-20,-7.662777863,-8.028613177,-5.368310738,-10.23199162,-9.142681724,-20,-4.919880931,-13.28488231,-9.641123288,-10.07784094,-20,-20,-20,0.045928932,-20,-20,-20,-20,-20,-4.017383521,-0.524248644,-0.850971266,0.746213901,-0.196014884,-3.036554268,-20,-20,-3.816712826,-20,-20,-20,-20,-20,0.757060506,-0.140412154,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51106300,"Bread, caressed, Puerto Rican style (Pan sobao)",4202,Yeast breads,0,Other,-1
2.142416341,1.611435915,3.99212725,-20,3.410817625,-20,-20,1.386294361,0.693147181,-2.551046452,-5.760352826,-3.9633163,-2.538307427,-2.385966702,-0.546452801,-6.938214486,-8.917670758,-10.50132455,-20,-13.81551056,-20,-7.581099832,-20,-20,-20,-9.986869161,-20,-7.792062965,-7.934977572,-5.274015074,-10.1266311,-9.210340372,-20,-4.828313737,-13.22772389,-9.704636694,-10.15194891,-20,-20,-20,0.14063113,-20,-20,-20,-20,-20,-3.912023005,-0.429245637,-0.757152511,0.840704745,-0.102032726,-2.937463365,-20,-20,-3.729701449,-20,-20,-20,-20,-20,0.85143216,-0.046043939,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51106310,"Bread, caressed, Puerto Rican style, toasted (Pan sobao)",4202,Yeast breads,0,Other,-1
2.463853241,0.604315967,4.033178127,-20,3.325395668,-20,-20,0.940007258,0.875468737,-3.123565645,-5.618522631,-3.575550769,-2.171556831,-2.055725015,-0.667479434,-6.980325972,-8.902855672,-10.51597683,-20,-20,-20,-8.622553707,-20,-20,-20,-11.33060391,-8.517193191,-7.74477283,-8.156028342,-5.347507611,-9.210340372,-8.818298284,-20,-4.213128098,-14.32633618,-9.053336623,-10.38152335,-20,-20,-20,-0.699165253,-20,-20,-20,-20,-20,-20,-1.117795108,-1.845160246,-1.123930097,-0.301105093,-3.057607677,-20,-20,-4.199705078,-20,-4.828313737,-20,-20,-20,-1.058430499,-0.239527031,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51107010,"Bread, French or Vienna",4202,Yeast breads,4,Other,3
2.564949357,0.760805829,4.126004715,-20,3.025776395,-20,-20,1.278152203,1.131402111,-3.057607677,-5.554500772,-3.473768074,-2.071473372,-1.966112856,-0.328504067,-6.858965115,-8.804875264,-10.42436351,-20,-20,-20,-8.568486486,-20,-20,-20,-11.2505612,-8.517193191,-7.758726545,-7.902007552,-5.225066905,-9.251162366,-8.873868135,-20,-4.045554398,-14.50865774,-9.105980357,-10.44821473,-20,-20,-20,-0.689155159,-20,-20,-20,-20,-20,-20,-1.120857898,-1.807888851,-1.016111067,-0.248461359,-2.995732274,-20,-20,-4.135166557,-20,-4.828313737,-20,-20,-20,-0.95191791,-0.186329578,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51107040,"Bread, French or Vienna, toasted",4202,Yeast breads,4,Other,3
2.171336806,2.065596135,3.578506397,-20,3.826682958,-20,-20,0.559615788,0.587786665,-3.352407217,-5.757183251,-3.912023005,-2.055725015,-2.171556831,-0.578034373,-6.622576337,-9.304651051,-11.04919145,-20,-13.81551056,-20,-6.557098407,-20,-20,-20,-10.07784094,-20,-7.662777863,-8.108400293,-5.607563617,-9.088122739,-8.888256873,-20,-5.843044542,-12.07504438,-9.826526511,-9.384693759,-20,-20,-20,-0.131248287,-20,-20,-20,-20,-6.907755279,-6.907755279,-0.324346057,-2.120263536,1.703838588,-0.080126044,-2.63108916,-20,-20,-1.980501594,-20,-3.729701449,-20,-20,-20,1.735189118,-0.006018072,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51108010,"Focaccia, Italian flatbread, plain",4202,Yeast breads,4,Other,3
2.142416341,2.452727751,3.755369195,-20,3.574029612,-20,-20,0.657520003,0.470003629,-2.864704011,-5.987472526,-3.9633163,-2.312635429,-2.063568193,-1.081755172,-7.143477613,-9.115030192,-10.67135828,-9.338173743,-10.77098812,-20,-7.561681746,-15.42494847,-20,-20,-10.1266311,-8.517193191,-7.673473152,-7.951879382,-5.471243202,-10.00884807,-9.304651051,-15.64809202,-4.290359446,-13.72020038,-9.737973114,-10.319003,-20,-20,-3.506557897,1.929345132,-0.891598119,-1.358679194,-1.870802677,-1.114741671,-1.072944542,-0.009040745,1.090580117,0.251536626,0.988797423,-0.322963887,-2.645075402,-20,-20,-1.807888851,-20,-4.422848629,-20,-20,-20,1.062294026,-0.230671818,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51108100,"Naan, Indian flatbread",4202,Yeast breads,4,Other,3
2.174751721,1.252762968,3.912023005,-20,3.575150689,-20,-20,-0.186329578,0.993251773,-2.551046452,-5.829345698,-3.611918413,-2.273026291,-2.207274913,-0.537854296,-7.058578169,-8.56323713,-10.51229358,-20,-20,-20,-8.145629635,-20,-20,-20,-9.944309547,-20,-7.656415169,-8.138756756,-5.43047827,-9.944309547,-8.56323713,-20,-4.213128098,-13.633189,-8.734106193,-10.41431318,-20,-20,-20,-0.15665381,-20,-20,-20,-20,-20,-4.509860006,-0.339677368,-2.032557956,-0.224394333,0.254642218,-2.302585093,-20,-20,-4.342805922,-20,-20,-20,-20,-20,-0.208254939,0.329303747,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51109010,"Bread, Italian, Grecian, Armenian",4202,Yeast breads,4,Other,3
2.269028309,1.348073148,4.006241681,-20,3.378951773,-20,-20,-0.094310679,1.098612289,-2.453407983,-5.735273142,-3.506557897,-2.18036746,-2.111964733,-0.443166975,-6.969630683,-8.468403027,-10.41765208,-20,-20,-20,-8.047189562,-20,-20,-20,-9.903487553,-20,-7.784825298,-8.044069435,-5.33622694,-9.845218644,-8.633727008,-20,-4.116590171,-13.55314629,-8.804875264,-10.48330605,-20,-20,-20,-0.061875404,-20,-20,-20,-20,-20,-4.422848629,-0.245900538,-1.937941979,-0.130108685,0.349247428,-2.207274913,-20,-20,-4.268697949,-20,-20,-20,-20,-20,-0.114289146,0.423305026,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51109040,"Bread, Italian, Grecian, Armenian, toasted",4202,Yeast breads,4,Other,3
2.208274414,0.182321557,4.019980147,-20,3.46885603,-20,-20,0.262364264,0.78845736,-2.453407983,-5.944580961,-3.649658741,-2.3330443,-2.120263536,-0.623621118,-7.082108666,-8.691546579,-10.51597683,-20,-20,-20,-8.111728083,-20,-20,-20,-9.845218644,-20,-7.42024896,-8.025550387,-5.374766539,-10.28915003,-9.142681724,-20,-4.22673375,-15.42494847,-9.39666995,-10.63745673,-20,-20,-20,-1.795767491,-20,-20,-20,-20,-20,-20,-1.857899272,-4.710530702,-2.385966702,-0.671385689,-3.729701449,-20,-20,-4.342805922,-20,-20,-20,-20,-20,-2.253794929,-0.625488532,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51109100,"Bread, pita",4202,Yeast breads,4,Other,3
2.302585093,0.277631737,4.114310575,-20,3.233961462,-20,-20,0.357674444,0.875468737,-2.353878387,-5.849964985,-3.540459449,-2.234926445,-2.024953356,-0.529329095,-6.991136888,-8.595154733,-10.42100216,-20,-20,-20,-8.016417904,-20,-20,-20,-9.808177373,-20,-7.548310009,-7.932188169,-5.280477448,-10.20459265,-9.210340372,-20,-4.135166557,-15.42494847,-9.458801731,-10.7244681,-20,-20,-20,-1.703748592,-20,-20,-20,-20,-20,-20,-1.766091722,-4.605170186,-2.292634762,-0.576253429,-3.649658741,-20,-20,-4.268697949,-20,-20,-20,-20,-20,-2.162823151,-0.531028331,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,51109110,"Bread, pita, toasted",4202,Yeast breads,4,Other,3
2.14710019,0.131028262,4.060615409,-20,3.414771502,-20,-20,1.819698838,0.993251773,-2.385966702,-5.956097403,-3.649658741,-2.353878387,-1.910543005,-0.705219762,-7.13089883,-8.668016081,-10.59663473,-20,-13.81551056,-20,-8.111728083,-20,-13.81551056,-20,-9.883684925,-9.210340372,-7.494742264,-8.085410775,-5.44704942,-10.10193849,-9.220390708,-20,-4.261580482,-14.1721855,-9.484777218,-10.7244681,-20,-20,-20,-1.838851077,-20,-20,-20,-20,-20,-20,-1.917322692,-4.605170186,-2.430418465,-0.750776293,-3.772261063,-20,-20,-4.268697949,-20,-20,-20,-20,-20,-2.282782466,-0.703197516,-20,-20,-20,-20,-20,-20,-20,-20,-20,-10.81977828,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-11.51292546,-20,-20,-20,-20,-10.41431318,-20,-10.81977828,-10.81977828,-20,-20,-11.51292546,-20,51109150,"Bread, pita with fruit",4202,Yeast breads,4,Other,3
2.241772954,0.223143551,4.154969184,-20,3.158276203,-20,-20,1.913977102,1.098612289,-2.292634762,-5.863951227,-3.540459449,-2.26336438,-1.814005078,-0.610645959,-7.03558865,-8.573763543,-10.50132455,-20,-13.81551056,-20,-7.98656494,-20,-13.81551056,-20,-9.903487553,-9.210340372,-7.623148068,-8.095198781,-5.458016745,-10.10193849,-9.484777218,-20,-4.219907785,-14.1721855,-9.737973114,-10.98229721,-20,-20,-20,-1.742969305,-20,-20,-20,-20,-20,-20,-1.820158944,-4.509860006,-2.3330443,-0.655851396,-3.688879454,-20,-20,-4.199705078,-20,-20,-20,-20,-20,-2.189256408,-0.608806032,-20,-20,-20,-20,-20,-20,-20,-20,-20,-10.81977828,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-11.51292546,-20,-20,-20,-20,-10.41431318,-20,-10.81977828,-10.81977828,-20,-20,-11.51292546,-20,51109200,"Bread, pita with fruit, toasted",4202,Yeast breads,0,Other,-1
