Protein,Total Fat,Carbohydrate,Alcohol,Water,Caffeine,Theobromine,"Sugars, total","Fiber, total dietary",Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Selenium,Retinol,"Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,Vitamin C,Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, total",Vitamin B-12,"Choline, total",Vitamin K (phylloquinone),Folic acid,"Folate, food","Vitamin E, added","Vitamin B-12, added",Cholesterol,"Fatty acids, total saturated",4:00,6:00,8:00,10:00,12:00,14:00,16:00,18:00,18:01,18:02,18:03,20:04,22:6 n-3,16:01,18:04,20:01,20:5 n-3,22:01,22:5 n-3,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",Daidzein,Genistein,Glycitein,Cyanidin,Petunidin,Delphinidin,Malvidin,Pelargonidin,Peonidin,(+)-Catechin,(-)-Epigallocatechin,(-)-Epicatechin,(-)-Epicatechin 3-gallate,(-)-Epigallocatechin 3-gallate,Theaflavin,Thearubigins,Eriodictyol,Hesperetin,Naringenin,Apigenin,Luteolin,Isorhamnetin,Kaempferol,Myricetin,Quercetin,"Theaflavin-3,3'-digallate",Theaflavin-3'-gallate,Theaflavin-3-gallate,(+)-Gallocatechin,Total flavonoids,Total anthocyanidins,Total catechins (monomeric flavan-3-ols only),Total flavan-3-ols,Total flavanones,Total flavones,Total flavonols,Total isoflavones,Food_code,Main_food_description,catnumb,catname,novaclass,macroclass,pythonlabel
1.931521412,1.08180517,2.674838067,-20,4.312274546,-20,-20,0.412109651,0.336472237,-4.135166557,-6.529318843,-4.074541935,-2.488914671,-1.731605546,-1.37436579,-7.38579108,-8.71564413,-11.61828598,-11.86960041,-9.552830681,-12.4292162,-8.254828927,-16.11809565,-13.81551056,-20,-9.433483923,-4.474141924,-9.142681724,-9.315700888,-5.637994734,-8.458924283,-10.28915003,-16.62892127,-3.767922661,-12.59173513,-10.59663473,-11.51292546,-20,-20,-4.199705078,-0.044997366,-3.729701449,-4.199705078,-4.605170186,-3.912023005,-3.506557897,-2.659260037,-0.650087691,-1.398366942,0.055434707,-0.689155159,-3.442019376,-4.342805922,-5.298317367,-2.995732274,-20,-4.710530702,-6.214608098,-20,-5.80914299,0.115112807,-0.569161201,-10.81977828,-11.51292546,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-10.1266311,-8.947976108,-8.804875264,-9.903487553,-9.903487553,-6.543112165,-20,-20,-20,-20,-6.27117845,-20,-20,-20,-20,-8.679712121,-6.38302675,-10.41431318,28143010,"Chicken and vegetable entree with rice, Oriental (frozen meal)",3004,Poultry mixed dishes,4,Meat,3
2.538447417,1.726331664,3.135494216,-20,4.040943785,-20,-20,1.877937165,0.741937345,-3.123565645,-6.29256964,-3.506557897,-2.095570924,-1.32425897,-1.394326533,-7.156216638,-9.124162676,-11.37316352,-13.12236338,-6.912767821,-13.81551056,-6.314428434,-20,-8.217088599,-8.51220565,-7.369790739,-5.472670754,-9.552830681,-9.152071464,-5.230284956,-7.784825298,-11.2505612,-16.02278547,-3.270169119,-10.62503421,-20,-11.2505612,-20,-20,-3.575550769,0.087094707,-20,-20,-5.80914299,-5.298317367,-4.96184513,-3.146555163,-0.327116142,-1.370421012,0.686122566,0.591668012,-2.488914671,-3.863232841,-4.710530702,-2.718100537,-20,-3.863232841,-5.80914299,-20,-5.11599581,0.732367894,0.663203304,-10.41431318,-11.51292546,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-10.1266311,-20,-20,-20,-20,-20,-20,-10.1266311,28143020,"Chicken and vegetable entree with rice, Oriental (diet frozen meal)",3004,Poultry mixed dishes,4,Meat,3
1.919859472,0.470003629,2.301584593,-20,4.38477286,-20,-20,1.60341984,0.262364264,-3.816712826,-7.222466024,-4.135166557,-2.764620553,-1.63475572,-1.064210862,-7.435388021,-9.326874188,-12.07504438,-12.71689827,-7.125911289,-8.224523577,-7.60090246,-20,-10.68001634,-7.055095867,-8.339047006,-4.186459851,-9.944309547,-9.361163262,-6.032286542,-8.721760357,-11.33060391,-16.47477059,-3.767922661,-11.12088338,-20,-11.33060391,-20,-20,-4.017383521,-0.848632083,-20,-20,-20,-20,-5.521460918,-4.422848629,-1.210661792,-2.292634762,-0.791863153,-1.164752091,-3.688879454,-3.816712826,-4.828313737,-2.659260037,-20,-4.828313737,-6.214608098,-20,-5.521460918,-0.612489278,-0.946749939,-10.81977828,-11.51292546,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-8.421883012,-9.028018815,-9.903487553,-8.873868135,-11.51292546,-7.957577403,-20,-20,-20,-20,-6.991136888,-20,-20,-20,-20,-7.98656494,-7.50559228,-10.41431318,28143030,"Chicken and vegetable entree, oriental (diet frozen meal)",3004,Poultry mixed dishes,4,Meat,3
1.791759469,0.678033543,2.480731278,-20,4.370712875,-20,-20,0.457424847,-0.510825624,-4.268697949,-7.143477613,-4.422848629,-2.995732274,-2.234926445,-1.10262031,-7.469874197,-9.656627475,-12.00722179,-12.71689827,-9.036387065,-13.81551056,-8.804875264,-16.11809565,-12.20607265,-20,-10.2601625,-5.067205646,-9.625855816,-9.737973114,-6.357324401,-9.142681724,-10.63745673,-17.03438638,-4.051285073,-12.04055821,-11.10746036,-11.61828598,-20,-20,-4.199705078,-0.594207233,-20,-20,-20,-20,-5.521460918,-4.135166557,-0.933945667,-2.120263536,-0.460449416,-0.95972029,-3.772261063,-3.9633163,-4.96184513,-2.353878387,-20,-4.199705078,-6.214608098,-20,-5.80914299,-0.287682072,-0.796287939,-10.41431318,-10.81977828,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-8.568486486,-8.334871635,-8.622553707,-9.721165996,-20,-7.070274208,-20,-20,-20,-20,-6.45667966,-20,-20,-20,-20,-7.751725349,-6.821577583,-9.903487553,28143040,Chicken chow mein with rice (diet frozen meal),3402,Fried rice and lo/chow mein,4,Other,3
1.854734268,0.746687947,2.524127363,-20,4.359525369,-20,-20,0.494696242,0.09531018,-3.912023005,-7.143477613,-4.268697949,-2.780620894,-1.801809805,-1.362577835,-7.38579108,-9.384693759,-12.11076247,-12.71689827,-8.473176306,-12.4292162,-8.421883012,-16.11809565,-13.81551056,-20,-9.200390041,-4.767689115,-9.625855816,-9.596002853,-6.148820358,-8.746606356,-10.77098812,-16.62892127,-4.051285073,-11.81403056,-11.61828598,-11.33060391,-20,-20,-4.199705078,-0.524248644,-20,-20,-20,-20,-5.521460918,-4.017383521,-0.862749965,-2.047942875,-0.40947313,-0.881889305,-3.506557897,-3.9633163,-4.96184513,-2.302585093,-20,-4.199705078,-6.214608098,-20,-5.80914299,-0.234457311,-0.71539279,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-8.804875264,-8.047189562,-8.377431249,-8.679712121,-11.51292546,-6.668738379,-20,-20,-20,-20,-6.142287437,-20,-20,-20,-20,-7.662777863,-6.388961486,-20,28143050,"Chicken chow mein with rice, reduced fat and sodium (diet frozen meal)",3402,Fried rice and lo/chow mein,4,Other,3
2.391511302,1.050821625,2.454447442,-20,4.306494572,-20,-20,-1.203972804,-0.356674944,-4.509860006,-7.182192125,-4.199705078,-2.44184716,-2.419118909,-2.312635429,-7.641724454,-9.826526511,-10.95904035,-12.71689827,-20,-20,-8.468403027,-20,-20,-20,-12.71689827,-20,-9.07931211,-9.39666995,-5.412382323,-8.633727008,-10.55741402,-16.11809565,-3.952845,-14.73180129,-10.68001634,-12.4292162,-20,-20,-3.729701449,-0.466808738,-5.298317367,-6.214608098,-6.907755279,-6.214608098,-4.828313737,-3.772261063,-0.877070019,-1.838851077,-0.032523192,-0.262664309,-2.900422094,-4.074541935,-5.11599581,-2.995732274,-20,-4.710530702,-5.80914299,-20,-5.80914299,0.034401427,-0.142716302,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,28143080,Chicken with noodles and cheese sauce (diet frozen meal),3004,Poultry mixed dishes,4,Meat,3
2.014903021,1.16315081,2.39059597,-20,4.346399457,-20,-20,0.797507196,0,-4.605170186,-6.878196477,-4.268697949,-2.63108916,-1.698269126,-1.197328262,-7.047017346,-8.8596835,-11.37316352,-11.51292546,-9.433483923,-13.81551056,-8.07893826,-16.11809565,-20,-7.020923977,-10.23199162,-4.779523573,-9.210340372,-8.947976108,-5.976772998,-8.92516143,-10.59663473,-16.62892127,-3.81217767,-12.94004182,-11.10746036,-11.51292546,-20,-20,-3.9633163,-0.223143551,-20,-20,-20,-20,-4.828313737,-3.9633163,-0.603306477,-1.62455155,0.034401427,-0.341082849,-3.146555163,-3.575550769,-4.605170186,-2.128631786,-20,-4.199705078,-6.214608098,-20,-5.11599581,0.166361537,-0.203340924,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-8.740336743,-8.016417904,-10.41431318,-20,-6.239925906,-20,-20,-20,-20,-6.003537128,-20,-20,-20,-20,-8.740336743,-6.070507754,-20,28143110,Chicken cacciatore with noodles (diet frozen meal),3004,Poultry mixed dishes,4,Meat,3
1.958685341,0.732367894,2.592265168,-2.302585093,4.337682821,-20,-20,1.261297871,0,-4.422848629,-7.013115795,-4.268697949,-2.882403588,-1.883874758,-1.386294361,-7.435388021,-9.349602439,-11.33060391,-12.71689827,-9.293721981,-12.71689827,-7.775255847,-20,-20,-6.370093001,-10.15194891,-4.767689115,-9.190537745,-9.338173743,-6.252309966,-9.152071464,-10.55741402,-17.03438638,-3.877621579,-12.75079982,-10.87107158,-11.86960041,-20,-20,-4.199705078,-0.74865989,-20,-20,-20,-20,-5.298317367,-4.509860006,-1.067113622,-2.292634762,-0.772190388,-0.603306477,-3.079113882,-3.912023005,-4.96184513,-2.813410717,-20,-4.96184513,-6.214608098,-20,-5.521460918,-0.62735944,-0.450985623,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-8.016417904,-8.180720955,-10.41431318,-11.51292546,-6.175387385,-20,-20,-20,-20,-5.90345367,-20,-20,-20,-20,-8.016417904,-6.032286542,-20,28143130,Chicken and vegetable entree with noodles (frozen meal),3004,Poultry mixed dishes,4,Meat,3
2.016235466,0.688134639,2.206074193,-20,4.388753955,-20,-20,0.641853886,0.405465108,-3.912023005,-7.013115795,-4.199705078,-2.688247574,-1.737271284,-1.500583508,-7.27881896,-9.210340372,-11.57480087,-12.20607265,-7.39388829,-8.589763884,-7.957577403,-20,-11.51292546,-7.41193636,-8.016417904,-4.509860006,-9.315700888,-9.230543079,-6.177312314,-9.028018815,-10.51967369,-16.81124283,-3.73387682,-11.51292546,-11.51292546,-10.98229721,-20,-20,-4.074541935,-0.574475651,-4.828313737,-5.521460918,-6.907755279,-5.521460918,-4.509860006,-3.575550769,-0.996958635,-2.120263536,-0.634878272,-0.865122445,-3.324236341,-3.816712826,-4.828313737,-2.645075402,-20,-4.605170186,-6.214608098,-20,-5.521460918,-0.479650006,-0.68121861,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-9.721165996,-7.957577403,-9.315700888,-20,-6.239925906,-20,-20,-20,-20,-6.011667254,-20,-20,-20,-20,-9.721165996,-6.036461913,-20,28143150,Chicken and vegetable entree with noodles (diet frozen meal),3004,Poultry mixed dishes,4,Meat,3
2.207174908,1.483874689,2.575661013,-20,4.27722152,-20,-20,-0.020202707,0,-3.324236341,-7.29341776,-4.074541935,-2.419118909,-2.225624052,-0.913793852,-7.323270723,-9.525051117,-11.14828235,-10.9251388,-8.013392183,-9.036387065,-8.145629635,-16.11809565,-12.02375109,-20,-8.804875264,-6.812445099,-9.721165996,-9.581404053,-6.137184201,-9.115030192,-11.51292546,-15.93577409,-3.503230107,-12.50717774,-13.12236338,-11.61828598,-20,-20,-3.442019376,0.528272537,-2.733368009,-3.324236341,-4.017383521,-3.123565645,-2.937463365,-1.731605546,-0.086647807,-1.072944542,0.184818437,-0.267879445,-2.995732274,-4.135166557,-5.11599581,-2.189256408,-20,-4.135166557,-6.214608098,-20,-5.521460918,0.303063174,-0.153151179,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-8.740336743,-9.721165996,-8.568486486,-10.41431318,-20,-6.897804948,-20,-20,-20,-20,-6.536191723,-20,-20,-20,-20,-8.421883012,-6.70074111,-20,28143170,Chicken in cream sauce with noodles and vegetable (frozen meal),3004,Poultry mixed dishes,4,Meat,3
2.929592471,0.896088025,1.506297154,-2.302585093,4.301494224,-20,-20,-0.820980552,-0.105360516,-3.9633163,-7.143477613,-3.772261063,-1.924148657,-1.48722028,-2.396895772,-7.323270723,-9.883684925,-11.00010184,-12.02375109,-9.625855816,-20,-8.622553707,-16.11809565,-20,-20,-9.105980357,-5.546778726,-9.349602439,-9.315700888,-4.788852668,-7.849363819,-11.61828598,-15.42494847,-2.90589157,-12.71689827,-20,-11.61828598,-20,-20,-2.995732274,-0.21815601,-4.342805922,-4.828313737,-5.298317367,-4.605170186,-4.135166557,-3.079113882,-0.699165253,-1.666008264,-0.373966441,-1.002393431,-3.540459449,-3.352407217,-4.422848629,-2.385966702,-20,-4.017383521,-5.11599581,-20,-5.11599581,-0.211956362,-0.725670372,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-10.81977828,-20,-9.903487553,-11.51292546,-8.334871635,-20,-20,-20,-20,-8.047189562,-20,-20,-20,-20,-10.81977828,-8.111728083,-20,28143180,Chicken in butter sauce with potatoes and vegetable (diet frozen meal),3004,Poultry mixed dishes,4,Meat,3
2.07819076,1.720979287,2.296567021,-2.302585093,4.317354771,-20,-20,0.009950331,0.182321557,-3.816712826,-7.11847631,-4.135166557,-2.47693848,-1.851509474,-1.046969056,-7.561681746,-9.883684925,-11.7236465,-9.986869161,-6.699116414,-7.690827167,-7.369790739,-16.11809565,-10.34977466,-20,-8.412833176,-4.011843341,-9.433483923,-9.610817939,-5.621557534,-8.403864506,-10.28915003,-16.3412392,-3.830443018,-10.84509609,-11.04292184,-10.87107158,-20,-20,-3.442019376,1.153731588,-1.7837913,-2.282782466,-2.813410717,-2.032557956,-1.951928221,-0.78745786,0.343589704,-0.471604911,0.337186267,-1.197328262,-2.551046452,-4.422848629,-5.521460918,-2.18036746,-20,-4.710530702,-6.214608098,-20,-6.214608098,0.446607051,-0.891598119,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-9.903487553,-9.903487553,-8.947976108,-20,-8.679712121,-20,-20,-20,-20,-7.824046011,-20,-20,-20,-20,-9.903487553,-7.957577403,-20,28143190,"Chicken in mushroom sauce, white and wild rice, vegetable (frozen meal)",3004,Poultry mixed dishes,4,Meat,3
1.905088155,-0.139262067,2.892037037,-20,4.294151248,-20,-20,0.39877612,0,-4.135166557,-7.11847631,-4.268697949,-2.70306266,-2.040220829,-1.044124103,-7.751725349,-9.230543079,-11.7236465,-13.12236338,-9.293721981,-20,-9.315700888,-20,-12.71689827,-20,-9.044825933,-5.776353167,-9.790158867,-9.511445465,-5.71050502,-8.785072637,-10.9251388,-16.62892127,-4.116590171,-12.4292162,-11.61828598,-11.73606902,-20,-20,-4.135166557,-1.331806176,-5.80914299,-6.214608098,-6.907755279,-5.80914299,-5.298317367,-4.268697949,-1.771956842,-2.847312268,-1.482805262,-1.877317358,-4.017383521,-4.509860006,-5.521460918,-3.575550769,-20,-5.11599581,-6.214608098,-20,-6.214608098,-1.328025453,-1.619488248,-11.51292546,-11.51292546,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-9.903487553,-20,-9.903487553,-11.51292546,-8.334871635,-20,-20,-20,-20,-7.902007552,-20,-20,-20,-20,-9.903487553,-8.111728083,-10.81977828,28143200,"Chicken in soy-based sauce, rice and vegetables (frozen meal)",3404,Stir-fry and soy-based sauce mixtures,4,Other,3
2.428336298,0.779324877,2.785628336,-20,4.241614481,-20,-20,1.568615918,-0.916290732,-4.074541935,-7.561681746,-4.074541935,-2.525728644,-2.128631786,-1.21402314,-7.338538195,-9.641123288,-11.44526682,-12.4292162,-7.995427628,-8.804875264,-7.799353398,-20,-11.86960041,-20,-9.986869161,-5.683979847,-10.319003,-9.688376173,-5.815496464,-8.727914223,-11.86960041,-16.3412392,-3.540459449,-12.82225878,-20,-11.86960041,-20,-20,-3.611918413,-0.625488532,-5.80914299,-6.214608098,-6.907755279,-5.80914299,-5.11599581,-3.9633163,-1.002393431,-2.111964733,-0.2269006,-0.91130319,-4.074541935,-3.729701449,-4.605170186,-2.748872196,-20,-4.509860006,-5.80914299,-20,-4.96184513,-0.126697653,-0.721546655,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-6.645391015,-8.517193191,-20,-20,-20,-11.51292546,-20,-9.028018815,-20,-20,-20,-20,-6.419175264,-20,-20,-20,-6.502290171,-20,-8.947976108,-20,28143210,Chicken in orange sauce with almond rice (diet frozen meal),3404,Stir-fry and soy-based sauce mixtures,4,Other,3
1.954445052,0.457424847,2.832036181,-20,4.298509147,-20,-20,1.86872051,0.09531018,-4.342805922,-7.29341776,-4.135166557,-2.659260037,-1.937941979,-1.910543005,-7.775255847,-9.864266839,-11.88398915,-13.12236338,-8.845697258,-9.77245929,-8.679712121,-20,-10.44821473,-7.819058469,-8.71564413,-6.571283042,-9.641123288,-10.05431044,-5.748361518,-8.709565084,-11.04292184,-16.62892127,-4.022954566,-14.03865411,-11.51292546,-12.02375109,-20,-20,-4.135166557,-0.750776293,-5.298317367,-5.80914299,-6.907755279,-5.80914299,-5.298317367,-3.649658741,-1.207311706,-2.145581344,-0.711311151,-1.258781041,-4.017383521,-4.509860006,-5.521460918,-3.270169119,-20,-4.828313737,-6.214608098,-20,-6.214608098,-0.610645959,-1.105636904,-20,-20,-20,-7.849363819,-20,-20,-20,-20,-20,-8.421883012,-10.81977828,-6.785537646,-20,-20,-20,-20,-20,-11.51292546,-20,-20,-20,-20,-20,-20,-8.568486486,-20,-20,-20,-20,-6.234810806,-7.849363819,-6.592944539,-6.592944539,-11.51292546,-20,-8.568486486,-20,28143220,"Chicken in barbecue sauce, with rice, vegetable and dessert, reduced fat and sodium (diet frozen meal)",3004,Poultry mixed dishes,4,Meat,3
2.164471791,1.652497402,2.358965426,-20,4.318021305,-20,-20,0.444685821,0,-2.882403588,-7.469874197,-4.017383521,-2.353878387,-2.137070655,-2.975929646,-7.106206218,-9.625855816,-11.21282087,-10.44821473,-9.019720012,-12.4292162,-7.641724454,-16.11809565,-20,-20,-8.403864506,-4.853631545,-10.15194891,-9.200390041,-6.519097289,-9.200390041,-11.41761529,-15.78162341,-3.523365016,-10.9363121,-20,-11.41761529,-20,-20,-3.411247718,0.778866056,-2.488914671,-2.918771232,-3.324236341,-2.780620894,-2.673648774,-1.394326533,0.136277618,-0.834710745,0.342880233,-0.287682072,-2.748872196,-3.772261063,-4.828313737,-2.024953356,-20,-4.268697949,-6.214608098,-20,-5.521460918,0.454889991,-0.142716302,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-9.210340372,-8.622553707,-20,-7.849363819,-20,-20,-20,-20,-7.308232846,-20,-20,-20,-20,-20,-7.308232846,-20,28144100,Chicken and vegetable entree with noodles and cream sauce (frozen meal),3004,Poultry mixed dishes,4,Meat,3
1.941615225,1.358409158,2.79239135,-20,4.264930863,-20,-20,1.572773928,0.262364264,-3.611918413,-7.143477613,-4.017383521,-2.244316185,-1.46967597,-1.120857898,-7.641724454,-9.790158867,-11.7486478,-10.28915003,-8.995228992,-20,-8.334871635,-16.11809565,-20,-20,-8.025550387,-7.13089883,-8.888256873,-8.28608147,-5.790321236,-8.639360825,-10.63745673,-14.92417318,-4.068676815,-11.37316352,-11.86960041,-11.04292184,-20,-20,-4.268697949,-0.131248287,-20,-20,-20,-4.96184513,-4.605170186,-2.995732274,-0.558616288,-1.439695138,0.165514438,-0.035627178,-2.282782466,-3.912023005,-20,-2.900422094,-20,-20,-20,-20,-20,0.21107097,0.083421608,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-9.210340372,-9.721165996,-6.502290171,-8.047189562,-10.81977828,-5.011635794,-20,-20,-20,-20,-4.749040556,-20,-20,-20,-20,-8.740336743,-4.767689115,-20,28145000,"Turkey dinner, NFS (frozen meal)",3004,Poultry mixed dishes,4,Meat,3
1.950186706,0.587786665,2.889260029,-20,4.279717016,-20,-20,2.280339484,0.336472237,-3.194183212,-6.830794238,-4.135166557,-2.577021939,-1.509592577,-2.009915479,-7.156216638,-9.326874188,-11.66374835,-13.81551056,-7.19144533,-8.322449115,-8.111728083,-20,-8.866750668,-8.262550973,-8.037858235,-5.449140256,-9.282911065,-9.315700888,-6.326098474,-8.866750668,-10.98229721,-16.47477059,-3.79869432,-12.04055821,-12.20607265,-11.33060391,-20,-20,-4.268697949,-0.638658995,-4.96184513,-5.521460918,-5.80914299,-5.298317367,-4.605170186,-3.688879454,-1.148853505,-1.890475442,-0.916290732,-0.780886095,-3.352407217,-3.244193633,-4.96184513,-3.015934981,-20,-4.828313737,-20,-5.521460918,-5.298317367,-0.774357236,-0.605136303,-20,-20,-20,-20,-20,-20,-20,-20,-20,-10.1266311,-20,-11.51292546,-20,-20,-20,-20,-20,-20,-20,-9.433483923,-8.804875264,-7.824046011,-9.903487553,-11.51292546,-6.133028111,-20,-20,-20,-20,-5.839602198,-20,-9.903487553,-9.903487553,-20,-8.377431249,-5.940771433,-20,28145100,"Turkey with dressing, gravy, vegetable and fruit (diet frozen meal)",3004,Poultry mixed dishes,4,Meat,3
2.246014742,0.412109651,2.355177543,-20,4.349503443,-20,-20,1.244154594,0.336472237,-3.729701449,-6.980325972,-4.074541935,-2.44184716,-1.537117251,-1.709258248,-7.338538195,-9.471705136,-11.49312284,-20,-6.755034192,-7.61906643,-7.929406527,-16.11809565,-10.55741402,-7.073809863,-8.622553707,-6.165817934,-10.10193849,-9.372859301,-5.943055408,-8.568486486,-11.41761529,-15.93577409,-3.776618368,-11.7236465,-13.12236338,-11.61828598,-20,-20,-3.772261063,-0.84397007,-5.80914299,-6.907755279,-6.907755279,-6.907755279,-5.80914299,-4.199705078,-1.339410775,-2.128631786,-0.605136303,-1.305636458,-3.611918413,-4.509860006,-5.80914299,-3.194183212,-20,-4.96184513,-20,-20,-5.80914299,-0.515838166,-1.142564176,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-9.210340372,-9.721165996,-9.315700888,-9.433483923,-11.51292546,-7.452482454,-20,-20,-20,-20,-6.991136888,-20,-20,-20,-20,-8.740336743,-7.182192125,-20,28145110,"Turkey with vegetable, stuffing (diet frozen meal)",3004,Poultry mixed dishes,4,Meat,3
1.941615225,1.358409158,2.79239135,-20,4.264930863,-20,-20,1.572773928,0.262364264,-3.611918413,-7.143477613,-4.017383521,-2.244316185,-1.46967597,-1.120857898,-7.641724454,-9.790158867,-11.7486478,-10.28915003,-8.995228992,-20,-8.334871635,-16.11809565,-20,-20,-8.025550387,-7.13089883,-8.888256873,-8.28608147,-5.790321236,-8.639360825,-10.63745673,-14.92417318,-4.068676815,-11.37316352,-11.86960041,-11.04292184,-20,-20,-4.268697949,-0.131248287,-20,-20,-20,-4.96184513,-4.605170186,-2.995732274,-0.558616288,-1.439695138,0.165514438,-0.035627178,-2.282782466,-3.912023005,-20,-2.900422094,-20,-20,-20,-20,-20,0.21107097,0.083421608,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-9.210340372,-9.721165996,-6.502290171,-8.047189562,-10.81977828,-5.011635794,-20,-20,-20,-20,-4.749040556,-20,-20,-20,-20,-8.740336743,-4.767689115,-20,28145210,"Turkey with gravy, dressing, potatoes, vegetable (frozen meal)",3004,Poultry mixed dishes,4,Meat,3
1.89761986,1.141033005,2.504709277,-20,4.340813939,-20,-20,1.885553349,0.405465108,-4.135166557,-7.402051601,-4.268697949,-2.673648774,-1.903808973,-1.217395825,-7.435388021,-9.755067547,-11.58549616,-10.63745673,-9.361163262,-12.71689827,-8.145629635,-16.11809565,-13.81551056,-20,-7.862267224,-5.521460918,-9.421061403,-9.610817939,-6.265375215,-8.811564252,-11.17645323,-16.11809565,-3.821268642,-11.99096127,-13.81551056,-11.2505612,-20,-20,-4.268697949,0.044973366,-3.442019376,-3.863232841,-4.268697949,-3.688879454,-3.575550769,-2.465104022,-0.671385689,-1.26940061,0.050693114,-0.505838082,-3.036554268,-3.575550769,-5.298317367,-3.611918413,-20,-5.11599581,-20,-6.214608098,-5.298317367,0.085259844,-0.359536176,-20,-20,-20,-8.468403027,-20,-20,-20,-20,-20,-9.028018815,-11.51292546,-7.418580903,-20,-20,-20,-20,-20,-20,-20,-20,-20,-9.903487553,-9.115030192,-20,-7.662777863,-20,-20,-20,-20,-6.45667966,-8.468403027,-7.222466024,-7.222466024,-20,-20,-7.369790739,-20,28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert (frozen meal, large meat portion)",3004,Poultry mixed dishes,4,Meat,3
2.039920784,1.781709133,2.533696814,-1.609437912,4.277499105,-20,-20,0.732367894,-0.105360516,-3.036554268,-6.948577274,-4.199705078,-2.488914671,-1.931021537,-1.177655496,-7.13089883,-9.471705136,-11.13448903,-10.7244681,-9.737973114,-20,-7.98656494,-15.42494847,-20,-20,-9.755067547,-6.907755279,-9.053336623,-8.940313235,-6.402143222,-9.152071464,-10.48330605,-15.85573139,-3.984593698,-11.82763621,-10.87107158,-11.61828598,-20,-20,-3.772261063,0.655964389,-3.688879454,-3.912023005,-4.017383521,-3.863232841,-3.575550769,-2.103734234,0.19309663,-0.903868212,0.690142672,0.112435429,-2.47693848,-4.017383521,-5.80914299,-1.406497068,-20,-3.270169119,-20,-6.214608098,-6.214608098,0.835080676,0.21511138,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-7.542633551,-8.517193191,-20,-10.1266311,-20,-9.567015316,-20,-20,-20,-20,-7.082108666,-20,-20,-20,-20,-7.222466024,-9.115030192,-20,28145710,Turkey tetrazzini (frozen meal),3004,Poultry mixed dishes,4,Meat,3
