"","Protein","Total.Fat","Carbohydrate","Alcohol","Water","Caffeine","Theobromine","Sugars..total","Fiber..total.dietary","Calcium","Iron","Magnesium","Phosphorus","Potassium","Sodium","Zinc","Copper","Selenium","Retinol","Carotene..beta","Carotene..alpha","Vitamin.E..alpha.tocopherol.","Vitamin.D..D2...D3.","Cryptoxanthin..beta","Lycopene","Lutein...zeaxanthin","Vitamin.C","Thiamin","Riboflavin","Niacin","Vitamin.B.6","Folate..total","Vitamin.B.12","Choline..total","Vitamin.K..phylloquinone.","Folic.acid","Folate..food","Vitamin.E..added","Vitamin.B.12..added","Cholesterol","Fatty.acids..total.saturated","X4.00","X6.00","X8.00","X10.00","X12.00","X14.00","X16.00","X18.00","X18.01","X18.02","X18.03","X20.04","X22.6.n.3","X16.01","X18.04","X20.01","X20.5.n.3","X22.01","X22.5.n.3","Fatty.acids..total.monounsaturated","Fatty.acids..total.polyunsaturated","min_FPro","max_p","class","Food code"
"473",31.6999999999998,2.06115362243856e-09,3.50000000000001,2.06115362243856e-09,60.2000000000003,2.06115362243856e-09,2.06115362243856e-09,1.48,1.8,0.961,0.000310000000000001,0.0329999999999999,0.656,0.106,0.743,0.00391999999999998,3.40000000000004e-05,1.88999999999996e-05,0.000124,4.09999999999986e-05,2.06115362243856e-09,0.00014,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.99999999999997e-05,0.000300000000000001,0.00012,8.00000000000001e-05,1.00000000000003e-05,9.20000000000023e-07,0.0154000000000001,1.60000000000006e-06,2.06115362243856e-09,1.00000000000003e-05,2.06115362243856e-09,2.06115362243856e-09,0.0180000000000001,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.542083333333333,"p3",2,14107060
"474",23.41,30.0399999999999,1.12,2.06115362243856e-09,41.7699999999998,2.06115362243856e-09,2.06115362243856e-09,1.12,2.06115362243856e-09,0.717,0.00041,0.0269999999999999,0.468,0.133999999999999,0.628,0.00281000000000001,3.10000000000009e-05,1.45000000000007e-05,0.000297000000000001,1.30000000000005e-05,2.06115362243856e-09,0.000259999999999999,5.99999999999979e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.30000000000005e-05,0.000320000000000001,0.000103,5.59999999999997e-05,1.19999999999997e-05,1.47000000000004e-06,0.0154000000000001,2.50000000000005e-06,2.06115362243856e-09,1.19999999999997e-05,2.06115362243856e-09,2.06115362243856e-09,0.0960000000000001,19.113,1.042,0.243,0.274999999999999,0.586,0.366999999999999,3.07200000000001,9.21800000000003,3.56899999999999,7.338,0.431,0.23,2.06115362243856e-09,2.06115362243856e-09,0.973,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,8.71099999999996,0.661,0.500555555555555,"p3",2,14107200
"475",24.7,17.6000000000001,3.50000000000001,2.06115362243856e-09,50.4999999999998,2.06115362243856e-09,2.06115362243856e-09,3.50000000000001,2.06115362243856e-09,0.529,0.00041,0.0269999999999999,0.468,0.133999999999999,0.6,0.00281000000000001,3.10000000000009e-05,1.45000000000007e-05,0.000174000000000001,8.0000000000003e-06,2.06115362243856e-09,0.00015,3.00000000000003e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.00000000000003e-05,0.00036,1e-04,6.00000000000002e-05,1.19999999999997e-05,1.47000000000004e-06,0.0154000000000001,1.50000000000002e-06,2.06115362243856e-09,1.19999999999997e-05,2.06115362243856e-09,2.06115362243856e-09,0.0630000000000003,10.95,0.571,0.336999999999998,0.197,0.442,0.494,1.769,4.622,2.136,4.42100000000002,0.397,0.256999999999999,2.06115362243856e-09,2.06115362243856e-09,0.394,2.06115362243856e-09,0.265000000000001,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,5.08999999999999,0.65,0.505555555555556,"p3",2,14107250
"476",38.4599999999999,28.61,4.06,2.06115362243856e-09,20.8400000000001,2.06115362243856e-09,2.06115362243856e-09,0.9,2.06115362243856e-09,1.109,0.000900000000000003,0.0380000000000001,0.729,0.124999999999999,1.529,0.00386999999999999,0.000238,1.76999999999998e-05,0.000223000000000001,7.29999999865594e-05,2.06115362243856e-09,0.000259999999999999,5.0000000000001e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.9e-05,0.000486,0.000114,4.89999999999999e-05,1.00000000000003e-05,2.25999999999995e-06,0.0141000000000001,1.89999999999996e-06,2.06115362243856e-09,1.00000000000003e-05,2.06115362243856e-09,2.06115362243856e-09,0.0880000000000001,17.3010000000001,1.51,0.565,0.052,0.518,0.787,2.617,7.38799999999997,3.25100000000001,7.27299999999997,0.943,0.19,2.06115362243856e-09,2.06115362243856e-09,0.497,2.06115362243856e-09,0.177,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,8.375,1.173,0.54264417989418,"p3",2,14108010
"477",35.7500000000001,25.83,3.22000000000001,2.06115362243856e-09,29.1600000000001,2.06115362243856e-09,2.06115362243856e-09,0.8,2.06115362243856e-09,1.184,0.000819999999999996,0.0439999999999998,0.694,0.0919999999999997,1.602,0.00274999999999999,3.20000000000015e-05,2.25e-05,0.000201,6.5999999995898e-05,2.06115362243856e-09,0.00022,5.0000000000001e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,3.90000000000011e-05,0.000332000000000002,0.000271000000000001,9.10000000000003e-05,6.99999999999973e-06,1.20000000000002e-06,0.0154000000000001,1.70000000000001e-06,2.06115362243856e-09,6.99999999999973e-06,2.06115362243856e-09,2.06115362243856e-09,0.068,16.41,1.299,0.487,0.26,0.648,0.873,2.91100000000001,6.966,2.301,6.65600000000002,0.272,0.296999999999999,2.06115362243856e-09,2.06115362243856e-09,0.394,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,7.51500000000002,0.569,0.509166666666667,"p3",2,14108020
"479",40.0000000000001,5,40.0000000000001,2.06115362243856e-09,8.59999999999998,2.06115362243856e-09,2.06115362243856e-09,1.5,2.06115362243856e-09,0.8,0.00499999999999998,0.04,0.7,0.6,1.15,0.00299999999999999,1.99999999999997e-05,4.33000000000013e-05,3.90000000000011e-05,1.30000000000005e-05,2.06115362243856e-09,4.00000000000015e-05,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,4.99999999999999e-05,4.99999999999999e-05,0.000199999999999999,1e-04,2.49999999999994e-05,1.10000000000005e-06,0.0154000000000001,4.00000000000012e-07,2.06115362243856e-09,2.49999999999994e-05,2.06115362243856e-09,2.06115362243856e-09,0.0199999999999999,3.10999999999999,0.162,0.0960000000000001,0.0559999999999999,0.126,0.14,0.502,1.303,0.606,1.256,0.113,0.0729999999999997,2.06115362243856e-09,2.06115362243856e-09,0.112,2.06115362243856e-09,0.0759999999999997,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.446,0.185999999999999,0.520868055555556,"p3",2,14108060
"480",23.7800000000001,28.2000000000001,0.57,2.06115362243856e-09,45.4500000000001,2.06115362243856e-09,2.06115362243856e-09,0.57,2.06115362243856e-09,0.65,0.000429999999999998,0.024,0.360000000000001,0.136000000000001,0.534,0.0026,2.19999999999991e-05,1.45000000000007e-05,0.000313,2.9e-05,2.06115362243856e-09,0.000240000000000001,5.0000000000001e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.40000000000002e-05,0.000240000000000001,6.00000000000002e-05,5.30000000000001e-05,1.80000000000002e-05,1.50000000000002e-06,0.0154000000000001,2.39999999999994e-06,2.06115362243856e-09,1.80000000000002e-05,2.06115362243856e-09,2.06115362243856e-09,0.123,16.691,1.027,0.556,0.336000000000001,0.681,0.768,2.72400000000001,6.63799999999998,3.35000000000002,8.05099999999997,0.378,0.351,2.06115362243856e-09,2.06115362243856e-09,0.833,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,9.33800000000004,0.729,0.517361111111111,"p3",2,14108200
"481",25.5800000000001,26.6200000000001,2.14,2.06115362243856e-09,40.9500000000001,2.06115362243856e-09,2.06115362243856e-09,0.56,2.06115362243856e-09,0.756,0.000520000000000001,0.0280000000000001,0.496,0.138,0.876,0.00323,2.59999999999998e-05,1.45000000000007e-05,0.00023,6.79999999999999e-05,2.06115362243856e-09,0.00023,5.0000000000001e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.90000000000006e-05,0.000321,0.000156,7.30000000000003e-05,1.00000000000003e-05,1.46000000000004e-06,0.0154000000000001,2.20000000000001e-06,2.06115362243856e-09,1.00000000000003e-05,2.06115362243856e-09,2.06115362243856e-09,0.0689999999999999,17.0779999999999,0.981,0.37,0.256000000000001,0.482,0.355,2.74799999999999,8.15899999999997,3.06300000000001,6.164,0.494,0.274999999999999,2.06115362243856e-09,2.06115362243856e-09,0.878,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,7.39299999999998,0.769,0.5,"p3",2,14108400
"482",26.9300000000001,27.8,5.37999999999998,2.06115362243856e-09,37.12,2.06115362243856e-09,2.06115362243856e-09,1.32,2.06115362243856e-09,0.791,0.000199999999999999,0.0380000000000001,0.567,0.0770000000000002,0.187000000023852,0.00436000000000002,4.30000000000005e-05,1.82000000000004e-05,0.000214000000000001,6.99999999999996e-05,2.06115362243856e-09,0.000380000000000001,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,6.30000000000001e-05,0.000296000000000001,9.20000000000004e-05,8.29999999999996e-05,6.00000000000012e-06,3.33999999999989e-06,0.0154999999999999,2.50000000000005e-06,2.06115362243856e-09,6.00000000000012e-06,2.06115362243856e-09,2.06115362243856e-09,0.0919999999999997,17.7789999999999,1.102,0.488,0.289000000000001,0.625,0.521,3.06199999999999,7.79000000000002,3.24799999999999,6.01699999999997,0.62,0.352,2.06115362243856e-09,2.06115362243856e-09,0.879,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,7.27400000000002,0.972,0.520759259259259,"p3",2,14109010
"483",28.4,27.3999999999999,3.40000000000002,2.06115362243856e-09,37.7999999999999,2.06115362243856e-09,2.06115362243856e-09,1.31,2.06115362243856e-09,0.961,0.00017,0.0359999999999999,0.605,0.111,0.014,0.00389999999999999,3.20000000000015e-05,1.25000000000002e-05,0.000211,6.90000000000004e-05,2.06115362243856e-09,0.000370000000000001,5.0000000000001e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.99999999999997e-05,0.000370000000000001,8.99999999999999e-05,8.00000000000001e-05,6.00000000000012e-06,1.68000000000001e-06,0.0154000000000001,2.39999999999994e-06,2.06115362243856e-09,6.00000000000012e-06,2.06115362243856e-09,2.06115362243856e-09,0.0919999999999997,17.744,1.098,0.489,0.289000000000001,0.619,0.519,3.054,7.77399999999999,3.24400000000001,6.00799999999998,0.619,0.349,2.06115362243856e-09,2.06115362243856e-09,0.878,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,7.25600000000003,0.968,0.500659722222222,"p3",2,14109020
"484",28.4,5.1,3.40000000000002,2.06115362243856e-09,59.5999999999997,2.06115362243856e-09,2.06115362243856e-09,1.33,2.06115362243856e-09,0.961,0.00017,0.0359999999999999,0.605,0.111,0.199000000051271,0.00389999999999999,2.70000000000012e-05,1.27000000000004e-05,3.90000000000011e-05,1.30000000000005e-05,2.06115362243856e-09,6.99999999999996e-05,1.00000000000002e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.99999999999997e-05,0.00036,8.99999999999999e-05,8.00000000000001e-05,6.00000000000012e-06,1.68000000000001e-06,0.0154000000000001,5.0000000000001e-07,2.06115362243856e-09,6.00000000000012e-06,2.06115362243856e-09,2.06115362243856e-09,0.0350000000000001,3.30399999999999,0.204,0.0909999999999997,0.0540000000000001,0.115,0.0970000000000004,0.569,1.447,0.604,1.119,0.115,0.065,2.06115362243856e-09,2.06115362243856e-09,0.164,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.351,0.179999999999999,0.532833333333333,"p3",2,14109030
"485",24.35,32.6200000000001,1.91,2.06115362243856e-09,38.9799999999998,2.06115362243856e-09,2.06115362243856e-09,0.49,2.06115362243856e-09,0.703,0.000720000000000002,0.0269999999999999,0.484,0.112,0.0210000000000001,0.00309000000000001,3.59999999999987e-05,1.45000000000007e-05,0.000257000000000001,8.4e-05,2.06115362243856e-09,0.000280000000000001,5.99999999999979e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.0999999999999e-05,0.000375000000000001,8.59999999999997e-05,7.60000000000002e-05,1.80000000000002e-05,8.29999999999974e-07,0.0154000000000001,2.69999999999997e-06,2.06115362243856e-09,1.80000000000002e-05,2.06115362243856e-09,2.06115362243856e-09,0.0999999999999996,20.768,1.079,0.546,0.288,0.619,0.558,3.43499999999999,10.111,4.13300000000002,8.15299999999997,0.595,0.376,2.06115362243856e-09,2.06115362243856e-09,1.036,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,9.18900000000002,0.972,0.501388888888889,"p3",2,14110010
"487",23.54,28.51,1.75,2.06115362243856e-09,42.4799999999999,2.06115362243856e-09,2.06115362243856e-09,1.23,2.06115362243856e-09,0.659,0.000589999999999999,0.0249999999999999,0.438,0.085,0.607,0.00301000000000001,2.49999999999994e-05,1.49999999999995e-05,0.00017,5.59999999999997e-05,2.06115362243856e-09,0.00025,5.0000000000001e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.30000000000005e-05,0.000317999999999999,0.000114,6.10000000000002e-05,1.30000000000005e-05,1.23000000000006e-06,0.0156999999999999,2.50000000000005e-06,2.06115362243856e-09,1.30000000000005e-05,2.06115362243856e-09,2.06115362243856e-09,0.0949999999999996,17.0270000000001,0.922,0.417,0.270999999999999,0.568,0.527,3.02599999999999,7.92499999999997,3.372,7.01499999999997,0.532,0.332,2.06115362243856e-09,2.06115362243856e-09,0.857,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,7.87099999999997,0.864,0.5,"p3",2,14120010
"488",21.44,29.98,4.62999999999999,2.06115362243856e-09,38.0599999999999,2.06115362243856e-09,2.06115362243856e-09,4.62999999999999,2.06115362243856e-09,0.68,0.00047,0.0280000000000001,0.444,0.0870000000000003,1.131,0.00293999999999999,8.0000000000003e-06,1.45000000000007e-05,6.40000000000002e-05,3.99999999999993e-06,2.06115362243856e-09,0.000259999999999999,5.0000000000001e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.99999999999997e-05,0.000209000000000001,3.20000000000015e-05,4.69999999999998e-05,9.99999999999974e-07,1.37999999999995e-06,0.0154000000000001,2.50000000000005e-06,2.06115362243856e-09,9.99999999999974e-07,2.06115362243856e-09,2.06115362243856e-09,0.105,19.0330000000001,0.907,0.474,0.256000000000001,0.557,0.508,3.15299999999999,9.33999999999999,3.83800000000001,7.571,0.552,0.349,2.06115362243856e-09,2.06115362243856e-09,0.957,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,8.52800000000001,0.901,0.515694444444444,"p3",2,14131000
"489",22.6,28.26,2.87,2.06115362243856e-09,42.1600000000001,2.06115362243856e-09,2.06115362243856e-09,2.87,2.06115362243856e-09,0.661,0.000510000000000001,0.0259999999999999,0.443,0.086,0.655,0.00302,2.59999999999998e-05,1.45000000000007e-05,5.50000000000002e-05,3.99999999999993e-06,2.06115362243856e-09,0.000240000000000001,5.0000000000001e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.0999999999999e-05,0.000223000000000001,0.000181,5.30000000000001e-05,8.0000000000003e-06,9.99999999999974e-07,0.0154000000000001,2.39999999999994e-06,2.06115362243856e-09,8.0000000000003e-06,2.06115362243856e-09,2.06115362243856e-09,0.105,17.9389999999999,0.855,0.447,0.241,0.525,0.479,2.97199999999999,8.80400000000004,3.617,7.13600000000001,0.52,0.328999999999998,2.06115362243856e-09,2.06115362243856e-09,0.902,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,8.038,0.85,0.500754985754986,"p3",2,14131500
"491",18.0899999999999,23.8199999999999,2.97999999999999,2.06115362243856e-09,51.4199999999998,2.06115362243856e-09,2.06115362243856e-09,2.32,2.06115362243856e-09,0.566,0.000199999999999999,0.024,0.385,0.129000000000001,0.751,0.00258,3.29999999999998e-05,1.93000000000007e-05,0.000221,4.09999999999986e-05,2.06115362243856e-09,0.000370000000000001,2.69999999999997e-06,2.00000000000006e-06,2.06115362243856e-09,2.99999999999989e-06,2.06115362243856e-09,4.20000000000002e-05,0.000172999999999999,2.70000000000012e-05,7.60000000000002e-05,6.99999999999973e-06,1.68000000000001e-06,0.0125,9.99999999999974e-07,2.06115362243856e-09,6.99999999999973e-06,2.06115362243856e-09,2.06115362243856e-09,0.0689999999999999,12.9399999999999,0.486,0.387,0.243999999999999,0.569,0.651,2.127,5.64600000000001,2.405,5.29800000000001,0.887,0.108,0.0350000000000001,0.00299999999999999,0.408,0.00600000000000001,0.0380000000000001,0.00800000000000001,0.00299999999999999,0.015,5.96600000000002,1.106,0.537222222222222,"p3",2,14133000
"492",11.61,2.42,3.65999999999998,2.06115362243856e-09,81.1000000000002,2.06115362243856e-09,2.06115362243856e-09,3.67,2.06115362243856e-09,0.0909999999999997,0.00013,0.00700000000000003,0.149999999982882,0.0989999999999997,0.33,0.00041,3.00000000000006e-05,9.9000000000003e-06,2.49999999999994e-05,6.00000000000012e-06,2.06115362243856e-09,4.00000000000015e-05,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.0999999999999e-05,0.000198,0.000108,5.70000000000002e-05,1.00000000000003e-05,4.70000001053884e-07,0.0163,2.06115362243856e-09,2.06115362243856e-09,1.00000000000003e-05,2.06115362243856e-09,2.06115362243856e-09,0.01,1.235,0.0619999999999997,0.0180000000000001,0.0199999999999999,0.0460000000000001,0.04,0.199000000051271,0.561000000257746,0.218000000042084,0.460000000229538,0.0599999999999998,0.01,2.06115362243856e-09,2.06115362243856e-09,0.0300000000095995,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.489,0.0720000000000001,0.541037037037037,"p3",2,14200100
"493",11.12,4.30000000000001,3.38000000000001,2.06115362243856e-09,79.79,2.06115362243856e-09,2.06115362243856e-09,2.67,2.06115362243856e-09,0.0829999999999999,6.99999999999996e-05,0.00800000000000001,0.158999999999999,0.104,0.363999999999999,0.000400000000000001,2.9e-05,9.70000000000036e-06,3.59999999999987e-05,1.19999999999997e-05,2.06115362243856e-09,8.00000000000001e-05,1.00000000000002e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.70000000000012e-05,0.000163,9.90000000000005e-05,4.59999999999999e-05,1.19999999999997e-05,4.30000000000001e-07,0.0183999999999999,2.06115362243856e-09,2.06115362243856e-09,1.19999999999997e-05,2.06115362243856e-09,2.06115362243856e-09,0.017,1.718,0.109,0.0249999999999999,0.0229999999999999,0.0639999999999997,0.0699999999999999,0.263000000000001,0.778,0.344999999999999,0.714,0.105,0.017,2.06115362243856e-09,2.06115362243856e-09,0.0469999999999999,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.778,0.123,0.5125,"p3",2,14201010
"494",10.49,9.80000000000004,3.18000000000001,2.06115362243856e-09,75.1900000000004,2.06115362243856e-09,2.06115362243856e-09,2.52,2.06115362243856e-09,0.0779999999999996,6.99999999999996e-05,0.00800000000000001,0.15,0.0980000000000005,0.342999999999999,0.000380000000000001,2.70000000000012e-05,9.09999999999972e-06,8.20000000000001e-05,2.19999999999991e-05,2.06115362243856e-09,0.000240000000000001,1.00000000000002e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.49999999999994e-05,0.000154000000000001,9.29999999999999e-05,4.30000000000005e-05,1.1e-05,4.09999999999983e-07,0.0186,5.0000000000001e-07,2.06115362243856e-09,1.1e-05,2.06115362243856e-09,2.06115362243856e-09,0.031,5.19800000000001,0.289000000000001,0.133999999999999,0.086,0.205,0.227000000000001,0.826,2.245,1.022,2.119,0.228999999999999,0.0999999999999996,2.06115362243856e-09,2.06115362243856e-09,0.173,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.394,0.328999999999998,0.546666666666667,"p3",2,14201200
"495",11.32,10.44,4.09,2.06115362243856e-09,73.0600000000002,2.06115362243856e-09,2.06115362243856e-09,0.289999999999999,2.06115362243856e-09,0.239999999999999,0.00041,0.013,0.169999999999999,0.115,0.102,0.00125,2.79999999999992e-05,1.55999999999997e-05,0.000111,2.59999999999998e-05,2.06115362243856e-09,8.99999999999999e-05,1.99999999999995e-07,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.69999999999993e-05,0.00019,9.10000000000003e-05,3.20000000000015e-05,1.19999999999997e-05,3.20000000000013e-07,0.0169,9e-07,2.06115362243856e-09,1.19999999999997e-05,2.06115362243856e-09,2.06115362243856e-09,0.041,6.61099999999999,0.414,0.0789999999999996,0.0960000000000001,0.19,0.132,1.086,3.25000000000001,1.074,2.396,0.231999999999999,0.0909999999999997,2.06115362243856e-09,2.06115362243856e-09,0.404,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.97000000000001,0.322000000140949,0.514444444444445,"p3",2,14201500
"496",10.69,3.84999999999999,4.61000000000001,2.06115362243856e-09,79.6400000000004,2.06115362243856e-09,2.06115362243856e-09,2.38,0.2,0.0529999999999997,0.000159999999999999,0.00700000000000003,0.113,0.0900000000000002,0.344,0.000329999999999999,4.00000000000015e-05,7.70000000000027e-06,3.70000000000018e-05,1.40000000000002e-05,2.06115362243856e-09,4.00000000000015e-05,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.00140000000000001,3.29999999999998e-05,0.000142,0.00015,6.79999999999999e-05,1.1e-05,5.30000000000023e-07,0.0175,4.00000000000012e-07,2.06115362243856e-09,1.1e-05,2.06115362243856e-09,2.06115362243856e-09,0.013,2.311,0.123,0.0269999999999999,0.031,0.0699999999999999,0.0609999999999997,0.401,1.159,0.438,0.899,0.0880000000000001,0.0370000000000001,2.06115362243856e-09,2.06115362243856e-09,0.137,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.036,0.124,0.729722222222222,"p4",3,14202010
"497",10.9,4.19999999999999,3,2.06115362243856e-09,80.3000000000003,2.06115362243856e-09,2.06115362243856e-09,0.37,0.0999999999999996,0.0559999999999999,1e-04,0.00399999999999999,0.128,0.086,0.403,0.000290000000000001,2.79999999999992e-05,4.5e-06,4.09999999999986e-05,0.000142,2.06115362243856e-09,4.99999999999999e-05,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.59999999999999e-05,0.00399999999999999,1.00000000000003e-05,0.00013,1e-04,4.99999999999999e-05,1.69999999999993e-05,4.90000000000019e-07,0.0175,1.1e-05,2.06115362243856e-09,1.69999999999993e-05,2.06115362243856e-09,2.06115362243856e-09,0.014,2.646,0.130000000000001,0.0280000000000001,0.0370000000000001,0.0739999999999998,0.065,0.436,1.264,0.482,0.985,0.103,0.0370000000000001,2.06115362243856e-09,2.06115362243856e-09,0.148,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.189,0.14,0.790274691358025,"p4",3,14202020
"498",10.34,0.289999999999999,6.66000000000001,2.06115362243856e-09,81.01,2.06115362243856e-09,2.06115362243856e-09,1.85,2.06115362243856e-09,0.086,0.00015,0.011,0.19,0.137,0.371999999891744,0.00047,3.00000000000006e-05,9.40000000000015e-06,2.00000000000006e-06,2.06115362243856e-09,2.06115362243856e-09,1.00000000000003e-05,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.30000000000005e-05,0.000226,0.000144,1.59999999999999e-05,8.99999999999959e-06,4.59999999999986e-07,0.0179,2.06115362243856e-09,2.06115362243856e-09,8.99999999999959e-06,2.06115362243856e-09,2.06115362243856e-09,0.00700000000000003,0.169000000000001,0.00700000000000003,0.002,0.00499999999999998,0.00899999999999998,0.00600000000000001,0.0199999999999999,0.0699999999999999,0.0500000000000001,0.0670000000000001,0.00299999999999999,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.012,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.0789999999999996,0.00299999999999999,0.502083333333333,"p3",2,14203010
"499",10.24,0.289999999999999,6.59000000000003,2.06115362243856e-09,80.2000000000001,2.06115362243856e-09,2.06115362243856e-09,1.83,2.06115362243856e-09,0.085,0.00015,0.011,0.188,0.136000000000001,0.755,0.00047,3.00000000000006e-05,9.29999999999967e-06,2.00000000000006e-06,2.06115362243856e-09,2.06115362243856e-09,1.00000000000003e-05,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.30000000000005e-05,0.000224000000000001,0.000143,1.59999999999999e-05,8.99999999999959e-06,4.59999999999986e-07,0.0177000000000001,2.06115362243856e-09,2.06115362243856e-09,8.99999999999959e-06,2.06115362243856e-09,2.06115362243856e-09,0.00700000000000003,0.167,0.00700000000000003,0.002,0.00499999999999998,0.00899999999999998,0.00600000000000001,0.0199999999999999,0.0689999999999999,0.0500000000000001,0.0660000000000001,0.00299999999999999,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.012,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.0779999999999996,0.00299999999999999,0.502777777777778,"p3",2,14203020
