"","Protein","Total.Fat","Carbohydrate","Alcohol","Water","Caffeine","Theobromine","Sugars..total","Fiber..total.dietary","Calcium","Iron","Magnesium","Phosphorus","Potassium","Sodium","Zinc","Copper","Selenium","Retinol","Carotene..beta","Carotene..alpha","Vitamin.E..alpha.tocopherol.","Vitamin.D..D2...D3.","Cryptoxanthin..beta","Lycopene","Lutein...zeaxanthin","Vitamin.C","Thiamin","Riboflavin","Niacin","Vitamin.B.6","Folate..total","Vitamin.B.12","Choline..total","Vitamin.K..phylloquinone.","Folic.acid","Folate..food","Vitamin.E..added","Vitamin.B.12..added","Cholesterol","Fatty.acids..total.saturated","X4.00","X6.00","X8.00","X10.00","X12.00","X14.00","X16.00","X18.00","X18.01","X18.02","X18.03","X20.04","X22.6.n.3","X16.01","X18.04","X20.01","X20.5.n.3","X22.01","X22.5.n.3","Fatty.acids..total.monounsaturated","Fatty.acids..total.polyunsaturated","min_FPro","max_p","class","Food code"
"2985",5.95999999953954,17.2999999999999,47.52,2.06115362243856e-09,27.3900000000001,2.06115362243856e-09,2.06115362243856e-09,25.2399999999999,1.3,0.144999999936427,0.0019,0.0249999999999999,0.12899999995104,0.164999999999999,0.303999999999999,0.000639999999750756,0.000159,1.21999999999996e-05,3.29999999999998e-05,3.99999999999993e-06,2.99999999999989e-06,0.00152999999935402,4.9999999926211e-07,9.99999999999974e-07,2.06115362243856e-09,5.99999999845304e-05,0.00129999999999999,0.000199999999999999,0.000192,0.00158099999961234,0.000108,4.20000000000002e-05,1.40000000000001e-07,0.0341999999970444,1.30999999999996e-05,2.70000000000012e-05,1.69999999999993e-05,2.06115362243856e-09,2.06115362243856e-09,0.041000000011391,2.555,0.011,0.00800000000000001,0.00600000000000001,0.0129999999937678,0.013,0.0479999999999998,1.719,0.619000000184178,5.58800000000003,6.80599999999997,1.13,0.0189999999999999,0.00599999999852449,0.0510000000000001,2.06115362243856e-09,0.0579999999999999,2.06115362243856e-09,2.06115362243856e-09,0.000999999999999997,5.718,7.99199999999998,0.998611111111111,"p4",3,52405010
"2988",5.05000000000001,13.1399999999999,42.64,2.06115362243856e-09,37.3500000000001,2.06115362243856e-09,2.06115362243856e-09,22.8400000048464,0.9,0.134999999938401,0.00187,0.0149999999981989,0.107999999984655,0.15399999993355,0.289999999999999,0.000479999999999999,6.59999999999999e-05,1.26000000504862e-05,2.89999999413562e-05,2.70000000000012e-05,2.06115362243856e-09,0.00196,4.9999999926211e-07,9.99999999999974e-07,2.06115362243856e-09,0.000510000000125411,0.00299999999999999,0.000195999999999999,0.00022,0.001652,7.40000000000003e-05,4.10000000516586e-05,1.49999999999993e-07,0.0317000000000001,1.43000000000002e-05,2.70000000529185e-05,1.40000000000002e-05,2.06115362243856e-09,2.06115362243856e-09,0.0430000000000002,2.206,0.011,0.00800000000000001,0.00600000000000001,0.015,0.0129999999937678,0.0460000000000001,1.523,0.492000000240996,5.05600000000002,4.36900000000001,0.652,0.0189999999999999,0.00600000000000001,0.068,2.06115362243856e-09,0.0770000000000002,2.06115362243856e-09,2.06115362243856e-09,0.000999999999982137,5.168,5.05199999999998,0.998333333333333,"p4",3,52407000
"2989",6.43999999999999,8.65999999999997,51.0600000000001,2.06115362243856e-09,31.25,2.06115362243856e-09,2.06115362243856e-09,19.5400000000001,2.3,0.101999999969182,0.00264000000000001,0.0229999999999999,0.119,0.265000000000001,0.46,0.00056,0.000131,1.47000000614399e-05,7.50000000000003e-05,1.59999999999999e-05,2.06115362243856e-09,0.00038000000009266,1.99999999999995e-07,9.99999999999974e-07,2.06115362243856e-09,4.80000000000002e-05,0.000799999999999997,0.000282,0.000258000000011006,0.00220100000000001,7.39999999822478e-05,4.80000000027064e-05,1.00000000000002e-07,0.0297000000000001,1.60000000000006e-06,3.59999999999987e-05,1.19999999999997e-05,2.06115362243856e-09,2.06115362243856e-09,0.049,4.51600000000002,0.189000000000001,0.130999999999999,0.0770000000000002,0.175000000000001,0.2,0.656,2.174,0.751,2.11,0.539000000039422,0.0469999999999999,0.00899999999999998,0.002,0.106,2.06115362243856e-09,0.01,2.06115362243856e-09,2.06115362243856e-09,0.000999999999999997,2.153,0.61,0.994259259259259,"p4",3,52408000
"2992",3.48000000074339,14.77,53.6000000000002,2.06115362243856e-09,25.2699999999999,0.00299999999999999,0.0430000000000002,39.5299999999998,1,0.0699999999999999,0.00249,0.015,0.137,0.0980000000000005,0.313000000000001,0.000439999999999999,0.000114,5.9e-06,1.90000000000006e-05,2.06115362243856e-09,2.06115362243856e-09,0.00187,2.06115362243856e-09,9.99999999999974e-07,2.06115362243856e-09,3.70000000000018e-05,2.06115362243856e-09,6.59999999999999e-05,0.000176,0.000773000000291307,2.79999999999992e-05,2.19999999999991e-05,1.1e-07,0.022,9.19999999999982e-06,1.1e-05,1.00000000000003e-05,2.06115362243856e-09,2.06115362243856e-09,0.0430000000000002,3.48400000000001,0.013,0.011,0.01,0.013,0.014,0.0809999999999999,2.224,1.424,5.62600000000003,4.042,0.461,0.01,2.06115362243856e-09,0.039,2.06115362243856e-09,0.0339999999999998,2.06115362243856e-09,0.00399999999944899,2.06115362243856e-09,5.75100000000002,4.54200000000001,0.988055555555555,"p4",3,53100100
"2994",6.09999999890648,0.299999999999999,58.7,2.06115362243856e-09,32.9000000075234,2.06115362243856e-09,2.06115362243856e-09,30.5100000000001,0.2,0.0840000000000003,0.00023,0.00800000000000001,0.231999999999999,0.134999999938401,0.510999999886779,0.00012999999993613,6.79999999855954e-05,1.5299999993358e-05,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,1.00000000000003e-05,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,9.99999999999974e-07,2.06115362243856e-09,7.40000000000003e-05,0.000182,0.000154000000000001,4.99999999999987e-06,1.30000000065356e-05,2.99999999999987e-08,0.0012,1.00000000000002e-07,1.00000000497023e-05,3.99999999999993e-06,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.0430000000000002,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.0389999999942471,0.002,0.0249999999999999,0.117,0.00700000000000003,2.06115362243856e-09,2.06115362243856e-09,0.000999999999999997,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.0259999999999999,0.124,0.78375,"p4",3,53101100
"3000",2.58,17.5,52.5200000000002,2.06115362243856e-09,22.76,2.06115362243856e-09,2.06115362243856e-09,39.48,1.10000000021524,0.0279999999945941,0.000979999999999997,0.00899999999999998,0.0629999999742081,0.0809999999999999,0.243,0.000259999999999999,7.2e-05,6.80000000000009e-06,3.40000000000004e-05,2.0999999999999e-05,2.06115362243856e-09,0.00169999999986394,1.00000000000002e-07,2.00000000000006e-06,2.06115362243856e-09,4.30000000000005e-05,0.000300000000092422,0.000102,0.000121,0.000752000000000003,4.09999999999986e-05,2.19999999999991e-05,8.99999996954533e-08,0.0257999999999999,1.32000000000006e-05,1.30000000065356e-05,1.09999999468249e-05,2.06115362243856e-09,2.06115362243856e-09,0.0469999999999999,3.217,0.002,0.000999999999999997,0.000999999999999997,0.002,0.002,0.032,2.455,1.267,5.89900000000001,6.26000000000002,0.789,0.00800000000000001,0.00299999999999999,0.133999999999999,2.06115362243856e-09,0.0579999999999999,2.06115362243856e-09,2.06115362243856e-09,0.000999999999999997,6.10300000000001,7.094,0.980185185185185,"p4",3,53102200
"3004",3.45999999999999,17.51,53.0699999999998,2.06115362243856e-09,25.45,2.06115362243856e-09,2.06115362243856e-09,39.4300000000002,1.3,0.0289999999998742,0.00102,0.015,0.0669999999726085,0.124,0.264,0.000280000000000001,6.10000000000002e-05,8.20000003029134e-06,7.30000000000003e-05,2.79999999999992e-05,3.99999999999993e-06,0.00171,1.00000000095832e-07,9.99999999999974e-07,2.06115362243856e-09,4.49999999187279e-05,0.00120000000022582,0.000105,0.000156,0.000856000000000002,0.000113000000028469,2.70000000529185e-05,9.00000000000042e-08,0.0274000000000001,1.34000000000001e-05,1.30000000065356e-05,1.19999999999997e-05,2.06115362243856e-09,2.06115362243856e-09,0.0469999999999999,3.22500000000001,0.002,0.000999999999999997,0.000999999999999997,0.002,0.002,0.0229999999999999,2.463,0.666,5.90099999999999,6.26000000000002,0.791,0.013,0.00399999999944899,0.135,2.06115362243856e-09,0.0579999999999999,2.06115362243856e-09,2.06115362243856e-09,0.000999999999999997,6.10500000000001,7.09600000000001,0.986296296296296,"p4",3,53102700
"3005",2.4,12.5000000000001,38.0000000000002,2.06115362243856e-09,46.0999999999999,2.06115362243856e-09,0.00499999999999998,32.9399999999999,1.2,0.0479999999999998,0.0011,0.0189999999999999,0.105,0.166000000000001,0.224999999999999,0.000280000000000001,5.70000000000002e-05,3.39999999999986e-06,6.59999999999999e-05,0.000131,2.06115362243856e-09,0.000749999999999998,3.00000000000003e-07,2.06115362243856e-09,2.06115362243856e-09,3.29999999999998e-05,0.0136,3.00000000000006e-05,0.00019,0.000699999999999999,6.00000000000002e-05,1.1e-05,2.10000000000009e-07,0.0251,2.39999999999994e-06,2.99999999999989e-06,8.0000000000003e-06,2.06115362243856e-09,2.06115362243856e-09,0.0419999999999999,5.06599999999998,0.212000000000001,0.124,0.0729999999999997,0.163000000000001,0.181,0.66,2.384,1.123,4.11300000000001,2.084,0.239999999999999,0.00800000000000001,0.002,0.182999999999999,2.06115362243856e-09,0.000999999999999997,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,4.40000000000002,2.34,0.977222222222222,"p4",3,53102800
"3006",2.4,8.49999999999999,42.9,2.06115362243856e-09,45.3999999999999,2.06115362243856e-09,0.00600000000000001,36.1100000000001,1.4,0.0229999999999999,0.000380000000000001,0.00600000000000001,0.049,0.039,0.254,0.000159999999999999,4.20000000000002e-05,4.10000000000005e-06,2.30000000000005e-05,2.00000000000006e-06,2.06115362243856e-09,0.00015,1.00000000000002e-07,9.99999999999974e-07,2.06115362243856e-09,2.70000000000012e-05,0.000199999999999999,0.000408000000000001,0.00027,0.000191000000000001,2.59999999999998e-05,1.40000000000002e-05,1.59999999999998e-07,0.0174000000000001,3.09999999999992e-06,6.00000000000012e-06,8.0000000000003e-06,2.06115362243856e-09,2.06115362243856e-09,0.0370000000000001,2.445,0.0199999999999999,0.012,0.00700000000000003,0.00499999999999998,0.013,0.0930000000000001,1.265,1.006,4.504,0.941,0.0549999999999998,0.01,0.00299999999999999,0.031,2.06115362243856e-09,0.002,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,4.544,1.009,0.986388888888889,"p4",3,53103000
"3012",3.86,20.88,51.7299999999998,2.06115362243856e-09,22.3899999999999,2.06115362243856e-09,2.06115362243856e-09,38.4899999999998,1.1,0.0579999999999999,0.00103,0.00800000000000001,0.0689999999999999,0.101,0.232999999999999,0.00036,4.99999999999999e-05,8.09999999999985e-06,4.00000000000015e-05,0.001323,0.000545000000164061,0.00229,1.99999999999995e-07,2.00000000000006e-06,2.06115362243856e-09,8.4e-05,0.000799999999999997,0.000111,0.000151,0.000912000000000002,5.30000000000001e-05,2.70000000529185e-05,1.00000000000002e-07,0.0274000000000001,1.73000000000007e-05,1.30000000065356e-05,1.30000000000005e-05,2.06115362243856e-09,2.06115362243856e-09,0.0580000000252716,3.978,0.0549999999999998,0.0159999999999999,0.0199999999999999,0.0460000000000001,0.0510000000000001,0.227000000000001,2.514,0.903,7.80799999999999,6.866,1.06,0.0199999999999999,0.00399999999999999,0.133999999999999,2.06115362243856e-09,0.0779999999999996,0.000999999999999997,2.06115362243856e-09,0.000999999999999997,8.01500000000003,7.96300000000002,0.968648148148148,"p4",3,53104260
"3014",4.40000000000002,10.3,63.1999999999999,2.06115362243856e-09,20.6999999999999,2.06115362243856e-09,2.06115362243856e-09,57.3899999999999,1,0.0900000000000002,0.00116,0.012,0.0699999999999999,0.0989999999999997,0.284,0.000329999999999999,6.69999999999998e-05,1.07000000000001e-05,1.19999999999997e-05,9.99999999999974e-07,2.06115362243856e-09,0.00012,1.99999999999995e-07,2.06115362243856e-09,2.06115362243856e-09,3.99999999999993e-06,1e-04,0.000128,0.000189,0.001063,2.9e-05,3.10000000000009e-05,6.00000000000007e-08,0.00600000000000001,4.10000000000005e-06,2.70000000000012e-05,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.000999999999999997,3.89699999999999,0.012,0.017,0.133,0.113,0.847,0.402,1.394,0.978,3.68300000000001,2.026,0.135,2.06115362243856e-09,2.06115362243856e-09,0.00800000000000001,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,3.69200000000002,2.162,0.998888888888889,"p4",3,53104400
"3015",5.50000000000003,22.4999999999999,25.5,2.06115362243856e-09,45.6,2.06115362243856e-09,2.06115362243856e-09,21.7999999999999,0.4,0.0510000000000001,0.000629999999999998,0.011,0.0930000000000001,0.0900000000000002,0.408,0.000510000000000001,1.99999999999997e-05,5.19999999999996e-06,0.000156,3.40000000000004e-05,2.06115362243856e-09,0.00056,5.0000000000001e-07,2.00000000000006e-06,2.06115362243856e-09,6.20000000000002e-05,0.000400000000000001,2.79999999999992e-05,0.000193,0.000194999999999999,5.19999999999998e-05,1.80000000000002e-05,1.69999999999991e-07,0.0458999999999999,4.39999999999982e-06,2.99999999999989e-06,1.49999999999995e-05,2.06115362243856e-09,2.06115362243856e-09,0.0549999999999998,9.92100000000004,0.354000000000001,0.133999999999999,0.119,0.246000000000001,0.207,1.266,4.77499999999998,2.49,8.119,1.364,0.223,0.012,0.00499999999999998,0.346000000000001,2.06115362243856e-09,0.002,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,8.63400000000004,1.602,0.933935185185185,"p4",3,53104500
"3017",4.96000000000002,13.9199999999999,32.81,2.06115362243856e-09,46.7699999999998,2.06115362243856e-09,2.06115362243856e-09,26.6999999999999,0.6,0.0370000000000001,0.000770000000000003,0.011,0.0759999999999997,0.105,0.268999999999999,0.000370000000000001,4.20000000000002e-05,5.9e-06,0.000125999999999999,4.00000000000015e-05,2.06115362243856e-09,0.000639999999999998,3.00000000000003e-07,9.99999999999974e-07,2.06115362243856e-09,4.80000000000002e-05,0.000900000000000003,2.9e-05,0.000132,0.000397999999999998,4.59999999999999e-05,1.99999999999997e-05,1.40000000000001e-07,0.0303999999869268,3.60000000900796e-06,2.00000000000006e-06,1.30000000000005e-05,2.06115362243856e-09,2.06115362243856e-09,0.0439999999999998,6.09499999999997,0.216999999999999,0.0819999999768665,0.0729999999878635,0.151,0.126999999999999,0.776999999700458,2.93499999917802,1.529,4.99899999784326,1.491,0.168,0.00899999999999998,0.00299999999999999,0.213,2.06115362243856e-09,0.002,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,5.31499999999999,1.752,0.961111111111111,"p4",3,53104550
"3020",5.97,25.8199999891944,35.99,2.06115362243856e-09,30.2900000000001,0.00699999999948776,0.0619999999999997,25.8999999999999,1.6,0.0559999999999999,0.0012,0.0259999999999999,0.11,0.146,0.332,0.000720000000000002,0.000148999999999999,8.80000000000012e-06,0.000214000000000001,4.30000000000005e-05,2.06115362243856e-09,0.000749999999999998,4.9999999926211e-07,1.99999999480866e-06,2.06115362243856e-09,6.40000000000002e-05,1e-04,4.89999999999999e-05,0.000203,0.000682000000000001,5.1e-05,2.0999999999999e-05,1.69999999999991e-07,0.0467999999999998,4.99999999999987e-06,6.99999999999973e-06,1.40000000000002e-05,2.06115362243856e-09,2.06115362243856e-09,0.086,11.882,0.385,0.148,0.130999999999999,0.270000000000001,0.227000000000001,1.27,5.58800000000003,3.38000000000001,8.06900000000001,1.62,0.231000000106339,0.017,0.00499999999774018,0.353,2.06115362243856e-09,0.00299999999999999,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,8.65600000000004,1.902,0.969606481481481,"p4",3,53104600
"3031",3.67,18.54,49.9699999999998,2.06115362243856e-09,27,0.00599999999852449,0.0949999999999996,34.72,2.5,0.049,0.00177,0.031,0.158,0.171,0.333999999999999,0.000660000000000002,0.000241999999999999,6.00000000000012e-06,1.59999999999999e-05,9.99999999999974e-07,2.06115362243856e-09,0.00175000000000001,2.06115362243856e-09,9.99999999999974e-07,2.06115362243856e-09,3.90000000000011e-05,1e-04,8.4e-05,0.000115,0.000781000000097303,3.79999999999995e-05,1.99999999999997e-05,8.00000000000023e-08,0.0224000000027136,1.02999999999998e-05,1.1e-05,1.00000000000003e-05,2.06115362243856e-09,2.06115362243856e-09,0.0419999999999999,5.61899999999999,2.06115362243856e-09,0.014,0.143,0.117999999942944,0.906,0.397,2.308,1.597,7.061,4.22699999999999,0.413,0.00899999999999998,2.06115362243856e-09,0.039,2.06115362243856e-09,0.041,2.06115362243856e-09,0.00399999999944899,2.06115362243856e-09,7.15400000000003,4.66399999999999,0.984351851851852,"p4",3,53105300
"3041",4.87000000000001,17.0300000000001,45.9399999999999,2.06115362243856e-09,28.84,2.06115362243856e-09,2.06115362243856e-09,25.5400000101038,0.4,0.114,0.00120000000022582,0.00899999999999998,0.151,0.0809999999999999,0.349999999999999,0.000430000000118966,4.89999999999999e-05,6.59999999999996e-06,0.000102,1.90000000000006e-05,2.06115362243856e-09,0.00147,4.00000000000012e-07,9.99999999999974e-07,2.06115362243856e-09,7.50000000000003e-05,2.06115362243856e-09,0.000146000000037367,0.00017900000002211,0.00130500000027076,4.20000000000002e-05,4.70000000119481e-05,1.90000000000005e-07,0.0422,7.19999999999975e-06,3.10000000000009e-05,1.00000000497023e-05,2.06115362243856e-09,2.06115362243856e-09,0.0770000000000002,7.71599999999998,0.323999999999999,0.191999999999999,0.112,0.251000000000001,0.281,1.019,3.747,1.53,5.01100000000001,2.2,0.382,0.0280000000000001,0.00899999999999998,0.268,2.06115362243856e-09,0.0339999999999998,2.06115362243856e-09,2.06115362243856e-09,0.000999999999982137,5.46799999999998,2.621,0.979527777777778,"p4",3,53106500
"3047",3.63,15.93,60.3100000000003,2.06115362243856e-09,18.5699999999999,0.00600000000000001,0.215000000000001,37.76,3.2,0.116,0.00360000000000001,0.0359999999999999,0.0870000000000003,0.175999999999999,0.332,0.00104,0.000305000000000001,3.39999999999986e-06,9.99999999999974e-07,2.06115362243856e-09,2.06115362243856e-09,0.00109000000000001,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.99999999999989e-06,0.0019,3.70000000000018e-05,7.50000000000003e-05,0.000924999999999999,0.000143,2.59999999999998e-05,6.00000000000007e-08,0.0206,1.05999999999995e-05,1.30000000000005e-05,1.30000000000005e-05,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,4.88400000000001,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.00499999999999998,0.158999999999999,2.632,1.93,8.34899999999997,1.649,0.173,2.06115362243856e-09,2.06115362243856e-09,0.119,2.06115362243856e-09,0.0159999999999999,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,8.525,1.822,0.990277777777778,"p4",3,53108200
"3050",3.47000000000001,11.54,64.0299999999999,2.06115362243856e-09,19.6,2.06115362243856e-09,2.06115362243856e-09,37.3,1,0.024,0.00136,0.00800000000000001,0.185,0.0710000000000001,0.47,0.000599999999999999,0.000148,3.50000000000002e-06,4.99999999999987e-06,2.06115362243856e-09,2.06115362243856e-09,0.000619999999999998,1.00000000000002e-07,2.06115362243856e-09,2.06115362243856e-09,8.99999999999959e-06,1e-04,0.000181,0.000168000000000001,0.00154899999999999,2.06115362243856e-09,3.79999999999995e-05,1.90000000000005e-07,0.0377999999999998,9.70000000000036e-06,2.40000000000007e-05,1.40000000000002e-05,2.06115362243856e-09,2.06115362243856e-09,0.041,4.13900000000002,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.122,1.981,1.888,4.73899999999999,1.729,0.130999999999999,2.06115362243856e-09,2.06115362243856e-09,0.121,2.06115362243856e-09,0.0189999999999999,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,4.90600000000001,1.86,0.993611111111111,"p4",3,53109200
"3055",2.9,9.09999999999996,61.5999999999997,2.06115362243856e-09,25.2999999999999,2.06115362243856e-09,2.06115362243856e-09,27.42,3.7,0.0329999999999999,0.00207,0.0159999999999999,0.052,0.153,0.101000000014229,0.00027,4.99999999999999e-05,2.00000000000006e-06,6.99999999999973e-06,2.99999999999989e-06,9.99999999999974e-07,0.000900000000000003,2.06115362243856e-09,9.99999999999974e-07,2.06115362243856e-09,2.0999999999999e-05,0.000500000000000001,4.99999999999999e-05,9.90000000000005e-05,0.000791,4.59999999999999e-05,1.99999999999997e-05,9.99999999999966e-09,0.00890000000000002,1.50000000000002e-06,1.69999999999993e-05,2.99999999999989e-06,2.06115362243856e-09,2.06115362243856e-09,0.00499999999999998,1.048,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.0199999999999999,0.743,0.266999999999999,4.09999999999999,2.95899999999999,0.336000000000001,0.00299999999999999,0.000999999999999997,0.0439999999999998,2.06115362243856e-09,0.032,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,4.19999999999999,3.32300000000001,0.960833333333333,"p4",3,53110000
"3057",4.02,10.15,50.6800000000001,2.06115362243856e-09,33.12,2.06115362243856e-09,2.06115362243856e-09,31.6600000000001,1.2,0.0699999999999999,0.00333000000000001,0.0159999999999999,0.169999999988419,0.243,0.459,0.000350000000000002,0.000178,3.99999999999993e-06,1.30000000000005e-05,9.99999999999974e-07,2.06115362243856e-09,0.00022,1.99999999999995e-07,9.99999999999974e-07,2.06115362243856e-09,4.30000000000005e-05,1e-04,0.000187,0.000182,0.00156299999928539,3.79999999330398e-05,2.70000000000012e-05,6.00000000000007e-08,0.0262999999999999,4.39999999999982e-06,1.80000000000002e-05,1.00000000000003e-05,2.06115362243856e-09,2.06115362243856e-09,0.0310000000154067,2.606,2.06115362243856e-09,2.06115362243856e-09,2.06115362243856e-09,0.000999999999999997,0.000999999999999997,0.0500000000000001,1.4,1.17399999952347,5.58699999999999,1.26499999977295,0.065999999997077,0.0159999999958777,0.00499999999774018,0.017,2.06115362243856e-09,0.002,2.06115362243856e-09,2.06115362243856e-09,0.000999999999982137,5.58800000000003,1.38199999952255,0.999166666666667,"p4",3,53111000
"3060",3.24000000000001,12.67,39.2800000000002,2.06115362243856e-09,43.8699999999999,2.06115362243856e-09,2.06115362243856e-09,31.2400000000002,0.5,0.0989999999999997,0.000660000000000002,0.01,0.112,0.126,0.188,0.00047,2.9e-05,3.99999999999993e-06,6.69999999999998e-05,8.99999999999959e-06,2.06115362243856e-09,0.000739999999999999,3.00000000000003e-07,9.99999999999974e-07,2.06115362243856e-09,3.20000000000015e-05,0.000200000000083247,7.50000000320973e-05,0.000207999999999999,0.000416,3.90000000000011e-05,1.80000000000002e-05,2.59999999999996e-07,0.0287,3.60000000000003e-06,1.00000000000003e-05,8.0000000000003e-06,2.06115362243856e-09,2.06115362243856e-09,0.0460000000000001,4.79399999999999,0.158,0.0940000000000003,0.0559999999999999,0.123,0.136000000000001,0.506,2.423,1.125,4.287,2.71,0.301999999999999,0.011,0.00299999999999999,0.152,2.06115362243856e-09,0.00700000000000003,0.002,2.06115362243856e-09,2.06115362243856e-09,4.41899999999999,3.13999999999999,0.986388888888889,"p4",3,53112100
"3064",4.02000000148366,4.42000000000001,56.2099999999998,2.06115362243856e-09,30.0500000000001,2.06115362243856e-09,2.06115362243856e-09,39.6700000000001,0.599999999859594,0.0479999999999998,0.00172000000000001,0.00800000000241841,0.101,0.0889999999999998,0.356999999999999,0.000350000000168285,6.69999999999998e-05,6.50000000690744e-06,2.50000000774018e-05,2.06115362243856e-09,2.06115362243856e-09,0.000460000000000002,3.00000000000003e-07,9.99999999999974e-07,2.06115362243856e-09,7.9000000039283e-05,0.00239999999999999,0.000138,0.000182,0.00109000000000001,3.79999999999995e-05,3.90000000000011e-05,1.40000000607195e-07,0.0417000000000001,1.99999999999995e-07,1.90000000000006e-05,1.19999999999997e-05,2.06115362243856e-09,2.06115362243856e-09,0.0580000000252716,1.367,0.000999999999999997,2.06115362243856e-09,0.000999999999999997,0.000999999999999997,2.06115362243856e-09,0.015,0.979,0.349,1.504,0.73,0.0249999999999999,0.0290000000000001,0.01,0.0599999999999998,2.06115362243856e-09,0.012,2.06115362243856e-09,0.00299999999999999,0.000999999999982137,1.649,0.888,0.9675,"p4",3,53113000
"3067",2.73,13.53,55,2.06115362243856e-09,22.8900000000001,2.06115362243856e-09,2.06115362243856e-09,39.4600000160022,0.4,0.0609999999999997,0.000870000000000004,0.00600000000000001,0.135,0.0470000000127877,0.331000000000001,0.000240000000000001,3.79999999999995e-05,4.19999999999979e-06,5.30000000000001e-05,1.1e-05,2.06115362243856e-09,0.00138999999977696,3.00000000000003e-07,9.99999999999974e-07,2.06115362243856e-09,5.39999999999999e-05,0.00129999999999999,6.90000000000004e-05,0.000136,0.000711000000000002,2.9e-05,3.29999999999998e-05,1.19999999999996e-07,0.0306999999999999,8.89999999999982e-06,2.70000000000012e-05,7.9999999702755e-06,2.06115362243856e-09,2.06115362243856e-09,0.0430000000000002,2.684,0.000999999999999997,2.06115362243856e-09,2.06115362243856e-09,0.000999999999999997,2.06115362243856e-09,0.0210000000000001,2.068,0.622,4.36799999999998,3.27499999971437,0.388,0.014,0.00399999999999999,0.107,2.06115362243856e-09,0.0339999999999998,2.06115362243856e-09,2.06115362243856e-09,0.000999999999982137,4.52399999999998,3.70300000000002,0.984444444444444,"p4",3,53114100
"3073",3.24000000000001,15.06,54.5200000093594,2.06115362243856e-09,22.0900000000001,0.00300000000094208,0.108,40.880000004274,1.20000000024725,0.0460000000226799,0.00191999999999999,0.0180000000015475,0.152,0.14,0.308000000000001,0.00042,0.000140999999999999,5.09999999999997e-06,1.69999999999993e-05,2.06115362243856e-09,2.06115362243856e-09,0.00188,1.99999999999995e-07,9.99999999999974e-07,2.06115362243856e-09,5.39999999999999e-05,2.06115362243856e-09,6.59999999999999e-05,1e-04,0.000637000000249774,2.79999999999992e-05,1.99999999999997e-05,8.00000001818023e-08,0.0327,6.29999999999992e-06,1.1e-05,8.0000000000003e-06,2.06115362243856e-09,2.06115362243856e-09,0.0430000000000002,4.05099999999999,0.00600000000000001,0.00499999999999998,0.00399999999999999,0.00600000000000001,0.00600000000000001,0.0589999999999998,2.229,1.639,6.598,2.935,0.279999999999999,0.0159999999958777,0.00299999999999999,0.0540000000000001,2.06115362243856e-09,0.032,2.06115362243856e-09,2.06115362243856e-09,0.000999999999982137,6.68299999999998,3.25400000000001,0.991388888888889,"p4",3,53115200
